,artist_name,album_name,song_name,popularity,track_id,track_explicit
217,The Beach Boys,Live - The 50th Anniversary Tour,"Help Me, Rhonda - Live/2012",13,2X92HNjkiPqyMgI1AwA2Sj,False
218,The Byrds,Mr. Tambourine Man,Mr. Tambourine Man,63,2HCaIYjkvWSZzaSKUoOh3d,False
219,The Byrds,Preflyte,Mr. Tambourine Man,39,3yVKhOMynkNEGYlQo6JMbY,False
220,The Byrds,THE ORIGINAL SINGLES 1965 - 1967 Volume I,Mr. Tambourine Man,34,691UfzALYfLjSwfenfOg4N,False
221,The Rolling Stones,Out Of Our Heads,(I Can't Get No) Satisfaction - Mono Version,76,2PzU4IB8Dr6mxV3lHuaG34,False
222,The Rolling Stones,Hot Rocks (1964-1971),(I Can't Get No) Satisfaction - Mono Version,60,5FKkbyGm42hw1y08l2knlO,False
223,The Rolling Stones,Singles 1965-1967,(I Can't Get No) Satisfaction - (Original Single Mono Version),45,1b6AW6uDrtrUN0Y6GJR45j,False
224,The Rolling Stones,On Air (Deluxe),(I Can't Get No) Satisfaction - Saturday Club / 1965,45,2aBM9gLAhJgaUIo7HVZ75j,False
225,The Rolling Stones,The Rolling Stones In Mono (Remastered 2016),(I Can't Get No) Satisfaction - Mono,40,2a8lZbMfqqYPRdnFxC0h36,False
226,The Rolling Stones,Big Hits (High Tide and Green Grass),(I Can't Get No) Satisfaction - Mono Version,34,2UOjqy9WRwMmBm6M6h6Jrm,False
227,The Rolling Stones,A Bigger Bang (Live),(I Can't Get No) Satisfaction - Live,32,0uyhzYLrea2F9PQNbDWKan,False
228,The Rolling Stones,Live Licks,(I Can't Get No) Satisfaction - Live Licks Tour / Remastered 2009,35,4B9Mt7tJXONfDEQkMWv3Fa,False
229,The Rolling Stones,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),"(I Can't Get No) Satisfaction - Live From Madison Square Garden, New York/1969",27,7i0GRg4OOImfw5DDGka9mP,False
230,Sonny & Cher,Look At Us,I Got You Babe,64,4SGBuq37Ol4HJr7pQqFMKa,False
231,Sonny & Cher,The Beat Goes On: Best Of,I Got You Babe,58,2SWBfqj1FrS8t8z56G55rP,False
232,Sonny & Cher,The Best Of Sonny & Cher,I Got You Babe,49,6tMjtHEBwMkxslhOe9SHE8,False
233,Sonny & Cher,I Got You Babe / It's Gonna Rain [Digital 45],I Got You Babe - 45 Version,22,4zgwcLHZNP9soysqD9PNlt,False
234,The Beatles,Help! (Remastered),Help! - Remastered 2009,70,7DD7eSuYSC5xk2ArU62esN,False
235,The McCoys,Hang On Sloopy: The Best Of The McCoys,Hang On Sloopy,55,0i7O5MtSTXvR4BEY7stpjF,False
236,The Beatles,Help! (Remastered),Yesterday - Remastered 2009,75,3BQHpFgAp4l80e1XslIjNI,False
237,The Beatles,1 (Remastered),Yesterday - Remastered 2015,58,4E5rL7YL0hVUPqeMSpjEF2,False
238,The Rolling Stones,got LIVE if you want it!,Get Off of My Cloud - Live,20,2rBo6CIB4gp0wASTHCtWpf,False
239,The Byrds,Turn! Turn! Turn!,Turn! Turn! Turn! (To Everything There Is a Season),66,5qBqBdfTEIWJwAS0Jm2F5R,False
240,The Byrds,The Essential Byrds,Turn! Turn! Turn! (To Everything There Is a Season),38,5PHGTeEdFxTEb4hepxug86,False
241,The Byrds,THE ORIGINAL SINGLES 1965 - 1967 Volume I,Turn! Turn! Turn! (To Everything There Is a Season),29,2Ln9nUuOI5VEAsH3XmUnzM,False
242,Simon & Garfunkel,Sounds Of Silence,The Sound of Silence - Electric Version,51,2YplrdHMBoRdnHgMeHEwHm,False
243,The Beatles,1 (Remastered),We Can Work It Out - Remastered 2015,59,1hTUFqJuQAMjXVGwUPWDqi,False
244,The Beatles,The Beatles 1962 - 1966 (Remastered),We Can Work It Out - Remastered 2009,57,7LNiAjyg9P2GKINTtN6Yt8,False
245,The Beatles,Past Masters (Vols. 1 & 2 / Remastered),We Can Work It Out - Remastered 2009,36,7tBAxQ6hD4mhr1sYQhwWDP,False
246,Lou Christie,Lightnin’ Strikes: The Very Best Of The MGM Recordings,Lightnin' Strikes,42,2OQhFe5jjTnMWaaDRZxz31,False
247,Nancy Sinatra,Boots,These Boots Are Made for Walkin',9,2PneNdtypG6XcgmWmGd9FI,False
248,Percy Sledge,When a Man Loves a Woman,When a Man Loves a Woman,66,51FpzuGkRYXFgsE2zXt9av,False
249,Percy Sledge,When a Man Loves a Woman,When a Man Loves a Woman,46,0GVxSbigOiKlGfI30Uw00X,False
250,Percy Sledge,The Atlantic Recordings,When a Man Loves a Woman - 2000 Remaster,46,4aOYzIRv0jl8VShCWZr1hA,False
251,Percy Sledge,Soul Legends (Collector's Edition),When a Man Loves a Woman - Rerecorded,32,1luy4TXWkO5p5FtEj4tovI,False
252,The Beatles,1 (Remastered),Paperback Writer - Remastered 2015,60,0Ui8KPWZbJJQ2Y0CIQuVqX,False
253,The Beatles,Past Masters (Vols. 1 & 2 / Remastered),Paperback Writer - Remastered 2009,39,4401c08DdNwwGEg8WGCkQf,False
254,The Beatles,The Beatles 1962 - 1966 (Remastered),Paperback Writer - Remastered 2009,37,3OtsmzTZs50ahEnHKVvozC,False
255,The Troggs,From Nowhere,Wild Thing,63,7jGzYUZ2Bgg8BDfYlQRfn8,False
256,The Lovin' Spoonful,Hums Of The Lovin' Spoonful,Summer in the City - Remastered,64,7AzFID6u1b3zIWbd9pb8Dk,False
257,The Lovin' Spoonful,The Greatest Hits,Summer in the City,33,7yso4IDOXI6yLI3n3VnQP4,False
258,Donovan,Sunshine Superman,Sunshine Superman,58,4RGxUjaCmVtD30pIhtEi7w,False
259,Donovan,The Essential Donovan,Sunshine Superman,16,3xvpKH1G6zvpPw5j19aaJq,False
260,The Supremes,The Supremes A' Go-Go (Expanded Edition),You Can't Hurry Love,73,1OppEieGNdItZbE14gLBEv,False
261,Diana Ross & The Supremes,Supreme Rarities: Motown Lost & Found,You Can't Hurry Love - Alternate Vocal,38,3NLsv7HigpQ1dyMMLZ6H7n,False
262,The Supremes,Supremes A Go Go,You Can't Hurry Love,32,4H1iMlEWKZmpKTHCZzDhju,False
263,The Supremes,The Supremes A' Go-Go (Expanded Edition),You Can't Hurry Love - Mono,28,2iJP97Bttwb6bbZO9wNEJ9,False
264,The Supremes,The Supremes: Box Set,You Can't Hurry Love,19,2BNP0fIRCHM2uDznRe6S7u,False
265,The Association,And Then...Along Comes,Cherish,47,7uGeDI6nJEdUYMsMd7mQyl,False
266,Four Tops,Reach Out,Reach Out I'll Be There,58,6Pkj4nv5K53i64cLVgkVyY,False
267,Four Tops,Essential Collection: Four Tops,Reach Out I'll Be There - Single Version / Mono,53,0PpamSdfQzIAvj5OB9Bz54,False
268,Four Tops,The Ultimate Collection: Four Tops,Reach Out I'll Be There - Single Version / Mono,43,2VwRmAIjgmwNPDh4eMK1EH,False
269,Four Tops,The Definitive Collection,Reach Out I'll Be There,27,2ELbFFbETUl4NYM7mWTmwj,False
270,Four Tops,20th Century Masters: The Millennium Collection: Best Of The Four Tops,Reach Out I'll Be There,20,5iU3HxW3z0jNhAUzK1tQsF,False
271,The Monkees,The Monkees (Deluxe Edition),Last Train to Clarksville - Original Stereo Version; 2006 Remaster,51,3h4t9qpFktohHeUQc3hZCa,False
272,The Monkees,The Best of The Monkees,Last Train to Clarksville,39,3dgyDSKfzaNBtlZuUxc8IW,False
273,The Monkees,The Monkees 50,Last Train to Clarksville - Stereo Mix,20,1LjOxwkLSj7VwtqBc5erpR,False
274,The Monkees,Forever,Last Train to Clarksville,14,6aiCJldTjjksy3Cs9W4rg6,False
275,The Monkees,Music Box (The Monkees),Last Train to Clarksville,10,2YnXoUJX2EQGOa2L8dSKYV,False
276,The Monkees,Summer 1967: The Complete U.S. Concert Recordings,"Last Train to Clarksville - Live at Municipal Auditorium, Mobile, AL, 8/12/1967",7,1yi5mNWRvdTOItcrnc2vtR,False
277,The Monkees,"Live, 1967",Last Train to Clarksville - Live,5,7ItEe2C7vthvwbJUoQu5Fe,False
278,The Monkees,Rhino Hi-Five: The Monkees,Last Train to Clarksville,3,0PjshjkY3tgVaE1mo3fbe8,False
279,The Supremes,"The Supremes Sing Holland, Dozier, Holland",You Keep Me Hangin' On,57,4a01ClusxuZiloOK5UgLUn,False
280,The Beach Boys,Smiley Smile (Remastered),Good Vibrations - Remastered 2001,70,5t9KYe0Fhd5cW6UYT4qP8f,False
281,The Beach Boys,Good Vibrations 40th Anniversary,Good Vibrations - Remastered 2001,63,2oF7FZHIJbzjeEXZ3D0Ku4,False
282,The Beach Boys,50 Big Ones: Greatest Hits,Good Vibrations,48,7tf64lNC31lWlTsih0nfZf,False
283,The Beach Boys,The Smile Sessions,Good Vibrations,55,6aU6a9tdn2vHhnPGlboFZX,False
284,The Beach Boys,Smiley Smile (Mono & Stereo),Good Vibrations (Stereo),40,6ekY52h4HwNCHgCkiHTVaR,False
285,The Beach Boys,Greatest Hits,Good Vibrations,31,0eWuqjxrz4V6UzMVOMNMjh,False
286,The Beach Boys,The Very Best Of The Beach Boys: Sounds Of Summer,Good Vibrations - Remastered 2001,32,4fwQPMYKmRVwRi7JAvMGoJ,False
287,The Beach Boys,The Beach Boys With The Royal Philharmonic Orchestra,Good Vibrations,31,1iosYfAlCjiqmbLWMYTdW2,False
288,The Beach Boys,The Smile Sessions,Good Vibrations,27,234OatJElN7VHiznWuEuAx,False
289,The Beach Boys,Endless Summer,Good Vibrations - Mono Version,23,0FJYVGnkXPy1k0HfAGQPC8,False
290,The Buckinghams,The Hit Singles Collection,Kind of a Drag,41,3RnsnfrquBAy6kIejQzc2C,False
291,The Buckinghams,Kind of a Drag (Expanded Edition),Kind of a Drag,25,65wUTKQhWvfCoGvayiJ4du,False
292,The Buckinghams,"Mercy, Mercy, Mercy (A Collection)",Kind of a Drag,16,0eo6DbG3X03HPltJwpdvSu,False
293,The Buckinghams,Kind of a Drag,Kind of a Drag,4,2CLZ3fQKv00T6TwSuB2309,False
294,The Rolling Stones,Between The Buttons,Ruby Tuesday,61,4hupcimlg3UBbW1kAQ6vrT,False
295,The Rolling Stones,Hot Rocks (1964-1971),Ruby Tuesday,42,2EV1QIypzlJcynYfZZZaJ5,False
296,The Rolling Stones,Flowers,Ruby Tuesday,37,10IdU8PgujnWOe33sWQipV,False
297,The Rolling Stones,Singles 1965-1967,Ruby Tuesday - (Original Single Mono Version),30,4wCvcDwIzWIZ34UUhuszJ7,False
298,The Rolling Stones,"Through The Past, Darkly (Big Hits Vol. 2)",Ruby Tuesday,26,2vdv724FGQhaBMxJGYk5zO,False
299,The Rolling Stones,Steel Wheels Live,Ruby Tuesday - Live,29,1my92Wv8c2WWZCj8XzcMKm,False
300,The Rolling Stones,The Rolling Stones Singles Collection: The London Years,Ruby Tuesday,21,57MOUPaDWkIaNtfanjRWpf,False
301,The Rolling Stones,Flashpoint,Ruby Tuesday - Live / Remastered 2009,31,4pODICyT0skWqpXC2FrJ9o,False
302,The Beatles,Magical Mystery Tour (Remastered),Penny Lane - Remastered 2009,64,1h04XMpzGzmAudoI6VHBgA,False
303,The Beatles,1 (Remastered),Penny Lane - Remastered 2015,54,7afyyi8zn4FzWbcJ70F56V,False
304,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Penny Lane,52,1sjmKmR4u9xDeJHjDCn2bZ,False
305,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),Penny Lane - Stereo Mix 2017,44,57YeN4L1zAYvnIlLwL3hp6,False
306,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Penny Lane - Stereo Mix 2017,41,7k1gXoiBTddulMBVlKuJIs,False
307,The Beatles,The Beatles 1967 - 1970 (Remastered),Penny Lane - Remastered 2009,40,5dfvhl9mJqgMVLNm3LAMnG,False
308,The Beatles,Anthology 2,Penny Lane - Alternate Mix / Anthology 2 Version,28,1KlP1Nct3GYNJsDbdmTASb,False
309,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Penny Lane - Take 6 / Instrumental,26,2ac3duEVpfrlgx4FGoPvxA,False
310,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),Penny Lane - Take 6 / Instrumental,24,4A8PQVuWGPWc8qp33aJX2U,False
311,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),Penny Lane - Vocal Overdubs And Speech,24,5H7u0LYDbDeYFp9ZAAP8Di,False
312,The Turtles,Happy Together,Happy Together,73,1JO1xLtVc8mWhIoE3YaCL0,False
313,The Turtles,All the Singles,Happy Together - Remastered,43,2admbUc576sC6M0QeUkg2C,False
314,The Supremes,Gold,The Happening,44,2SusUbsUQnw8OJDq56ZMbE,False
315,The Young Rascals,Groovin' (Mono),Groovin',58,3c2kMiSB86tVq1J4oULmvL,False
316,Aretha Franklin,I Never Loved a Man the Way I Love You,Respect,72,7s25THrKz86DM225dOYwnr,False
317,Aretha Franklin,Queen of Soul - The Best of Aretha Franklin,Respect,40,1LI7vkkJ5EKLl6MpZBWZF2,False
318,The Association,Insight Out,Windy - Remastered Version,47,1lHiKWnlJtjzA4vHnjAr39,False
319,The Association,Just The Right Sound: The Association Anthology [Digital Version],Windy,40,6RUpOheT93fUdI508K5w6U,False
320,The Doors,The Doors,Light My Fire,70,5uvosCdMlFdTXhoazkTI5R,False
321,The Doors,Light My Fire / Crystal Ship,Light My Fire - Mono,41,7aghcqWLL9hGMIb0VFdbyD,False
322,The Doors,The Doors (50th Anniversary Deluxe Edition),Light My Fire - 2017 Remaster,38,6l8BhUGXyQWFGWJY5tohDC,False
323,The Doors,The Very Best of the Doors,Light My Fire - New Stereo Mix,37,6tGlPE4QClYVNdaRFxV6Iy,False
324,The Doors,The Future Starts Here: The Essential Doors Hits,Light My Fire - New Stereo Mix,41,4NM09wCZmvxhWcOcdWll6H,False
325,The Beatles,Magical Mystery Tour (Remastered),All You Need Is Love - Remastered 2009,64,68BTFws92cRztMS1oQ7Ewj,False
326,The Beatles,1 (Remastered),All You Need Is Love - Remastered 2015,56,6KqiVlOLfDzJViJVAPym1p,False
327,The Beatles,Yellow Submarine Songtrack,All You Need Is Love,50,5zqJlEJcn0EfnvAScH8swK,False
328,The Beatles,Yellow Submarine (Remastered),All You Need Is Love - Remastered 2009,41,2Z8cY4QpZTFUZxCQCpvNe1,False
329,The Beatles,Love,All You Need Is Love,41,3oGGipilQmZTol8qFTR6u1,False
330,The Beatles,The Beatles 1967 - 1970 (Remastered),All You Need Is Love - Remastered 2009,38,6tzFM08UuwxhuftjfUqaQA,False
331,The Box Tops,The Letter/Neon Rainbow,The Letter,63,6RJK553YhstRzyKA4mug09,False
332,Lulu,Greatest Hits,To Sir With Love,40,5ox7YOS0Tovw2OIp1T4Ste,False
333,Lulu,Most Of Lulu / Lulu's Album,To Sir With Love - 2002 Remastered Version,15,61QYBPXTP6VofjdINPEzmn,False
334,The Monkees,"The Birds, The Bees, & The Monkees",Daydream Believer,67,7uEcCGtM1FBBGIhPozhJjv,False
335,The Monkees,The Best of The Monkees,Daydream Believer,41,1LTgbCS6YUFi5ge1ctZZc0,False
336,The Monkees,The Monkees 50,Daydream Believer - 2010 Remaster,28,4CNYjUXykqF9VdnwM7SPNR,False
337,The Monkees,Forever,Daydream Believer,24,2egjT9FWueHhHI6OFZRh8C,False
338,The Monkees,The Monkees Live - The Mike & Micky Show,Daydream Believer - Live,14,3uJCVjEksj1JXyJgqL3SxT,False
339,The Monkees,Music Box (The Monkees),Daydream Believer,12,0pSKGTCkvVzrQ5koBlVXdF,False
340,The Beatles,Magical Mystery Tour (Remastered),"Hello, Goodbye - Remastered 2009",63,0vZ97gHhemKm6c64hTfJNA,False
341,The Beatles,1 (Remastered),"Hello, Goodbye - Remastered 2015",53,0hqjsgWRfMBf2s8xsvRq1M,False
342,The Beatles,The Beatles 1967 - 1970 (Remastered),"Hello, Goodbye - Remastered 2009",38,2IWBUE3nED9Apuqhdov9O6,False
343,The Lemon Pipers,Green Tambourine,Green Tambourine,44,240FNg8tSGXr9OGswVMuO6,False
344,The Lemon Pipers,The Best of the Lemon Pipers,Green Tambourine,42,70jnaGaj1rtpyABfUURpvr,False
345,The Lemon Pipers,Best of the Lemon Pipers,Green Tambourine,0,7dduUTtboi5sADiF1VvEsJ,False
346,Paul Mauriat,Paul Mauriat. Grandes Exitos,Love is Blue,50,0tS7Mli5NtOcpeCqC25GWd,False
347,Simon & Garfunkel,Bookends,"Mrs. Robinson - From ""The Graduate"" Soundtrack",74,0iOZM63lendWRTTeKhZBSC,False
348,Simon & Garfunkel,Greatest Hits,Mrs. Robinson - Single Mix,37,0gFvkiT2afIcJwNxXQ7W51,False
349,Simon & Garfunkel,The Concert in Central Park (Live),"Mrs. Robinson - Live at Central Park, New York, NY - September 19, 1981",39,7H6Js93n0e96ljRB5orHmZ,False
350,Simon & Garfunkel,The Graduate,Mrs. Robinson - Version 2,33,0Z8bVp8wkMa9OfL3buCdwC,False
351,Simon & Garfunkel,The Graduate,Mrs. Robinson - Version 1,26,2Aa7a2Fr6IAVzngTSoAUNx,False
352,Simon & Garfunkel,The Best Of Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",27,4WkWVWK7bDgpRQG2gBywNp,False
353,Simon & Garfunkel,Live 1969,"Mrs. Robinson - Live at Southern Illinois University, Carbondale, IL - November 1969",29,1yl142pb20kRLhwuj6GQDb,False
354,Simon & Garfunkel,The Essential Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",25,0S7Ux03KYWTdKEdcPRWMSz,False
355,The Doors,Waiting for the Sun,"Hello, I Love You",61,3bWGaqVeYKMlLss40mPgNn,False
356,The Doors,Hello I Love You,"Hello, I Love You - 2018 Remaster",42,73uTAbsl0iwA2Aj0d4oCPp,False
357,The Doors,The Future Starts Here: The Essential Doors Hits,"Hello, I Love You - New Stereo Mix",42,4uROF3wTMMIFsZbLGyR1AG,False
358,The Doors,The Very Best of the Doors,"Hello, I Love You - New Stereo Mix",32,76Jl2Pcd7MPVptEpWvJUzW,False
359,The Doors,Waiting for the Sun (50th Anniversary Deluxe Edition),"Hello, I Love You - 2018 Remaster",33,3l5R0ltI7UufbrjK6Kj0Nv,False
360,The Doors,The Very Best of the Doors,"Hello, I Love You - Adam Freeland Fabric Mix",27,6n7hW6sgeSxwwcSiTAYpFo,False
361,The Doors,Waiting for the Sun (50th Anniversary Deluxe Edition),"Hello, I Love You - Rough Mix",24,3J9QYkR8sVZurrhaQUoWra,False
362,The Doors,The Complete Studio Albums,"Hello, I Love You",21,4dmOKl6aYjArPhR0RBSaxU,False
363,The Rascals,Freedom Suite,People Got to Be Free,43,5tUEIByLWg1sYWajZ2x5zx,False
364,The Rascals,The Rascals: Essentials,People Got to Be Free - Single Version,29,49oQUbmhXqjGb850ERxtfb,False
365,The Beatles,1 (Remastered),Hey Jude - Remastered 2015,73,0aym2LBJBk9DAYuHHutrIl,False
366,The Beatles,The Beatles 1967 - 1970 (Remastered),Hey Jude - Remastered 2009,64,3m7V717IKZqZLW5qUIOxdD,False
367,The Beatles,Love,Hey Jude,61,1eT2CjXwFXNx6oY5ydvzKU,False
368,The Beatles,Past Masters (Vols. 1 & 2 / Remastered),Hey Jude - Remastered 2009,44,2iGtdYI4lI0jDpnxJOqZRw,False
369,Tommy Roe,Tommy's 22 Big Ones,Dizzy,48,5LvIl1VHaqtCJJXwrB8QR9,False
370,Tommy Roe,Greatest Hits - The Original ABC Hit Recordings,Dizzy,35,3jJKKhg0t4HpdfNDyGiZDy,False
371,Henry Mancini,Greatest Hits - The Best of Henry Mancini,"Love Theme from ""Romeo and Juliet"" - Remastered",30,25anT79TQrh5ely884DEpL,False
372,The Rolling Stones,Hot Rocks (1964-1971),Honky Tonk Women - Mono Version,63,3RZMzCvYsmJ0u2ioKTOsmJ,False
373,The Rolling Stones,Honky Tonk Women / You Can't Always Get What You Want,Honky Tonk Women,60,3fnPv1LRMxENr63afVhaz1,False
374,The Rolling Stones,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),Honky Tonk Women - Live,53,40N7vAFHhwuS92Ce66mkpw,False
375,The Rolling Stones,"Through The Past, Darkly (Big Hits Vol. 2)",Honky Tonk Women - Mono Version,39,4z7OCDAAIZxfzQ6qyUSx1O,False
376,The Rolling Stones,Singles 1968-1971,Honky Tonk Women - (Original Single Stereo Version),37,3H6ZgktntZd2oCinY84HYT,False
377,The Rolling Stones,Get Yer Ya-Ya's Out! (Remastered),Honky Tonk Women - Live,31,4vGmdNInQ0n8oNIKn0HR0l,False
378,The Rolling Stones,A Bigger Bang (Live),Honky Tonk Women - Live,33,0wiyEXjLIGSZP4kp2eydHE,False
379,The Rolling Stones,Honky Tonk Women / You Can't Always Get What You Want,Honky Tonk Women - Mono,28,4KyRUiZSlMWJuvGvYzRx5V,False
380,The Rolling Stones,Some Girls: Live In Texas '78,Honky Tonk Women - Live,24,3p0wic6U0pkfEZjTKUsoFC,False
381,The Rolling Stones,The Rolling Stones Singles Collection: The London Years,Honky Tonk Women - Mono Version,23,6FalWsfvk0gcsvVawh81X9,False
382,The Rolling Stones,Steel Wheels Live,Honky Tonk Women - Live,28,6tnb1C5ebS1nlTwHhTxoEm,False
383,The Rolling Stones,Sticky Fingers (Deluxe),Honky Tonk Women - Live At The Roundhouse / 1971,24,4svypSgDdTQJBROFYhY0cf,False
384,The Archies,"The Very Best Of ""The Archies""","Sugar, Sugar",65,3iSws76HjaU7k49EqJVTfF,False
385,Elvis Presley,From Elvis in Memphis,Suspicious Minds,71,1H5IfYyIIAlgDX8zguUzns,False
386,Elvis Presley,The Best of The '68 Comeback Special,Suspicious Minds,58,4BZ4zs8i0h0fpVuXHsZl8R,False
387,Elvis Presley,Elvis 30 #1 Hits,Suspicious Minds,55,6KDG8vvFerlCU63IXdw1zb,False
388,Elvis Presley,The Essential Elvis Presley,Suspicious Minds,50,3rSsfex84o72wsK1rTWOo1,False
389,Elvis Presley,Viva Elvis,Suspicious Minds (Viva Elvis),42,1egUzBLDwjogZJdYKTskNM,False
390,Elvis Presley,The Wonder of You: Elvis Presley with the Royal Philharmonic Orchestra,Suspicious Minds - with The Royal Philharmonic Orchestra,40,36NFBqQqd6gRjgXng05KbE,False
391,Elvis Presley,"Suspicious Minds (Live in Las Vegas, August 23, 1969)","Suspicious Minds - Live in Las Vegas, NV - August 1969 - Single Edit",34,02idjM5fouKndcXayVv2nI,False
392,Elvis Presley,Aloha from Hawaii Via Satellite (Live),Suspicious Minds - Live at the Honolulu International Center,32,6IqXODhoWUnTTWc5uuderk,False
393,The 5th Dimension,The Age Of Aquarius,Wedding Bell Blues - Laura Nyro Cover,50,0bzNvVatHKKtAudmRvar8J,False
394,The 5th Dimension,Master Hits,Wedding Bell Blues,33,1NmEZ3MPCktnLtrqusUrzt,False
395,The 5th Dimension,The Essential Fifth Dimension,Wedding Bell Blues - Digitally Remastered: 1997,26,6qjPhpkReNhTsM3rVpDGiV,False
396,The 5th Dimension,Up-Up And Away: The Definitive Collection,Wedding Bell Blues - Digitally Remastered: 1997,23,5cQ27m0eLGG3wOcMQovj2e,False
397,The 5th Dimension,The Very Best Of,Wedding Bell Blues,26,2IpIOw1wpz0sCVpkiuaMiq,False
398,The 5th Dimension,Ultimate 5th Dimension,Medley: The Worst That Could Happen/Wedding Bell Blues,18,1xRCij6zwYas5BvM4pLsWJ,False
399,The 5th Dimension,The Singles (1966-1975),Wedding Bell Blues - Single Version,9,0T3sYZxBCvqUWGI0C5mAt0,False
400,"Peter, Paul and Mary","The Very Best of Peter, Paul and Mary",Leaving on a Jet Plane - 2004 Remaster,28,14mwel8vjedANfclf48jfw,False
401,The Jackson 5,Greatest Hits,I Want You Back,61,2OSfEYKhlSsLx6vn4O75RK,False
402,The Jackson 5,Anthology: Jackson 5,I Want You Back,59,3tSi6iFO9yLGIYIqMEgjC9,False
403,The Jackson 5,Motown Legends: Jackson 5 - Never Can Say Goodbye,I Want You Back,49,4CbUtLtAcgLJ7mAIeooJS8,False
404,Simon & Garfunkel,The Concert in Central Park (Live),"Bridge over Troubled Water - Live at Central Park, New York, NY - September 19, 1981",38,0582nYCaMnDU3QrwhVECCw,False
405,The Beatles,Let It Be (Remastered),Let It Be - Remastered 2009,76,7iN1s7xHE4ifF5povM6A48,False
406,The Beatles,1 (Remastered),Let It Be - Remastered 2015,59,4qsVPnhbvEooD1bSNqvvh0,False
407,The Beatles,Let It Be (2021 Mix),Let It Be - 2021 Mix,57,7qCYQmOVnHMzSqWwr0hSCp,False
408,The Jackson 5,ABC,ABC,63,6wDviYDtmSDZ0S6TVMM9Vc,False
409,The Jackson 5,Anthology: Jackson 5,ABC,57,01gwPP2h3ajRnqiIphUtR7,False
410,The Jackson 5,The Ultimate Collection: Jackson 5,ABC,46,5SdB3onMcO9ZBoKrdvCqhR,False
411,Ray Stevens,Everything Is Beautiful,Everything Is Beautiful - 1970 #1 Billboard chart hit,39,3rrrMhc76FDnS4N7wu2KfH,False
412,Ray Stevens,Greatest Hits - Original Recordings,Everything Is Beautiful,19,3umWiurM394C5MG7txFqZ4,False
413,Ray Stevens,Box Set,Everything Is Beautiful,10,6TTdQduePwwiWlXZ9Rgz2W,False
414,The Jackson 5,ABC,The Love You Save,47,2dYdai0GywuwYq6blSwDBV,False
415,The Jackson 5,I Want You Back! Unreleased Masters,Medley: I Want You Back/ABC/The Love You Save,45,3tl5GQEwWlVdAfUlHso5SX,False
416,The Jackson 5,The Ultimate Collection: Jackson 5,The Love You Save,22,0xvzjh0UazHU6p6PpAfS8a,False
417,The Jackson 5,Greatest Hits,The Love You Save,19,2epmuLuvG2sqvOZVDHCebF,False
418,The Jackson 5,Anthology: Jackson 5,The Love You Save,16,5BpSYhkVwBwvW7UMbhFEjf,False
419,The Jackson 5,The Best Of Jackson 5 20th Century Masters The Millennium Collection,The Love You Save,12,0EaczvvfvQgscs01ZSmAd9,False
420,The Jackson 5,Gold,The Love You Save,13,3yb2xnMU7Os24q7ZdyaY1f,False
421,The Jackson 5,"The Love You Save (Live On The Ed Sullivan Show, May 10, 1970)","The Love You Save - Live On The Ed Sullivan Show, May 10, 1970",18,256XNwQ7hIyfbrguk0KDMY,False
422,The Jackson 5,Live At The Forum,"The Love You Save - Live at the Forum, 1970",15,7ndaDhLsu8srU2JAKSiJKE,False
423,The Jackson 5,Live At The Forum,"The Love You Save - Live at the Forum, 1972",12,1haQ0NfuGVAuieRdxuDg2s,False
424,Bread,On the Waters,Make It with You,64,7wWw7hBmErNg9u5w6Xx0vy,False
425,Bread,The Best of Bread,Make It with You,58,11gfsr13S8qsfN48IILcHU,False
426,Bread,Anthology of Bread,Make It with You,41,2abVeDaMBdhBBdX8uCNt3S,False
427,Neil Diamond,Tap Root Manuscript,Cracklin' Rosie - Single Version,62,5pkd9ib1RgbkAd1R9bIOCa,False
428,Neil Diamond,All-Time Greatest Hits,Cracklin' Rosie,47,1LjFrPohvGTdXmEz6rHbxi,False
429,Neil Diamond,50th Anniversary Collection,Cracklin' Rosie - Single Version,23,26fgA63MnZUjvbGHEZervq,False
430,Neil Diamond,Hot August Night (40th Anniversary Deluxe Edition),"Cracklin' Rosie - Live At The Greek Theatre, Los Angeles/1972",28,0y5cHhcPaGmlMPF82ZqKkb,False
431,Neil Diamond,All-Time Greatest Hits (Deluxe),Cracklin' Rosie - Single Version,22,4eSbbfLKdnG4pMBZZi2SV9,False
432,Neil Diamond,Hot August Night III,Cracklin' Rosie - Live At The Greek Theatre/2012,22,6dDk4SBKmNIaZFgRkJS6md,False
433,Neil Diamond,50th Anniversary Collector's Edition,Cracklin' Rosie - Single Version,18,2LPYT8b2uQoXlAu7eWbS1W,False
