,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
545,What a Fool Believes,"Best of The Doobies, Volume II",The Doobie Brothers,56,0ZjTS5zoXFR2w9QMRweDhs,False,0.646,0.623,8,-8.82,0,0.0337,0.274,0.0,0.086,0.978,120.651,audio_features,0ZjTS5zoXFR2w9QMRweDhs,spotify:track:0ZjTS5zoXFR2w9QMRweDhs,https://api.spotify.com/v1/tracks/0ZjTS5zoXFR2w9QMRweDhs,https://api.spotify.com/v1/audio-analysis/0ZjTS5zoXFR2w9QMRweDhs,219573,4
546,What a Fool Believes,Don't Stop - Soft 70's,Various Artists,0,6bncrCc7UuCcu0kT6WyaQf,False,0.646,0.625,8,-8.819,0,0.0336,0.275,0.0,0.086,0.977,120.656,audio_features,6bncrCc7UuCcu0kT6WyaQf,spotify:track:6bncrCc7UuCcu0kT6WyaQf,https://api.spotify.com/v1/tracks/6bncrCc7UuCcu0kT6WyaQf,https://api.spotify.com/v1/audio-analysis/6bncrCc7UuCcu0kT6WyaQf,219573,4
547,What a Fool Believes,Laidback Throwback,Various Artists,1,1tfmDfp1Dx3g9AP4Rs31TZ,False,0.646,0.625,8,-8.819,0,0.0336,0.275,0.0,0.086,0.977,120.656,audio_features,1tfmDfp1Dx3g9AP4Rs31TZ,spotify:track:1tfmDfp1Dx3g9AP4Rs31TZ,https://api.spotify.com/v1/tracks/1tfmDfp1Dx3g9AP4Rs31TZ,https://api.spotify.com/v1/audio-analysis/1tfmDfp1Dx3g9AP4Rs31TZ,219573,4
548,What a Fool Believes,When the Morning Comes - Easy 70's,Various Artists,0,2v2hUMri4HKsJwYCermM9Z,False,0.646,0.625,8,-8.819,0,0.0336,0.275,0.0,0.086,0.977,120.656,audio_features,2v2hUMri4HKsJwYCermM9Z,spotify:track:2v2hUMri4HKsJwYCermM9Z,https://api.spotify.com/v1/tracks/2v2hUMri4HKsJwYCermM9Z,https://api.spotify.com/v1/audio-analysis/2v2hUMri4HKsJwYCermM9Z,219573,4
549,What a Fool Believes,West Coast Soul,Various Artists,0,6IdLtYezsx1yaFOyhhGw6d,False,0.646,0.625,8,-8.819,0,0.0336,0.275,0.0,0.086,0.977,120.656,audio_features,6IdLtYezsx1yaFOyhhGw6d,spotify:track:6IdLtYezsx1yaFOyhhGw6d,https://api.spotify.com/v1/tracks/6IdLtYezsx1yaFOyhhGw6d,https://api.spotify.com/v1/audio-analysis/6IdLtYezsx1yaFOyhhGw6d,219573,4
550,What a Fool Believes - 2009 Remaster,The Ultimate Collection,Michael McDonald,36,6Akq0FPmapHBU26A6r6brT,False,0.745,0.607,8,-7.525,0,0.0362,0.422,0.0,0.0354,0.979,120.98,audio_features,6Akq0FPmapHBU26A6r6brT,spotify:track:6Akq0FPmapHBU26A6r6brT,https://api.spotify.com/v1/tracks/6Akq0FPmapHBU26A6r6brT,https://api.spotify.com/v1/audio-analysis/6Akq0FPmapHBU26A6r6brT,226333,4
551,What a Fool Believes - 2006 Remaster,The Very Best Of,The Doobie Brothers,30,0yTnz5LrBAe1IYL0kSovr4,False,0.758,0.493,8,-10.152,0,0.0365,0.464,0.0,0.065,0.982,121.174,audio_features,0yTnz5LrBAe1IYL0kSovr4,spotify:track:0yTnz5LrBAe1IYL0kSovr4,https://api.spotify.com/v1/tracks/0yTnz5LrBAe1IYL0kSovr4,https://api.spotify.com/v1/audio-analysis/0yTnz5LrBAe1IYL0kSovr4,221213,4
552,What a Fool Believes,70's Road Trip,Various Artists,22,5v7bkicneiQ4Hu4wOQLYZi,False,0.646,0.625,8,-8.819,0,0.0336,0.275,0.0,0.086,0.977,120.656,audio_features,5v7bkicneiQ4Hu4wOQLYZi,spotify:track:5v7bkicneiQ4Hu4wOQLYZi,https://api.spotify.com/v1/tracks/5v7bkicneiQ4Hu4wOQLYZi,https://api.spotify.com/v1/audio-analysis/5v7bkicneiQ4Hu4wOQLYZi,219573,4
553,What A Fool Believes - Live,Rockin' Down The Highway: The Wildlife Concert,The Doobie Brothers,24,1wLa9OEMfrX2tgrHURAh5Q,False,0.699,0.822,10,-6.242,0,0.0382,0.338,9.01e-06,0.684,0.916,120.168,audio_features,1wLa9OEMfrX2tgrHURAh5Q,spotify:track:1wLa9OEMfrX2tgrHURAh5Q,https://api.spotify.com/v1/tracks/1wLa9OEMfrX2tgrHURAh5Q,https://api.spotify.com/v1/audio-analysis/1wLa9OEMfrX2tgrHURAh5Q,234533,4
554,What a Fool Believes (with Sara Evans),Southbound,The Doobie Brothers,25,1HnMsLSo9XsmbJehWkSyee,False,0.716,0.778,0,-4.251,1,0.031,0.319,3.41e-06,0.0781,0.961,116.011,audio_features,1HnMsLSo9XsmbJehWkSyee,spotify:track:1HnMsLSo9XsmbJehWkSyee,https://api.spotify.com/v1/tracks/1HnMsLSo9XsmbJehWkSyee,https://api.spotify.com/v1/audio-analysis/1HnMsLSo9XsmbJehWkSyee,240947,4
555,Knock On Wood,Greatest Hits,Amii Stewart,56,6120uJUyg6QDzaAJUosTx5,False,0.689,0.805,2,-11.199,1,0.0429,0.0019,8.23e-05,0.0683,0.914,140.791,audio_features,6120uJUyg6QDzaAJUosTx5,spotify:track:6120uJUyg6QDzaAJUosTx5,https://api.spotify.com/v1/tracks/6120uJUyg6QDzaAJUosTx5,https://api.spotify.com/v1/audio-analysis/6120uJUyg6QDzaAJUosTx5,250520,4
556,"Knock On Wood - 1985 7"" Remix",Knock On Wood: The Anthology,Amii Stewart,49,2qxrGDWh1qXWXJ1DbbxAEu,False,0.682,0.925,2,-6.526,1,0.0483,0.000907,7.73e-05,0.0655,0.876,140.772,audio_features,2qxrGDWh1qXWXJ1DbbxAEu,spotify:track:2qxrGDWh1qXWXJ1DbbxAEu,https://api.spotify.com/v1/tracks/2qxrGDWh1qXWXJ1DbbxAEu,https://api.spotify.com/v1/audio-analysis/2qxrGDWh1qXWXJ1DbbxAEu,248720,4
557,"Knock on Wood - 7"" Edit",Knock On Wood: The Anthology,Amii Stewart,45,7vMRj40Rw8PPgZiDcbyUdj,False,0.691,0.873,2,-6.349,1,0.184,0.000457,0.000582,0.118,0.667,139.384,audio_features,7vMRj40Rw8PPgZiDcbyUdj,spotify:track:7vMRj40Rw8PPgZiDcbyUdj,https://api.spotify.com/v1/tracks/7vMRj40Rw8PPgZiDcbyUdj,https://api.spotify.com/v1/audio-analysis/7vMRj40Rw8PPgZiDcbyUdj,227733,4
558,Knock On Wood - Long Disco Version,Knock On Wood: The Anthology,Amii Stewart,35,76pzQq0nTuaVQiVeyLv1On,False,0.725,0.833,1,-8.233,1,0.234,0.000646,2.13e-05,0.0728,0.732,139.278,audio_features,76pzQq0nTuaVQiVeyLv1On,spotify:track:76pzQq0nTuaVQiVeyLv1On,https://api.spotify.com/v1/tracks/76pzQq0nTuaVQiVeyLv1On,https://api.spotify.com/v1/audio-analysis/76pzQq0nTuaVQiVeyLv1On,380093,4
559,Heart Of Glass,Parallel Lines,Blondie,63,4v2rkl1mC3zVAz0nXMx9r4,False,0.77,0.654,4,-6.108,1,0.0361,0.0539,0.00047,0.0819,0.685,114.82,audio_features,4v2rkl1mC3zVAz0nXMx9r4,spotify:track:4v2rkl1mC3zVAz0nXMx9r4,https://api.spotify.com/v1/tracks/4v2rkl1mC3zVAz0nXMx9r4,https://api.spotify.com/v1/audio-analysis/4v2rkl1mC3zVAz0nXMx9r4,229423,4
560,Heart Of Glass - Special Mix,Best Of Blondie,Blondie,70,0a4agFmqHXxcZl1nho1BxM,False,0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,audio_features,0a4agFmqHXxcZl1nho1BxM,spotify:track:0a4agFmqHXxcZl1nho1BxM,https://api.spotify.com/v1/tracks/0a4agFmqHXxcZl1nho1BxM,https://api.spotify.com/v1/audio-analysis/0a4agFmqHXxcZl1nho1BxM,275733,4
561,Heart Of Glass - Remix,Once More Into The Bleach,Blondie,50,5Q8SPijJts3lV4fcmCrZXp,False,0.683,0.549,4,-11.771,1,0.0376,0.00476,0.0195,0.0623,0.642,114.939,audio_features,5Q8SPijJts3lV4fcmCrZXp,spotify:track:5Q8SPijJts3lV4fcmCrZXp,https://api.spotify.com/v1/tracks/5Q8SPijJts3lV4fcmCrZXp,https://api.spotify.com/v1/audio-analysis/5Q8SPijJts3lV4fcmCrZXp,351293,4
562,Heart Of Glass,Greatest Hits: Blondie,Blondie,66,41AE8ODX2JETBCa6muhSLY,False,0.726,0.696,4,-8.017,1,0.0333,0.00114,0.0771,0.0563,0.41,114.691,audio_features,41AE8ODX2JETBCa6muhSLY,spotify:track:41AE8ODX2JETBCa6muhSLY,https://api.spotify.com/v1/tracks/41AE8ODX2JETBCa6muhSLY,https://api.spotify.com/v1/audio-analysis/41AE8ODX2JETBCa6muhSLY,252187,4
563,Heart Of Glass - Special Mix,Greatest Hits,Blondie,37,0P2fgmJp3a3PEu808hiQ1Y,False,0.659,0.78,4,-8.425,1,0.0309,0.0145,0.0349,0.181,0.808,114.421,audio_features,0P2fgmJp3a3PEu808hiQ1Y,spotify:track:0P2fgmJp3a3PEu808hiQ1Y,https://api.spotify.com/v1/tracks/0P2fgmJp3a3PEu808hiQ1Y,https://api.spotify.com/v1/audio-analysis/0P2fgmJp3a3PEu808hiQ1Y,272267,4
564,Heart Of Glass - Special Mix,70's Hits,Various Artists,32,5v4ovlYAcUI5Kg8vrlSnuK,False,0.661,0.774,4,-8.428,1,0.031,0.013,0.0296,0.185,0.819,114.448,audio_features,5v4ovlYAcUI5Kg8vrlSnuK,spotify:track:5v4ovlYAcUI5Kg8vrlSnuK,https://api.spotify.com/v1/tracks/5v4ovlYAcUI5Kg8vrlSnuK,https://api.spotify.com/v1/audio-analysis/5v4ovlYAcUI5Kg8vrlSnuK,272267,4
565,Heart Of Glass - Single Version / Remastered,Heart Of Glass,Blondie,44,5lQOzJmQladWC4kLQClssB,False,0.728,0.68,4,-8.027,1,0.0338,0.0011,0.0599,0.0725,0.441,114.686,audio_features,5lQOzJmQladWC4kLQClssB,spotify:track:5lQOzJmQladWC4kLQClssB,https://api.spotify.com/v1/tracks/5lQOzJmQladWC4kLQClssB,https://api.spotify.com/v1/audio-analysis/5lQOzJmQladWC4kLQClssB,252893,4
566,Heart of Glass - Crabtree Remix,Heart of Glass (Crabtree Remix),Blondie,31,37kNZhlTtqDLiV6PR5SHlo,False,0.154,0.184,0,-15.645,0,0.0403,0.902,0.000382,0.0611,0.136,80.716,audio_features,37kNZhlTtqDLiV6PR5SHlo,spotify:track:37kNZhlTtqDLiV6PR5SHlo,https://api.spotify.com/v1/tracks/37kNZhlTtqDLiV6PR5SHlo,https://api.spotify.com/v1/audio-analysis/37kNZhlTtqDLiV6PR5SHlo,383408,4
567,Reunited,2 Hot!,Peaches & Herb,57,7wbPfd2mXbStoZZSnHNd2V,False,0.561,0.501,5,-9.544,0,0.0266,0.857,0.0106,0.135,0.339,75.68,audio_features,7wbPfd2mXbStoZZSnHNd2V,spotify:track:7wbPfd2mXbStoZZSnHNd2V,https://api.spotify.com/v1/tracks/7wbPfd2mXbStoZZSnHNd2V,https://api.spotify.com/v1/audio-analysis/7wbPfd2mXbStoZZSnHNd2V,345240,4
568,Reunited - Single Version,70's Pop Number 1's,Various Artists,33,6EzhwwLCAh8hKd8jp2uywN,False,0.606,0.455,5,-9.588,0,0.0282,0.504,0.0,0.0538,0.394,75.412,audio_features,6EzhwwLCAh8hKd8jp2uywN,spotify:track:6EzhwwLCAh8hKd8jp2uywN,https://api.spotify.com/v1/tracks/6EzhwwLCAh8hKd8jp2uywN,https://api.spotify.com/v1/audio-analysis/6EzhwwLCAh8hKd8jp2uywN,237213,4
569,Good Times - 2018 Remaster,Risqué (2018 Remaster),CHIC,53,2wYKNcoqKW4IEcllj42xz1,False,0.869,0.503,2,-12.804,1,0.0479,0.0818,0.00837,0.187,0.914,112.664,audio_features,2wYKNcoqKW4IEcllj42xz1,spotify:track:2wYKNcoqKW4IEcllj42xz1,https://api.spotify.com/v1/tracks/2wYKNcoqKW4IEcllj42xz1,https://api.spotify.com/v1/audio-analysis/2wYKNcoqKW4IEcllj42xz1,486187,4
570,Sad Eyes - Remastered,Classic Masters,Robert John,56,3w3rLh6wmne91BS2rwgcog,False,0.431,0.463,0,-7.342,1,0.0268,0.599,0.00282,0.132,0.687,107.19,audio_features,3w3rLh6wmne91BS2rwgcog,spotify:track:3w3rLh6wmne91BS2rwgcog,https://api.spotify.com/v1/tracks/3w3rLh6wmne91BS2rwgcog,https://api.spotify.com/v1/audio-analysis/3w3rLh6wmne91BS2rwgcog,253213,3
571,Sad Eyes - Remastered,Throwback Tunes: 70s,Various Artists,39,34GyFd2hkzDTllaYeRL2AJ,False,0.372,0.437,0,-8.703,1,0.0347,0.612,0.0026,0.157,0.713,214.631,audio_features,34GyFd2hkzDTllaYeRL2AJ,spotify:track:34GyFd2hkzDTllaYeRL2AJ,https://api.spotify.com/v1/tracks/34GyFd2hkzDTllaYeRL2AJ,https://api.spotify.com/v1/audio-analysis/34GyFd2hkzDTllaYeRL2AJ,252388,3
572,"Pop Muzik - Nik Launay '79 12""","New York, London, Paris, Munich",M,50,0FBeVAGy58YREuZK2rpRVm,False,0.94,0.727,1,-9.982,1,0.0358,0.124,0.00021,0.0808,0.969,110.796,audio_features,0FBeVAGy58YREuZK2rpRVm,spotify:track:0FBeVAGy58YREuZK2rpRVm,https://api.spotify.com/v1/tracks/0FBeVAGy58YREuZK2rpRVm,https://api.spotify.com/v1/audio-analysis/0FBeVAGy58YREuZK2rpRVm,296467,4
573,"Pop Muzik - Paralyzer 7"" Remix",Pop Muzik - 30th Anniversary Remixes,M,34,3XZeIyga8YfyJKhboBdiV8,False,0.858,0.936,0,-7.324,1,0.0576,0.113,9.43e-06,0.243,0.889,110.005,audio_features,3XZeIyga8YfyJKhboBdiV8,spotify:track:3XZeIyga8YfyJKhboBdiV8,https://api.spotify.com/v1/tracks/3XZeIyga8YfyJKhboBdiV8,https://api.spotify.com/v1/audio-analysis/3XZeIyga8YfyJKhboBdiV8,213400,4
574,Pop Muzik - 1989 Remix,"New York, London, Paris, Munich",M,27,7bgY6mMTCZAL1FRdinU3p8,False,0.877,0.853,1,-7.737,1,0.0647,0.0694,0.0207,0.0401,0.879,111.918,audio_features,7bgY6mMTCZAL1FRdinU3p8,spotify:track:7bgY6mMTCZAL1FRdinU3p8,https://api.spotify.com/v1/tracks/7bgY6mMTCZAL1FRdinU3p8,https://api.spotify.com/v1/audio-analysis/7bgY6mMTCZAL1FRdinU3p8,233107,4
575,"Pop Muzik (From ""Priscilla Queen of the Desert"")",Pop Muzik - The Remix Album,M,26,6nEBAa6Rk60dffh4BIfeja,False,0.941,0.792,1,-8.661,1,0.0349,0.0864,6.96e-05,0.18,0.97,110.795,audio_features,6nEBAa6Rk60dffh4BIfeja,spotify:track:6nEBAa6Rk60dffh4BIfeja,https://api.spotify.com/v1/tracks/6nEBAa6Rk60dffh4BIfeja,https://api.spotify.com/v1/audio-analysis/6nEBAa6Rk60dffh4BIfeja,296267,4
576,Pop Muzik - Devo Remix,Pop Muzik - 30th Anniversary Remixes,M,19,1c4xSA8MOmH1np8MiVgwZq,False,0.794,0.871,0,-7.867,1,0.0354,0.00241,0.0,0.0328,0.925,114.005,audio_features,1c4xSA8MOmH1np8MiVgwZq,spotify:track:1c4xSA8MOmH1np8MiVgwZq,https://api.spotify.com/v1/tracks/1c4xSA8MOmH1np8MiVgwZq,https://api.spotify.com/v1/audio-analysis/1c4xSA8MOmH1np8MiVgwZq,311347,4
577,Pop Muzik,"Copies, Clones & Replicants",Powerman 5000,17,1KpAPlF9alVuHHCqUnp2pX,False,0.719,0.833,1,-4.208,1,0.116,0.00232,0.00253,0.0587,0.912,102.028,audio_features,1KpAPlF9alVuHHCqUnp2pX,spotify:track:1KpAPlF9alVuHHCqUnp2pX,https://api.spotify.com/v1/tracks/1KpAPlF9alVuHHCqUnp2pX,https://api.spotify.com/v1/audio-analysis/1KpAPlF9alVuHHCqUnp2pX,164920,4
578,Pop Muzik - Steve Osbourne U2 Remix,The History - Pop Muzik the 25th Anniversary,M,23,6tjDdn5DPoWOmdwUmUnfWN,False,0.635,0.949,1,-8.683,1,0.0485,0.168,0.633,0.104,0.684,118.286,audio_features,6tjDdn5DPoWOmdwUmUnfWN,spotify:track:6tjDdn5DPoWOmdwUmUnfWN,https://api.spotify.com/v1/tracks/6tjDdn5DPoWOmdwUmUnfWN,https://api.spotify.com/v1/audio-analysis/6tjDdn5DPoWOmdwUmUnfWN,236173,4
579,Pop Muzik,Priscilla: Queen Of The Desert (Original Broadway Cast Recording),Various Artists,8,15dA4DN77katQXnv2wc3j7,False,0.848,0.816,1,-6.301,1,0.0631,0.206,7.89e-05,0.691,0.881,108.01,audio_features,15dA4DN77katQXnv2wc3j7,spotify:track:15dA4DN77katQXnv2wc3j7,https://api.spotify.com/v1/tracks/15dA4DN77katQXnv2wc3j7,https://api.spotify.com/v1/audio-analysis/15dA4DN77katQXnv2wc3j7,132173,4
580,Pop Muzik - Paralyzer Remix,Pop Muzik - 30th Anniversary Remixes,M,12,0cPHPAj5Hct6VVyIis6W95,False,0.841,0.943,0,-7.779,1,0.0612,0.0575,0.00221,0.438,0.769,109.979,audio_features,0cPHPAj5Hct6VVyIis6W95,spotify:track:0cPHPAj5Hct6VVyIis6W95,https://api.spotify.com/v1/tracks/0cPHPAj5Hct6VVyIis6W95,https://api.spotify.com/v1/audio-analysis/0cPHPAj5Hct6VVyIis6W95,327133,4
581,Pop Muzik - Todd Terje Remix,Pop Muzik - 30th Anniversary Remixes,M,12,4CvdG8WbP4L7DB1rBXS79f,False,0.804,0.731,0,-9.354,1,0.0896,0.105,0.797,0.599,0.674,113.996,audio_features,4CvdG8WbP4L7DB1rBXS79f,spotify:track:4CvdG8WbP4L7DB1rBXS79f,https://api.spotify.com/v1/tracks/4CvdG8WbP4L7DB1rBXS79f,https://api.spotify.com/v1/audio-analysis/4CvdG8WbP4L7DB1rBXS79f,592093,4
582,Pop Muzik - Devo Remix,Pop Muzik - 30th Anniversary Remixes,M,7,1YCAVyxgwHHlQlzsLQIXTE,False,0.794,0.871,0,-7.867,1,0.0354,0.00241,0.0,0.0328,0.925,114.005,audio_features,1YCAVyxgwHHlQlzsLQIXTE,spotify:track:1YCAVyxgwHHlQlzsLQIXTE,https://api.spotify.com/v1/tracks/1YCAVyxgwHHlQlzsLQIXTE,https://api.spotify.com/v1/audio-analysis/1YCAVyxgwHHlQlzsLQIXTE,311347,4
583,Pop Muzik - Ben Liebrand Remix,"New York, London, Paris, Munich",M,13,2yaVRND5i6GyvRXGI5lvR2,False,0.84,0.851,7,-10.142,1,0.0566,0.0313,0.00185,0.0105,0.787,107.477,audio_features,2yaVRND5i6GyvRXGI5lvR2,spotify:track:2yaVRND5i6GyvRXGI5lvR2,https://api.spotify.com/v1/tracks/2yaVRND5i6GyvRXGI5lvR2,https://api.spotify.com/v1/audio-analysis/2yaVRND5i6GyvRXGI5lvR2,190960,4
584,"Pop Muzik - Torpedo Boyz 7"" Mix",Pop Muzik - 30th Anniversary Remixes,M,14,7BS3wFOylSRgOM7xeXHfmP,False,0.872,0.907,7,-8.742,1,0.0449,0.0657,0.194,0.0842,0.923,122.977,audio_features,7BS3wFOylSRgOM7xeXHfmP,spotify:track:7BS3wFOylSRgOM7xeXHfmP,https://api.spotify.com/v1/tracks/7BS3wFOylSRgOM7xeXHfmP,https://api.spotify.com/v1/audio-analysis/7BS3wFOylSRgOM7xeXHfmP,202573,4
585,"Pop Muzik - Salz 7"" Mix",Pop Muzik - 30th Anniversary Remixes,M,8,6LETZ5hGEGhoq83VoRj633,False,0.805,0.838,1,-6.859,1,0.0583,0.00682,0.128,0.0712,0.66,122.981,audio_features,6LETZ5hGEGhoq83VoRj633,spotify:track:6LETZ5hGEGhoq83VoRj633,https://api.spotify.com/v1/tracks/6LETZ5hGEGhoq83VoRj633,https://api.spotify.com/v1/audio-analysis/6LETZ5hGEGhoq83VoRj633,240427,4
586,Heartache Tonight - 2013 Remaster,The Long Run (2013 Remaster),Eagles,60,2bzgKuK3pVez40qUvo8sYr,False,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,audio_features,2bzgKuK3pVez40qUvo8sYr,spotify:track:2bzgKuK3pVez40qUvo8sYr,https://api.spotify.com/v1/tracks/2bzgKuK3pVez40qUvo8sYr,https://api.spotify.com/v1/audio-analysis/2bzgKuK3pVez40qUvo8sYr,265678,4
587,Heartache Tonight - 2013 Remaster,Eagles Greatest Hits Vol. 2 (2013 Remaster),Eagles,46,4eZg5DzelqM8If97vNddFa,False,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,audio_features,4eZg5DzelqM8If97vNddFa,spotify:track:4eZg5DzelqM8If97vNddFa,https://api.spotify.com/v1/tracks/4eZg5DzelqM8If97vNddFa,https://api.spotify.com/v1/audio-analysis/4eZg5DzelqM8If97vNddFa,265678,4
588,Heartache Tonight - 2013 Remaster,The Very Best of the Eagles (2013 Remaster),Eagles,37,1vLlzUAREiFMWgskzefFPr,False,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,audio_features,1vLlzUAREiFMWgskzefFPr,spotify:track:1vLlzUAREiFMWgskzefFPr,https://api.spotify.com/v1/tracks/1vLlzUAREiFMWgskzefFPr,https://api.spotify.com/v1/audio-analysis/1vLlzUAREiFMWgskzefFPr,265678,4
589,Heartache Tonight - Live; 1999 Remaster,Eagles Live,Eagles,37,6exfsW3tiYeKR8tV5AUPlb,False,0.655,0.761,7,-6.023,1,0.0442,0.0183,0.0606,0.983,0.628,114.257,audio_features,6exfsW3tiYeKR8tV5AUPlb,spotify:track:6exfsW3tiYeKR8tV5AUPlb,https://api.spotify.com/v1/tracks/6exfsW3tiYeKR8tV5AUPlb,https://api.spotify.com/v1/audio-analysis/6exfsW3tiYeKR8tV5AUPlb,273933,4
590,"Heartache Tonight - Live From The Forum, Inglewood, CA, 9/12, 14, 15/2018",Live From The Forum MMXVIII,Eagles,30,3EIUi8DMzaFOxcvV9KBSsP,False,0.671,0.654,6,-10.613,1,0.0386,0.156,0.000479,0.834,0.505,115.007,audio_features,3EIUi8DMzaFOxcvV9KBSsP,spotify:track:3EIUi8DMzaFOxcvV9KBSsP,https://api.spotify.com/v1/tracks/3EIUi8DMzaFOxcvV9KBSsP,https://api.spotify.com/v1/audio-analysis/3EIUi8DMzaFOxcvV9KBSsP,268827,4
591,Heartache Tonight - 2013 Remaster,Legacy,Eagles,20,7cz5rlXmL1Mdb1o061P6bN,False,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,audio_features,7cz5rlXmL1Mdb1o061P6bN,spotify:track:7cz5rlXmL1Mdb1o061P6bN,https://api.spotify.com/v1/tracks/7cz5rlXmL1Mdb1o061P6bN,https://api.spotify.com/v1/audio-analysis/7cz5rlXmL1Mdb1o061P6bN,265678,4
592,Heartache Tonight - 2013 Remaster,Selected Works 1972-1999,Eagles,19,3kgfJ4gtlIeujgh8E48dUZ,False,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,audio_features,3kgfJ4gtlIeujgh8E48dUZ,spotify:track:3kgfJ4gtlIeujgh8E48dUZ,https://api.spotify.com/v1/tracks/3kgfJ4gtlIeujgh8E48dUZ,https://api.spotify.com/v1/audio-analysis/3kgfJ4gtlIeujgh8E48dUZ,265678,4
593,Bridge Over Troubled Water,Bridge Over Troubled Water,Simon & Garfunkel,70,6l8EbYRtQMgKOyc1gcDHF9,False,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,audio_features,6l8EbYRtQMgKOyc1gcDHF9,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,https://api.spotify.com/v1/tracks/6l8EbYRtQMgKOyc1gcDHF9,https://api.spotify.com/v1/audio-analysis/6l8EbYRtQMgKOyc1gcDHF9,293120,4
594,Bridge Over Troubled Water,Greatest Hits,Simon & Garfunkel,35,16hJH6jYU1FfWyiEXNOLIs,False,0.276,0.236,3,-13.742,1,0.0299,0.795,9.67e-05,0.366,0.261,83.611,audio_features,16hJH6jYU1FfWyiEXNOLIs,spotify:track:16hJH6jYU1FfWyiEXNOLIs,https://api.spotify.com/v1/tracks/16hJH6jYU1FfWyiEXNOLIs,https://api.spotify.com/v1/audio-analysis/16hJH6jYU1FfWyiEXNOLIs,293120,4
595,"Bridge over Troubled Water - Live at Central Park, New York, NY - September 19, 1981",The Concert in Central Park (Live),Simon & Garfunkel,38,0582nYCaMnDU3QrwhVECCw,False,0.311,0.234,3,-16.027,1,0.0301,0.696,9.66e-05,0.978,0.135,76.27,audio_features,0582nYCaMnDU3QrwhVECCw,spotify:track:0582nYCaMnDU3QrwhVECCw,https://api.spotify.com/v1/tracks/0582nYCaMnDU3QrwhVECCw,https://api.spotify.com/v1/audio-analysis/0582nYCaMnDU3QrwhVECCw,284867,4
596,Let It Be - Remastered 2009,Let It Be (Remastered),The Beatles,76,7iN1s7xHE4ifF5povM6A48,False,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,audio_features,7iN1s7xHE4ifF5povM6A48,spotify:track:7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48,243027,4
597,Let It Be - Remastered 2015,1 (Remastered),The Beatles,59,4qsVPnhbvEooD1bSNqvvh0,False,0.445,0.436,0,-8.536,1,0.0332,0.58,2.63e-05,0.112,0.483,139.848,audio_features,4qsVPnhbvEooD1bSNqvvh0,spotify:track:4qsVPnhbvEooD1bSNqvvh0,https://api.spotify.com/v1/tracks/4qsVPnhbvEooD1bSNqvvh0,https://api.spotify.com/v1/audio-analysis/4qsVPnhbvEooD1bSNqvvh0,230440,4
598,Let It Be - 2021 Mix,Let It Be (2021 Mix),The Beatles,55,7qCYQmOVnHMzSqWwr0hSCp,False,0.407,0.413,0,-8.129,1,0.0302,0.332,4.49e-06,0.107,0.556,144.338,audio_features,7qCYQmOVnHMzSqWwr0hSCp,spotify:track:7qCYQmOVnHMzSqWwr0hSCp,https://api.spotify.com/v1/tracks/7qCYQmOVnHMzSqWwr0hSCp,https://api.spotify.com/v1/audio-analysis/7qCYQmOVnHMzSqWwr0hSCp,243173,4
599,Mama Told Me Not to Come - Live,Live in Concert,Three Dog Night,5,1W3qsNengcpsNG5HwsBAOY,False,0.502,0.546,1,-13.153,1,0.168,0.437,0.0,0.13,0.737,128.311,audio_features,1W3qsNengcpsNG5HwsBAOY,spotify:track:1W3qsNengcpsNG5HwsBAOY,https://api.spotify.com/v1/tracks/1W3qsNengcpsNG5HwsBAOY,https://api.spotify.com/v1/audio-analysis/1W3qsNengcpsNG5HwsBAOY,179853,4
600,The Tears Of A Clown,Make It Happen,Smokey Robinson & The Miracles,59,4Dq749x2QP6OXTURJ9GGY8,False,0.593,0.607,1,-9.886,1,0.0283,0.147,0.0,0.128,0.953,128.365,audio_features,4Dq749x2QP6OXTURJ9GGY8,spotify:track:4Dq749x2QP6OXTURJ9GGY8,https://api.spotify.com/v1/tracks/4Dq749x2QP6OXTURJ9GGY8,https://api.spotify.com/v1/audio-analysis/4Dq749x2QP6OXTURJ9GGY8,181800,4
