,song,album_name,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id_x,uri,track_href,analysis_url,duration_ms,time_signature,num_samples,duration,analysis_sample_rate,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,id_y,id,genres
0,El Paso City,The Essential Marty Robbins 1951-1982,Marty Robbins,41,4CIaUS9qVxS6RsQBnC37EU,False,0.597,0.472,0,-11.721,1,0.0342,0.828,1.55e-06,0.144,0.561,107.59,audio_features,4CIaUS9qVxS6RsQBnC37EU,spotify:track:4CIaUS9qVxS6RsQBnC37EU,https://api.spotify.com/v1/tracks/4CIaUS9qVxS6RsQBnC37EU,https://api.spotify.com/v1/audio-analysis/4CIaUS9qVxS6RsQBnC37EU,251773,4,5551602,251.77333,22050,0.11723,244.99956,0.767,0.708,0.914,0.788,4CIaUS9qVxS6RsQBnC37EU,4CIaUS9qVxS6RsQBnC37EU,"['cowboy western', 'nashville sound']"
1,Faleena (from El Paso),The Drifter,Marty Robbins,38,2jqx9Oq9ZErm5ywDblnvHi,False,0.644,0.352,4,-10.562,1,0.0358,0.874,0.0,0.14,0.643,96.896,audio_features,2jqx9Oq9ZErm5ywDblnvHi,spotify:track:2jqx9Oq9ZErm5ywDblnvHi,https://api.spotify.com/v1/tracks/2jqx9Oq9ZErm5ywDblnvHi,https://api.spotify.com/v1/audio-analysis/2jqx9Oq9ZErm5ywDblnvHi,498387,3,10989426,498.38666,22050,0.24721,492.39075,0.378,0.607,0.89,0.714,2jqx9Oq9ZErm5ywDblnvHi,2jqx9Oq9ZErm5ywDblnvHi,"['cowboy western', 'nashville sound']"
2,Running Bear - Remastered,Golden Selection (Remastered),Johnny Preston,32,0x6gSfnYA91AHPLvULn5NK,False,0.762,0.419,5,-9.312,0,0.0653,0.744,0.0,0.144,0.765,119.964,audio_features,0x6gSfnYA91AHPLvULn5NK,spotify:track:0x6gSfnYA91AHPLvULn5NK,https://api.spotify.com/v1/tracks/0x6gSfnYA91AHPLvULn5NK,https://api.spotify.com/v1/audio-analysis/0x6gSfnYA91AHPLvULn5NK,158213,4,3488604,158.21333,22050,0.0,151.93398,0.639,1.0,0.766,0.602,0x6gSfnYA91AHPLvULn5NK,0x6gSfnYA91AHPLvULn5NK,"['brill building pop', 'deep adult standards', 'rock-and-roll', 'rockabilly']"
3,Running Bear,Greatest Hits,Johnny Preston,36,1RYznli2VNO7FCbW1Hq4KM,False,0.772,0.297,5,-14.679,0,0.053,0.854,7.59e-06,0.125,0.822,119.987,audio_features,1RYznli2VNO7FCbW1Hq4KM,spotify:track:1RYznli2VNO7FCbW1Hq4KM,https://api.spotify.com/v1/tracks/1RYznli2VNO7FCbW1Hq4KM,https://api.spotify.com/v1/audio-analysis/1RYznli2VNO7FCbW1Hq4KM,158200,4,3488310,158.2,22050,1.13624,151.88753,0.7,1.0,0.686,0.585,1RYznli2VNO7FCbW1Hq4KM,1RYznli2VNO7FCbW1Hq4KM,"['brill building pop', 'deep adult standards', 'rock-and-roll', 'rockabilly']"
4,Teen Angel,The Lovin' Touch,Mark Dinning,30,3PymNAkWROfyEVeYq6XtjD,False,0.584,0.0863,0,-15.537,1,0.0403,0.775,0.0,0.212,0.46,101.493,audio_features,3PymNAkWROfyEVeYq6XtjD,spotify:track:3PymNAkWROfyEVeYq6XtjD,https://api.spotify.com/v1/tracks/3PymNAkWROfyEVeYq6XtjD,https://api.spotify.com/v1/audio-analysis/3PymNAkWROfyEVeYq6XtjD,158200,4,3488310,158.2,22050,0.30227,151.19093,0.438,0.767,0.886,0.725,3PymNAkWROfyEVeYq6XtjD,3PymNAkWROfyEVeYq6XtjD,[]
5,"The Theme from ""A Summer Place""",16 Most Requested Songs,Percy Faith & His Orchestra,55,6zwvB879PJSpTyFcg2wwnL,False,0.326,0.326,0,-15.144,1,0.0297,0.591,0.918,0.494,0.87,186.232,audio_features,6zwvB879PJSpTyFcg2wwnL,spotify:track:6zwvB879PJSpTyFcg2wwnL,https://api.spotify.com/v1/tracks/6zwvB879PJSpTyFcg2wwnL,https://api.spotify.com/v1/audio-analysis/6zwvB879PJSpTyFcg2wwnL,142693,3,3146388,142.69333,22050,0.19642,133.28255,0.695,1.0,0.27,0.486,6zwvB879PJSpTyFcg2wwnL,6zwvB879PJSpTyFcg2wwnL,"['adult standards', 'easy listening', 'lounge']"
6,"Theme from ""A Summer Place""","Tara's Theme from ""Gone With The Wind"" and Other Movie Themes",Percy Faith & His Orchestra,22,77laaqPYPavCt1Tsxn4tbK,False,0.331,0.355,0,-15.07,1,0.031,0.252,0.5,0.267,0.732,186.131,audio_features,77laaqPYPavCt1Tsxn4tbK,spotify:track:77laaqPYPavCt1Tsxn4tbK,https://api.spotify.com/v1/tracks/77laaqPYPavCt1Tsxn4tbK,https://api.spotify.com/v1/audio-analysis/77laaqPYPavCt1Tsxn4tbK,142920,3,3151386,142.92,22050,0.24825,142.92,0.447,1.0,0.456,0.593,77laaqPYPavCt1Tsxn4tbK,77laaqPYPavCt1Tsxn4tbK,['easy listening']
7,Stuck on You,"Elvis' Golden Records, Vol. 3",Elvis Presley,55,39zODpVtRvghMyfNjZ3BVK,False,0.647,0.513,7,-12.372,1,0.0421,0.758,8.64e-06,0.108,0.955,131.641,audio_features,39zODpVtRvghMyfNjZ3BVK,spotify:track:39zODpVtRvghMyfNjZ3BVK,https://api.spotify.com/v1/tracks/39zODpVtRvghMyfNjZ3BVK,https://api.spotify.com/v1/audio-analysis/39zODpVtRvghMyfNjZ3BVK,139640,4,3079062,139.64,22050,0.3776,132.51048,0.346,0.592,0.499,0.512,39zODpVtRvghMyfNjZ3BVK,39zODpVtRvghMyfNjZ3BVK,"['rock-and-roll', 'rockabilly']"
8,Cathy's Clown - 2007 Remaster,A Date with The Everly Brothers,The Everly Brothers,52,27bw4i8LnECzVlbMZ4kFHw,False,0.507,0.561,7,-10.472,1,0.0353,0.548,0.0,0.59,0.89,120.042,audio_features,27bw4i8LnECzVlbMZ4kFHw,spotify:track:27bw4i8LnECzVlbMZ4kFHw,https://api.spotify.com/v1/tracks/27bw4i8LnECzVlbMZ4kFHw,https://api.spotify.com/v1/audio-analysis/27bw4i8LnECzVlbMZ4kFHw,145933,4,3217830,145.93333,22050,0.3751,140.08598,0.64,1.0,0.619,0.673,27bw4i8LnECzVlbMZ4kFHw,27bw4i8LnECzVlbMZ4kFHw,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
9,Cathy's Clown,The Golden Hits Of The Everly Brothers,The Everly Brothers,47,1MA9StLzlFftLbuqOmoWij,False,0.497,0.582,7,-8.961,1,0.0339,0.412,0.0,0.372,0.866,119.808,audio_features,1MA9StLzlFftLbuqOmoWij,spotify:track:1MA9StLzlFftLbuqOmoWij,https://api.spotify.com/v1/tracks/1MA9StLzlFftLbuqOmoWij,https://api.spotify.com/v1/audio-analysis/1MA9StLzlFftLbuqOmoWij,144013,4,3175494,144.01334,22050,1.0415,140.74776,0.473,1.0,0.595,0.623,1MA9StLzlFftLbuqOmoWij,1MA9StLzlFftLbuqOmoWij,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
10,Cathy's Clown,The Very Best of The Everly Brothers,The Everly Brothers,31,5S5Jusj4MyKCze3YknWWo7,False,0.508,0.537,7,-11.392,1,0.0339,0.579,0.0,0.137,0.886,120.109,audio_features,5S5Jusj4MyKCze3YknWWo7,spotify:track:5S5Jusj4MyKCze3YknWWo7,https://api.spotify.com/v1/tracks/5S5Jusj4MyKCze3YknWWo7,https://api.spotify.com/v1/audio-analysis/5S5Jusj4MyKCze3YknWWo7,144493,4,3186078,144.49333,22050,0.66812,140.1092,0.623,1.0,0.617,0.684,5S5Jusj4MyKCze3YknWWo7,5S5Jusj4MyKCze3YknWWo7,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
11,Cathy's Clown,"Walk Right Back: The Everly Brothers on Warner Brothers, 1960-1969",The Everly Brothers,25,3VpET40k33lJhKY650zLXP,False,0.498,0.582,7,-8.961,1,0.0339,0.412,0.0,0.372,0.866,119.809,audio_features,3VpET40k33lJhKY650zLXP,spotify:track:3VpET40k33lJhKY650zLXP,https://api.spotify.com/v1/tracks/3VpET40k33lJhKY650zLXP,https://api.spotify.com/v1/audio-analysis/3VpET40k33lJhKY650zLXP,144013,4,3175494,144.01334,22050,1.0415,140.74776,0.507,1.0,0.595,0.623,3VpET40k33lJhKY650zLXP,3VpET40k33lJhKY650zLXP,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
12,Cathy's Clown (Single Version),All I Have to Do Is Dream,The Everly Brothers,21,6wKXuvOQxG5Ui1Kv2F68E9,False,0.499,0.701,7,-6.128,1,0.0355,0.472,0.0,0.263,0.88,120.24,audio_features,6wKXuvOQxG5Ui1Kv2F68E9,spotify:track:6wKXuvOQxG5Ui1Kv2F68E9,https://api.spotify.com/v1/tracks/6wKXuvOQxG5Ui1Kv2F68E9,https://api.spotify.com/v1/audio-analysis/6wKXuvOQxG5Ui1Kv2F68E9,145747,4,3213714,145.74667,22050,0.38744,140.03374,0.556,1.0,0.611,0.658,6wKXuvOQxG5Ui1Kv2F68E9,6wKXuvOQxG5Ui1Kv2F68E9,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
13,"Cathy's Clown - Live at the Grand Hotel, Anaheim, CA, February 6, 1970",The Everly Brothers Show,The Everly Brothers,5,0ahp0ZgFHNo8ogCHpabk9e,False,0.412,0.562,6,-8.592,1,0.081,0.262,0.0,0.882,0.801,156.206,audio_features,0ahp0ZgFHNo8ogCHpabk9e,spotify:track:0ahp0ZgFHNo8ogCHpabk9e,https://api.spotify.com/v1/tracks/0ahp0ZgFHNo8ogCHpabk9e,https://api.spotify.com/v1/audio-analysis/0ahp0ZgFHNo8ogCHpabk9e,83653,4,1844556,83.65333,22050,0.0,78.66921,0.196,1.0,0.339,0.374,0ahp0ZgFHNo8ogCHpabk9e,0ahp0ZgFHNo8ogCHpabk9e,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
14,Everybody's Somebody's Fool,The Very Best Of Connie Francis - Connie's 21 Biggest Hits,Connie Francis,30,0d8FE2qM1lDEv5TI8VuivT,False,0.582,0.591,1,-9.623,1,0.028,0.746,1.44e-06,0.169,0.847,84.201,audio_features,0d8FE2qM1lDEv5TI8VuivT,spotify:track:0d8FE2qM1lDEv5TI8VuivT,https://api.spotify.com/v1/tracks/0d8FE2qM1lDEv5TI8VuivT,https://api.spotify.com/v1/audio-analysis/0d8FE2qM1lDEv5TI8VuivT,157600,4,3475080,157.6,22050,0.16834,152.54349,0.224,1.0,0.68,0.607,0d8FE2qM1lDEv5TI8VuivT,0d8FE2qM1lDEv5TI8VuivT,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']"
15,Everybody's Somebody's Fool,20th Century Masters: The Millennium Collection: Best of Connie Francis,Connie Francis,6,3ClSxJW0iCR6g6WhElmyF2,False,0.577,0.726,1,-5.293,1,0.0302,0.787,2.41e-05,0.2,0.772,84.347,audio_features,3ClSxJW0iCR6g6WhElmyF2,spotify:track:3ClSxJW0iCR6g6WhElmyF2,https://api.spotify.com/v1/tracks/3ClSxJW0iCR6g6WhElmyF2,https://api.spotify.com/v1/audio-analysis/3ClSxJW0iCR6g6WhElmyF2,160093,4,3530058,160.09332,22050,0.22104,151.59727,0.125,1.0,0.791,0.621,3ClSxJW0iCR6g6WhElmyF2,3ClSxJW0iCR6g6WhElmyF2,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']"
16,Everybody's Somebody's Fool,Her Greatest Hits & Finest Performances,Connie Francis,5,5BqijaxrkRqCsNDUCep7Yf,False,0.602,0.627,1,-8.284,1,0.0284,0.787,2.08e-06,0.24,0.81,84.308,audio_features,5BqijaxrkRqCsNDUCep7Yf,spotify:track:5BqijaxrkRqCsNDUCep7Yf,https://api.spotify.com/v1/tracks/5BqijaxrkRqCsNDUCep7Yf,https://api.spotify.com/v1/audio-analysis/5BqijaxrkRqCsNDUCep7Yf,160173,4,3531822,160.17332,22050,0.24331,151.52762,0.0,1.0,0.691,0.582,5BqijaxrkRqCsNDUCep7Yf,5BqijaxrkRqCsNDUCep7Yf,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']"
17,It's Now or Never,Elvis 30 #1 Hits,Elvis Presley,58,1XunTmhOcj3xwh4b8P3isX,False,0.643,0.491,4,-9.312,1,0.0344,0.642,0.00972,0.286,0.753,126.399,audio_features,1XunTmhOcj3xwh4b8P3isX,spotify:track:1XunTmhOcj3xwh4b8P3isX,https://api.spotify.com/v1/tracks/1XunTmhOcj3xwh4b8P3isX,https://api.spotify.com/v1/audio-analysis/1XunTmhOcj3xwh4b8P3isX,194600,4,4290930,194.6,22050,0.17914,189.96245,0.758,1.0,0.797,0.431,1XunTmhOcj3xwh4b8P3isX,1XunTmhOcj3xwh4b8P3isX,"['rock-and-roll', 'rockabilly']"
18,It's Now or Never,Platinum - A Life In Music,Elvis Presley,53,6yP3V5FXNNJU8Z441vxhCV,False,0.633,0.365,4,-14.94,1,0.0403,0.428,0.00378,0.569,0.743,126.266,audio_features,6yP3V5FXNNJU8Z441vxhCV,spotify:track:6yP3V5FXNNJU8Z441vxhCV,https://api.spotify.com/v1/tracks/6yP3V5FXNNJU8Z441vxhCV,https://api.spotify.com/v1/audio-analysis/6yP3V5FXNNJU8Z441vxhCV,193907,4,4275642,193.90668,22050,0.28082,191.39047,0.737,1.0,0.799,0.556,6yP3V5FXNNJU8Z441vxhCV,6yP3V5FXNNJU8Z441vxhCV,"['rock-and-roll', 'rockabilly']"
19,It's Now or Never,"Elvis' Golden Records, Vol. 3",Elvis Presley,44,5mlaaeSzFsH4ouhLrUHCbw,False,0.63,0.457,4,-11.634,1,0.0354,0.515,8.17e-05,0.488,0.788,126.184,audio_features,5mlaaeSzFsH4ouhLrUHCbw,spotify:track:5mlaaeSzFsH4ouhLrUHCbw,https://api.spotify.com/v1/tracks/5mlaaeSzFsH4ouhLrUHCbw,https://api.spotify.com/v1/audio-analysis/5mlaaeSzFsH4ouhLrUHCbw,195907,4,4319742,195.90668,22050,0.27442,191.36726,0.764,1.0,0.752,0.482,5mlaaeSzFsH4ouhLrUHCbw,5mlaaeSzFsH4ouhLrUHCbw,"['rock-and-roll', 'rockabilly']"
20,It's Now or Never - with The Royal Philharmonic Orchestra,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,Elvis Presley,42,35iHCJkvKHqUnZ0E2eeF5d,False,0.473,0.606,4,-6.234,1,0.0326,0.515,0.0692,0.13,0.604,125.977,audio_features,35iHCJkvKHqUnZ0E2eeF5d,spotify:track:35iHCJkvKHqUnZ0E2eeF5d,https://api.spotify.com/v1/tracks/35iHCJkvKHqUnZ0E2eeF5d,https://api.spotify.com/v1/audio-analysis/35iHCJkvKHqUnZ0E2eeF5d,196107,4,4324152,196.10667,22050,0.24952,190.39783,0.659,0.935,0.822,0.565,35iHCJkvKHqUnZ0E2eeF5d,35iHCJkvKHqUnZ0E2eeF5d,"['rock-and-roll', 'rockabilly']"
21,It's Now or Never,The Essential Elvis Presley,Elvis Presley,30,7pW9Wj1U4t19HKlvxM6Pzw,False,0.637,0.466,4,-10.172,1,0.0347,0.65,0.0101,0.279,0.793,126.41,audio_features,7pW9Wj1U4t19HKlvxM6Pzw,spotify:track:7pW9Wj1U4t19HKlvxM6Pzw,https://api.spotify.com/v1/tracks/7pW9Wj1U4t19HKlvxM6Pzw,https://api.spotify.com/v1/audio-analysis/7pW9Wj1U4t19HKlvxM6Pzw,194413,4,4286814,194.41333,22050,0.14113,190.9435,0.746,1.0,0.768,0.392,7pW9Wj1U4t19HKlvxM6Pzw,7pW9Wj1U4t19HKlvxM6Pzw,"['rock-and-roll', 'rockabilly']"
22,It's Now or Never,The 50 Greatest Hits,Elvis Presley,22,0bzIxZJNst6iypVZpZt6GR,False,0.631,0.447,4,-11.606,1,0.0366,0.537,0.000243,0.551,0.789,126.22,audio_features,0bzIxZJNst6iypVZpZt6GR,spotify:track:0bzIxZJNst6iypVZpZt6GR,https://api.spotify.com/v1/tracks/0bzIxZJNst6iypVZpZt6GR,https://api.spotify.com/v1/audio-analysis/0bzIxZJNst6iypVZpZt6GR,195347,4,4307394,195.34666,22050,0.19184,191.286,0.716,1.0,0.783,0.403,0bzIxZJNst6iypVZpZt6GR,0bzIxZJNst6iypVZpZt6GR,"['rock-and-roll', 'rockabilly']"
23,The Twist,Dancin' Party: The Chubby Checker Collection (1960-1966),Chubby Checker,60,4YCnTYbq3oL1Lqpyxg33CU,False,0.571,0.618,4,-5.682,1,0.0371,0.18,2.69e-06,0.178,0.852,156.892,audio_features,4YCnTYbq3oL1Lqpyxg33CU,spotify:track:4YCnTYbq3oL1Lqpyxg33CU,https://api.spotify.com/v1/tracks/4YCnTYbq3oL1Lqpyxg33CU,https://api.spotify.com/v1/audio-analysis/4YCnTYbq3oL1Lqpyxg33CU,155040,4,3418632,155.04,22050,0.19297,151.6205,0.399,0.751,0.692,0.497,4YCnTYbq3oL1Lqpyxg33CU,4YCnTYbq3oL1Lqpyxg33CU,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
24,The Twist,The Best Of Chubby Checker 1959-1963,Chubby Checker,53,3ohLnESFgYACPMCkoTOzqE,False,0.533,0.638,4,-7.13,1,0.0341,0.202,0.0,0.0729,0.937,156.663,audio_features,3ohLnESFgYACPMCkoTOzqE,spotify:track:3ohLnESFgYACPMCkoTOzqE,https://api.spotify.com/v1/tracks/3ohLnESFgYACPMCkoTOzqE,https://api.spotify.com/v1/audio-analysis/3ohLnESFgYACPMCkoTOzqE,153760,4,3390408,153.76,22050,0.18531,153.76,0.501,0.751,0.792,0.643,3ohLnESFgYACPMCkoTOzqE,3ohLnESFgYACPMCkoTOzqE,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
25,Save the Last Dance for Me,Save the Last Dance for Me,The Drifters,58,391TUcoPonqYykPkSZ5Z9U,False,0.54,0.53,4,-10.583,1,0.0361,0.614,0.0,0.198,0.896,143.453,audio_features,391TUcoPonqYykPkSZ5Z9U,spotify:track:391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/tracks/391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/audio-analysis/391TUcoPonqYykPkSZ5Z9U,154960,4,3416868,154.96,22050,0.81184,144.25977,0.168,1.0,0.837,0.662,391TUcoPonqYykPkSZ5Z9U,391TUcoPonqYykPkSZ5Z9U,"['adult standards', 'brill building pop', 'bubblegum pop', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly', 'soul']"
26,Save the Last Dance for Me,All-Time Greatest Hits & More 1959-1965,The Drifters,40,7quaRdGKICuz3XiF1WRdta,False,0.6,0.576,4,-7.667,1,0.0309,0.458,0.0,0.123,0.868,142.934,audio_features,7quaRdGKICuz3XiF1WRdta,spotify:track:7quaRdGKICuz3XiF1WRdta,https://api.spotify.com/v1/tracks/7quaRdGKICuz3XiF1WRdta,https://api.spotify.com/v1/audio-analysis/7quaRdGKICuz3XiF1WRdta,154227,4,3400698,154.22667,22050,0.20912,146.20444,0.136,1.0,0.853,0.712,7quaRdGKICuz3XiF1WRdta,7quaRdGKICuz3XiF1WRdta,"['adult standards', 'brill building pop', 'bubblegum pop', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly', 'soul']"
27,Georgia on My Mind - Original Master Recording,Georgia on My Mind (Original Master Recording),Ray Charles,59,47mA6f44zxLtdATOoY7GjN,False,0.138,0.399,7,-8.756,1,0.0311,0.782,3.65e-06,0.188,0.296,179.93,audio_features,47mA6f44zxLtdATOoY7GjN,spotify:track:47mA6f44zxLtdATOoY7GjN,https://api.spotify.com/v1/tracks/47mA6f44zxLtdATOoY7GjN,https://api.spotify.com/v1/audio-analysis/47mA6f44zxLtdATOoY7GjN,217415,4,4793991,217.41457,22050,0.09927,211.38866,0.026,0.249,0.224,0.409,47mA6f44zxLtdATOoY7GjN,47mA6f44zxLtdATOoY7GjN,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
28,Georgia on My Mind,True Genius,Ray Charles,53,6yMGxqKj0218mFR5KqsMRq,False,0.19,0.323,7,-12.405,1,0.0303,0.626,2.17e-06,0.176,0.281,94.34,audio_features,6yMGxqKj0218mFR5KqsMRq,spotify:track:6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/tracks/6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/audio-analysis/6yMGxqKj0218mFR5KqsMRq,219560,4,4841298,219.56,22050,0.6839,211.98659,0.022,0.091,0.184,0.385,6yMGxqKj0218mFR5KqsMRq,6yMGxqKj0218mFR5KqsMRq,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
29,Georgia on My Mind,Live at l'Olympia,Ray Charles,38,4hd8wgCh7ZQWRyXNLnwjTD,False,0.304,0.289,4,-10.963,0,0.0432,0.752,0.0,0.756,0.154,147.176,audio_features,4hd8wgCh7ZQWRyXNLnwjTD,spotify:track:4hd8wgCh7ZQWRyXNLnwjTD,https://api.spotify.com/v1/tracks/4hd8wgCh7ZQWRyXNLnwjTD,https://api.spotify.com/v1/audio-analysis/4hd8wgCh7ZQWRyXNLnwjTD,372627,3,8216418,372.62668,22050,0.0,366.19028,0.023,0.169,0.143,0.377,4hd8wgCh7ZQWRyXNLnwjTD,4hd8wgCh7ZQWRyXNLnwjTD,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
30,Are You Lonesome Tonight?,Platinum - A Life In Music,Elvis Presley,53,4xUqqie4bBKufHtlMuZS3k,False,0.433,0.0748,0,-19.351,1,0.049,0.92,0.00104,0.105,0.193,73.093,audio_features,4xUqqie4bBKufHtlMuZS3k,spotify:track:4xUqqie4bBKufHtlMuZS3k,https://api.spotify.com/v1/tracks/4xUqqie4bBKufHtlMuZS3k,https://api.spotify.com/v1/audio-analysis/4xUqqie4bBKufHtlMuZS3k,186667,3,4116000,186.66667,22050,0.23773,177.16245,0.0,0.906,0.631,0.484,4xUqqie4bBKufHtlMuZS3k,4xUqqie4bBKufHtlMuZS3k,"['rock-and-roll', 'rockabilly']"
31,Are You Lonesome Tonight?,Elvis 30 #1 Hits,Elvis Presley,47,4wM7V31TsZzzDBEH02Hltb,False,0.421,0.201,0,-12.399,1,0.0436,0.917,0.000436,0.116,0.188,129.689,audio_features,4wM7V31TsZzzDBEH02Hltb,spotify:track:4wM7V31TsZzzDBEH02Hltb,https://api.spotify.com/v1/tracks/4wM7V31TsZzzDBEH02Hltb,https://api.spotify.com/v1/audio-analysis/4wM7V31TsZzzDBEH02Hltb,186507,5,4112472,186.50667,22050,0.22023,177.37143,0.025,0.903,0.276,0.26,4wM7V31TsZzzDBEH02Hltb,4wM7V31TsZzzDBEH02Hltb,"['rock-and-roll', 'rockabilly']"
32,Are You Lonesome Tonight? - First 'Sit-Down' Show - Live,The Best of The '68 Comeback Special,Elvis Presley,47,2B4glYcmmcchhQXUUrROE8,False,0.421,0.56,0,-14.04,1,0.451,0.865,0.0388,0.676,0.458,78.64,audio_features,2B4glYcmmcchhQXUUrROE8,spotify:track:2B4glYcmmcchhQXUUrROE8,https://api.spotify.com/v1/tracks/2B4glYcmmcchhQXUUrROE8,https://api.spotify.com/v1/audio-analysis/2B4glYcmmcchhQXUUrROE8,170507,3,3759672,170.50667,22050,0.0,170.50667,0.59,0.654,0.258,0.459,2B4glYcmmcchhQXUUrROE8,2B4glYcmmcchhQXUUrROE8,"['rock-and-roll', 'rockabilly']"
33,Are You Lonesome Tonight?,The Essential Elvis Presley,Elvis Presley,28,4aNsobd4PiU7PbXAk1HK5t,False,0.437,0.195,0,-12.268,1,0.0421,0.922,0.00061,0.111,0.198,111.152,audio_features,4aNsobd4PiU7PbXAk1HK5t,spotify:track:4aNsobd4PiU7PbXAk1HK5t,https://api.spotify.com/v1/tracks/4aNsobd4PiU7PbXAk1HK5t,https://api.spotify.com/v1/audio-analysis/4aNsobd4PiU7PbXAk1HK5t,186173,4,4105122,186.17332,22050,0.13633,177.27855,0.024,0.515,0.324,0.298,4aNsobd4PiU7PbXAk1HK5t,4aNsobd4PiU7PbXAk1HK5t,"['rock-and-roll', 'rockabilly']"
34,Are You Lonesome Tonight? - First 'Sit-Down' Show - Live,'68 Comeback Special (50th Anniversary Edition),Elvis Presley,24,49TuBoOIaILVihxJLodA60,False,0.425,0.564,0,-14.073,1,0.373,0.864,0.0307,0.677,0.428,78.617,audio_features,49TuBoOIaILVihxJLodA60,spotify:track:49TuBoOIaILVihxJLodA60,https://api.spotify.com/v1/tracks/49TuBoOIaILVihxJLodA60,https://api.spotify.com/v1/audio-analysis/49TuBoOIaILVihxJLodA60,171013,3,3770844,171.01334,22050,0.0,171.01334,0.501,0.605,0.338,0.514,49TuBoOIaILVihxJLodA60,49TuBoOIaILVihxJLodA60,"['rock-and-roll', 'rockabilly']"
35,Are You Lonesome Tonight?,Elvis Presley: The Searcher (The Original Soundtrack) [Deluxe],Elvis Presley,20,7Au4oleK2a4oxRU5A0mKm3,False,0.416,0.116,0,-16.38,1,0.0438,0.917,7.72e-05,0.104,0.188,131.536,audio_features,7Au4oleK2a4oxRU5A0mKm3,spotify:track:7Au4oleK2a4oxRU5A0mKm3,https://api.spotify.com/v1/tracks/7Au4oleK2a4oxRU5A0mKm3,https://api.spotify.com/v1/audio-analysis/7Au4oleK2a4oxRU5A0mKm3,186440,5,4111002,186.44,22050,0.33356,177.13924,0.028,0.987,0.507,0.435,7Au4oleK2a4oxRU5A0mKm3,7Au4oleK2a4oxRU5A0mKm3,"['rock-and-roll', 'rockabilly']"
36,Are You Lonesome Tonight? (Laughing Version) - Live,From The Vaults -'60s,Elvis Presley,33,1A0lPqNzUZxw9nBeehE5TW,False,0.416,0.327,0,-15.806,1,0.0707,0.95,0.104,0.366,0.391,128.439,audio_features,1A0lPqNzUZxw9nBeehE5TW,spotify:track:1A0lPqNzUZxw9nBeehE5TW,https://api.spotify.com/v1/tracks/1A0lPqNzUZxw9nBeehE5TW,https://api.spotify.com/v1/audio-analysis/1A0lPqNzUZxw9nBeehE5TW,172720,3,3808476,172.72,22050,0.17633,168.0312,0.088,0.792,0.311,0.566,1A0lPqNzUZxw9nBeehE5TW,1A0lPqNzUZxw9nBeehE5TW,"['rock-and-roll', 'rockabilly']"
