,song,album_name,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id_x,uri,track_href,analysis_url,duration_ms,time_signature,num_samples,duration,analysis_sample_rate,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,id_y,id,genres
1114,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1115,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1116,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1117,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1118,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1119,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1120,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1121,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1122,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1123,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1124,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1125,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1126,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1127,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1128,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1129,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1130,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1131,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1132,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1133,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1134,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1135,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1136,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1137,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1138,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1139,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1140,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1141,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1142,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1143,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1144,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1145,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1146,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1147,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1148,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
1149,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,Bee Gees,73,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,0.684,0.995,0.5,0.581,3ZP18us6p6LHOZMG1LLUjF,3ZP18us6p6LHOZMG1LLUjF,"['disco', 'mellow gold', 'soft rock']"
