,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,num_samples,duration,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,genres,year,decade
3616,do that to me one more time,Make Your Move,captain & tennille,67,0m4jVVZrsv0bLkAr1uM6UG,0,0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,256667,4,5659500,256.66666,0.36059,238.86366,0.14,0.886,0.353,0.658,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",1980,1980
3617,do that to me one more time,The Ultimate Collection: Captain & Tennille,captain & tennille,34,2gFnSurc2aUja58m4Jq41f,0,0.686,0.442,7,-12.025,1,0.0258,0.637,0.00183,0.0975,0.493,90.009,254773,4,5617752,254.77333,0.39533,239.48482,0.393,0.909,0.381,0.718,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",1980,1980
3618,do that to me one more time,The Best Of / 20th Century Masters The Millennium Collection,captain & tennille,22,4OqbIfA4l8zGnGBnjBBlFg,0,0.684,0.439,7,-11.465,1,0.0254,0.603,0.00345,0.0702,0.483,90.003,252347,4,5564244,252.34666,0.24399,239.33388,0.24,0.902,0.404,0.769,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",1980,1980
3619,do that to me one more time,'80s Pop Number 1's,various artists,11,5vyNCVCLgr4rdKd7rutDfM,0,0.689,0.454,7,-10.916,1,0.0258,0.627,0.00382,0.0881,0.461,90.002,251960,4,5555718,251.96,0.37193,239.4616,0.361,0.921,0.38,0.677,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",1980,1980
3620,do that to me one more time,Casablanca Records Greatest Hits,various artists,9,7fl3eWOy3n6RlpcZgnglSt,0,0.74,0.356,7,-14.214,1,0.028,0.562,0.000281,0.0597,0.592,90.042,255360,4,5630688,255.36,0.25991,239.23518,0.379,0.932,0.252,0.699,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",1980,1980
3621,do that to me one more time,Oldies 101,various artists,14,73xjPFwPPTwvjfGhDBxgJc,0,0.737,0.392,7,-12.03,1,0.0267,0.619,0.00308,0.0732,0.518,89.966,252360,4,5564538,252.36,0.29084,239.50803,0.239,0.943,0.32,0.558,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",1980,1980
3622,do that to me one more time,Throwback Tunes: 1980,various artists,14,7dFAZcwmu9Uz3FxZuLiHKK,0,0.744,0.408,7,-12.56,1,0.0268,0.553,0.00019,0.0673,0.588,90.038,252987,4,5578356,252.98666,0.34281,239.32227,0.44,0.947,0.259,0.584,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",1980,1980
3623,do that to me one more time,With Love From ... PolyGram 50th Anniversary,various artists,33,5XzbwP2xkcU8pujf98fJzz,0,0.688,0.452,7,-10.914,1,0.0257,0.629,0.00338,0.0881,0.458,90.002,251960,4,5555718,251.96,0.37193,239.4616,0.361,0.921,0.38,0.677,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",1980,1980
3625,another one bites the dust  remastered 2011,The Game (Deluxe Remastered Version),queen,73,57JVGBtBLCfHw2muk5416J,0,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,4,4733106,214.65334,0.0,209.55429,0.773,1.0,0.563,0.556,"['classic rock', 'glam rock', 'rock']",1980,1980
3626,another one bites the dust,The Game,queen,50,291RmMazWAmDitFuD6NJCv,0,0.926,0.366,5,-13.159,0,0.122,0.0483,0.136,0.119,0.784,109.884,215867,4,4759860,215.86667,0.2961,209.72844,0.729,1.0,0.512,0.508,"['classic rock', 'glam rock', 'rock']",1980,1980
3627,another one bites the dust  2011 remaster,Bohemian Rhapsody (The Original Soundtrack),queen,43,3LjvFUqQi5LoqaRK6CLwMk,0,0.928,0.526,5,-6.486,0,0.161,0.0969,0.263,0.153,0.753,109.958,214640,4,4732812,214.64,0.0756,209.37433,0.736,1.0,0.538,0.548,"['classic rock', 'glam rock', 'rock']",1980,1980
3628,another one bites the dust  remastered,Greatest Hits - We Will Rock You Edition,queen,31,1MbQvPbGV8ZtdvnqvnO8Po,0,0.945,0.392,5,-10.757,0,0.159,0.0384,0.378,0.132,0.807,110.11,214960,4,4739868,214.96,0.18821,209.25243,0.733,1.0,0.427,0.463,"['classic rock', 'glam rock', 'rock']",1980,1980
3629,another one bites the dust  remix  remastered 2011,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),queen,30,04140nyg4wlaktruG5Z3fs,0,0.935,0.624,11,-8.537,0,0.227,0.0587,3.04e-05,0.0733,0.808,105.978,260720,4,5748876,260.72,0.19728,247.46667,0.789,1.0,0.49,0.328,"['classic rock', 'glam rock', 'rock']",1980,1980
3630,"another one bites the dust  live at summer sonic, tokyo, japan, 2014",Live Around the World (Deluxe),queen,30,57wxyRRrBfWl6BUSsHwvYB,0,0.585,0.914,5,-8.261,1,0.0719,0.0922,0.00683,0.963,0.458,111.479,202557,4,4466385,202.55714,0.0,202.55714,0.4,1.0,0.29,0.343,"['classic rock', 'glam rock', 'rock']",1980,1980
3631,another one bites the dust,Stone Cold Classics,queen,28,5Lsg8jlCoTyxRch9LvJo3E,0,0.923,0.388,5,-12.211,0,0.131,0.0883,0.134,0.151,0.783,109.817,216880,4,4782204,216.88,0.24998,209.8155,0.789,1.0,0.529,0.517,"['classic rock', 'glam rock', 'rock']",1980,1980
3632,another one bites the dust  live at wembley 86,Live At Wembley Stadium,queen,29,7lrIpNdaWTVkQxyj5HwwiF,0,0.534,0.984,4,-5.058,0,0.297,0.126,0.00199,0.982,0.114,115.991,358933,4,7914480,358.93332,0.0,355.2537,0.611,0.936,0.045,0.219,"['classic rock', 'glam rock', 'rock']",1980,1980
3633,another one bites the dust  remastered 2011,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),queen,27,3XomWTSAKiioqM59mIqyba,0,0.928,0.531,5,-6.52,0,0.161,0.0969,0.314,0.16,0.765,109.963,215333,4,4748100,215.33333,0.0,209.54268,0.749,1.0,0.537,0.54,"['classic rock', 'glam rock', 'rock']",1980,1980
3634,another one bites the dust  remastered 2011,Greatest Hits,queen,26,6hfNDGNTJBR029RmV63IoO,0,0.928,0.531,5,-6.52,0,0.161,0.0969,0.313,0.16,0.765,109.963,215333,4,4748100,215.33333,0.0,209.54268,0.749,1.0,0.537,0.54,"['classic rock', 'glam rock', 'rock']",1980,1980
3635,another one bites the dust  live,Queen Rock Montreal,queen,24,45mhiVPUphR25oRJ4UEgDz,0,0.752,0.916,9,-5.739,1,0.103,0.0288,0.0664,0.398,0.373,111.843,240600,4,5305230,240.6,0.0,240.6,0.813,1.0,0.218,0.306,"['classic rock', 'glam rock', 'rock']",1980,1980
3636,another one bites the dust  remastered 2011,Queen 40 Limited Edition Collector's Box Set Vol. 2,queen,23,6rh4UL9CChLJIYLoFt24Zy,0,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,4,4733106,214.65334,0.0,209.55429,0.773,1.0,0.563,0.556,"['classic rock', 'glam rock', 'rock']",1980,1980
3637,i want to hold your hand  remastered 2015,1 (Remastered),the beatles,71,4pbG9SUmWIvsROVLF0zF9s,0,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,145747,4,3213714,145.74667,0.0,139.0527,0.792,1.0,0.56,0.532,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1964,1960
3638,i want to hold your hand  remastered 2009,The Beatles 1962 - 1966 (Remastered),the beatles,64,5Qe7NHxeLAn8KoLTNLSdwe,0,0.496,0.703,7,-6.905,1,0.0376,0.525,2.08e-06,0.305,0.936,130.915,146720,4,3235176,146.72,0.33587,139.26749,0.608,1.0,0.452,0.512,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1964,1960
3639,i want to hold your hand,Love,the beatles,44,5J3Mf6dyqeGy67yuQ7ql9B,0,0.287,0.753,7,-7.587,1,0.0387,0.0652,0.0,0.288,0.882,130.637,82397,4,1816862,82.39737,0.0,75.02367,0.377,1.0,0.656,0.581,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1964,1960
3640,i want to hold your hand  remastered 2009,Past Masters (Vols. 1 & 2 / Remastered),the beatles,36,27E39dDg0Bx1RzkF3eJJsb,0,0.492,0.73,7,-6.434,1,0.0416,0.57,8.5e-06,0.246,0.916,131.011,146533,4,3231060,146.53333,0.37138,139.31973,0.608,1.0,0.473,0.514,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1964,1960
3641,i want to hold your hand  live  bonus track,Live At The Hollywood Bowl,the beatles,33,6ek0XTffa5eUTkwamO0q5B,0,0.225,0.834,7,-8.425,1,0.0596,0.0177,0.0,0.948,0.518,141.085,149267,4,3291330,149.26666,0.0,149.26666,0.292,0.93,0.656,0.626,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1964,1960
3642,i want to hold your hand  anthology 1 version,Anthology 1,the beatles,26,2PuQcHVYgqcxaQTqrEzkRx,0,0.392,0.991,7,-5.474,1,0.374,0.034,0.00125,0.91,0.571,135.348,157200,4,3466260,157.2,0.0,157.2,0.633,0.994,0.549,0.577,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1964,1960
3648,love me do  remastered 2009,Please Please Me (Remastered),the beatles,67,3VbGCXWRiouAq8VyMYN2MI,0,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,141693,4,3124338,141.69333,0.4127,134.50739,0.519,1.0,0.662,0.598,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1964,1960
3649,chapel of love,Chapel Of Love: The Very Best Of The Dixie Cups,the dixie cups,56,3FYKl1WT0MW31lrwYgiMWB,0,0.607,0.353,9,-10.269,1,0.0278,0.733,0.0,0.527,0.791,124.864,170874,4,3767776,170.8742,0.42349,164.27538,0.174,1.0,0.262,0.409,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",1964,1960
3650,chapel of love,Full Metal Jacket (Original Motion Picture Soundtrack),various artists,50,0SMRck5oZi9hc16L6FuRF6,0,0.54,0.365,6,-13.56,0,0.0342,0.395,0.0,0.131,0.588,123.051,167773,4,3699402,167.77333,1.09741,161.32645,0.246,1.0,0.0,0.233,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",1964,1960
3651,chapel of love,Sunsational Wedding Songs,various artists,28,0l4gzdHD2urWRMASVxak63,0,0.503,0.459,6,-7.263,0,0.0325,0.526,7.79e-06,0.0637,0.507,123.708,169533,4,3738210,169.53333,0.0,159.61397,0.063,1.0,0.0,0.122,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",1964,1960
3653,chapel of love,The Originals - Classic Hits from the 50's & 60's,various artists,9,3uqZzh3SSuNLhWP1zSWjxv,0,0.503,0.459,6,-7.263,0,0.0325,0.526,7.79e-06,0.0637,0.507,123.708,169533,4,3738210,169.53333,0.0,159.61397,0.063,1.0,0.0,0.122,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",1964,1960
3654,a world without love mono  2002 remaster,Peter And Gordon Plus,peter and gordon,37,2dodN02GgtiwitKWpDs9Ax,0,0.543,0.836,4,-6.201,1,0.0346,0.156,0.0,0.171,0.792,130.074,164773,4,3633252,164.77333,0.40952,155.0048,0.85,1.0,0.484,0.467,"['beatlesque', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",1964,1960
3655,a world without love,The Ultimate Peter And Gordon,peter and gordon,40,1A0j6qANKHgk7VZ6uvYO06,0,0.512,0.658,1,-9.972,0,0.0607,0.232,0.0,0.108,0.752,129.861,160880,4,3547404,160.88,0.33025,155.12091,0.79,1.0,0.107,0.418,"['beatlesque', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",1964,1960
3656,a world without love  remastered,Oldies 60's,various artists,22,24PV7q3TRQGN7K3RJy0wI5,0,0.543,0.836,4,-6.201,1,0.0346,0.156,0.0,0.171,0.792,130.074,164773,4,3633252,164.77333,0.40952,155.0048,0.85,1.0,0.484,0.467,"['beatlesque', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",1964,1960
3657,a world without love  remastered 2002,Everybody Loves The Beatles,various artists,4,59Ak7cHNR6kFfwMZNudRD4,0,0.404,0.818,4,-7.461,1,0.122,0.143,0.00135,0.97,0.548,136.86,175200,4,3863160,175.2,3.10567,168.26921,0.781,1.0,0.618,0.584,"['beatlesque', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",1964,1960
3658,a world without love,Play Soft Rock,various artists,2,0sqJSYjTXLE8u24hbfE3tO,0,0.512,0.658,1,-9.972,0,0.0607,0.232,0.0,0.108,0.752,129.861,160880,4,3547404,160.88,0.33025,155.12091,0.79,1.0,0.107,0.418,"['beatlesque', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",1964,1960
3662,im too sexy,Hits!,right said fred,55,7CPXR2W1McHKi0OfKwHRMc,1,0.678,0.927,6,-6.139,0,0.0489,3.58e-05,0.023,0.272,0.882,122.116,171680,4,3785536,171.67964,0.18599,168.55946,0.914,0.976,0.082,0.278,"['eurodance', 'europop', 'hip house']",1992,1990
3663,to be with you  2021 remastered,Lean Into It (30th Anniversary Edition),mr. big,67,0eifvmNPHWaSh4IKNR4Xva,0,0.688,0.284,4,-13.577,1,0.0574,0.359,0.0,0.127,0.482,83.433,208080,4,4588164,208.08,0.41796,201.04997,0.482,1.0,0.674,0.529,"['glam metal', 'hard rock']",1992,1990
3664,to be with you  2010 remastered version,Lean Into It [Expanded],mr. big,65,3Mmt6Xk0H6VR92PEp6x3hP,0,0.688,0.375,4,-9.601,1,0.0535,0.286,0.0,0.133,0.45,83.635,210480,4,4641084,210.48,0.76621,200.98611,0.292,1.0,0.666,0.463,"['glam metal', 'hard rock']",1992,1990
3665,to be with you,"Big, Bigger, Biggest! The Best Of Mr. Big",mr. big,54,3bP47tw8MOgtrwdO1iahVl,0,0.693,0.408,4,-7.999,1,0.0442,0.346,0.0,0.146,0.479,83.646,207200,4,4568760,207.2,0.31143,200.57397,0.376,1.0,0.676,0.503,"['glam metal', 'hard rock']",1992,1990
3666,save the best for last,The Comfort Zone,vanessa williams,66,7okbmgA8lRBGl5limZ7LFM,0,0.528,0.234,3,-15.784,1,0.0283,0.641,0.0,0.183,0.191,95.911,218733,4,4823070,218.73334,0.07546,211.24355,0.453,0.531,0.615,0.764,"['adult standards', 'new wave pop', 'quiet storm', 'urban contemporary']",1992,1990
3667,save the best for last,The Best Of Vanessa Williams 20th Century Masters The Millennium Collection,vanessa williams,53,4yRUjOBsj0cpjabtum0fML,0,0.529,0.268,3,-14.49,1,0.0274,0.609,0.0,0.2,0.223,95.999,219133,4,4831890,219.13333,0.31342,211.47574,0.34,0.565,0.594,0.736,"['adult standards', 'new wave pop', 'quiet storm', 'urban contemporary']",1992,1990
3668,save the best for last,20 #1's: 90's R&B,various artists,14,5uAIpuUTyo0BrmmGLv6Bnm,0,0.528,0.332,3,-11.394,1,0.026,0.63,0.0,0.171,0.211,95.994,219253,4,4834536,219.25333,0.25156,211.40608,0.417,0.535,0.572,0.69,"['adult standards', 'new wave pop', 'quiet storm', 'urban contemporary']",1992,1990
3669,save the best for last,90s R&B Slow Jams,various artists,12,70qH3muXCT4ZeA7AOLmLn5,0,0.531,0.297,3,-12.742,1,0.0266,0.648,0.0,0.2,0.225,95.972,219147,4,4832184,219.14667,0.34404,211.49896,0.524,0.511,0.581,0.714,"['adult standards', 'new wave pop', 'quiet storm', 'urban contemporary']",1992,1990
3671,jump,Best of Volume 1,van halen,61,6Fba9RZtC6vTY814JToDtP,0,0.542,0.822,0,-7.201,1,0.0291,0.0745,0.00947,0.0645,0.772,130.011,239560,4,5282298,239.56,0.23723,227.32336,0.682,0.852,1.0,0.757,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",1984,1980
3672,how do you talk to an angel?,The Heights,the heights,51,2QVHmiFTjFsHyxONRdbkcq,0,0.404,0.51,9,-11.353,1,0.0321,0.281,6.32e-06,0.0789,0.526,80.643,227267,4,5011230,227.26666,0.41805,217.6058,0.293,0.993,0.679,0.635,[],1992,1990
3673,how do you talk to an angel as heard on beverly hills 90210 rerecorded  remastered,Modern Rock - Sound Of The 90s & 00s Alternative Rock,90s & 00s dj top picks,8,4buyECQgJ5HIM457t7d5J2,0,0.555,0.378,9,-11.79,1,0.0289,0.0457,6.02e-06,0.107,0.369,80.892,268519,4,5920833,268.5185,0.0,253.6896,0.12,1.0,0.723,0.638,[],1992,1990
3674,how do you talk to an angel?,20 #1’s: 90s,various artists,4,3eDYPxBMuocJosbyJd73Of,0,0.497,0.524,9,-11.429,1,0.0316,0.281,2.32e-06,0.093,0.555,80.881,226573,4,4995942,226.57333,0.37156,217.56517,0.235,1.0,0.654,0.598,[],1992,1990
3675,how do you talk to an angel rerecorded,No.1 Urban Hits,various artists,6,2SEb0Pk1V6QnWauoDpluJw,0,0.555,0.378,9,-11.79,1,0.0289,0.0461,6.02e-06,0.107,0.37,80.894,268519,4,5920833,268.5185,0.0,253.6896,0.102,1.0,0.723,0.638,[],1992,1990
3676,how do you talk to an angel  rerecorded,#1 '90s Album,various artists,0,4B6x9oONnUKAAky2FPrthM,0,0.555,0.378,9,-11.79,1,0.0289,0.0457,6.02e-06,0.107,0.369,80.892,268519,4,5920833,268.5185,0.0,253.6896,0.12,1.0,0.723,0.638,[],1992,1990
3677,how do you talk to an angel rerecorded  remastered,Valentines for Lovers,various artists,0,17n4EEXgqoq26fXqvBvvTo,0,0.555,0.378,9,-11.79,1,0.0289,0.0461,6.02e-06,0.107,0.37,80.894,268519,4,5920833,268.5185,0.0,253.6896,0.102,1.0,0.723,0.638,[],1992,1990
3680,down under,The Best Of Men At Work: Contraband,men at work,71,46RVKt5Edm1zl0rXhPJZxz,0,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,220867,4,4870110,220.86667,0.10286,205.19473,0.932,1.0,0.568,0.71,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1983,1980
3681,down under,Business As Usual,men at work,68,3ZZq9396zv8pcn5GYVhxUi,0,0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,222320,4,4902156,222.32,0.0,205.41533,0.935,1.0,0.529,0.858,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1983,1980
3682,down under,The Essential Men At Work,men at work,50,5MTQHfYH4RkJMtmtBQmnEj,0,0.741,0.808,11,-4.367,0,0.026,0.0914,0.0147,0.0488,0.908,107.234,223760,4,4933908,223.76,0.06345,205.17732,0.932,1.0,0.612,0.724,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1983,1980
3683,africa,Toto IV,toto,82,2374M0fQpWi3dLnB54qaLX,0,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4,6524448,295.89334,0.12141,283.08026,0.619,0.755,0.211,0.368,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1983,1980
3684,africa,Greatest Hits: 40 Trips Around The Sun,toto,47,6QZo2TgclkUMwJgggi8QSQ,0,0.682,0.584,9,-9.507,1,0.031,0.182,0.000107,0.0468,0.709,92.793,295347,4,6512394,295.34668,0.19424,282.51138,0.74,0.766,0.417,0.458,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1983,1980
3685,africa,80s 100 Hits,various artists,54,28o8m1o9RGtySbmQJtAvym,0,0.668,0.43,9,-15.021,1,0.0311,0.415,8.9e-06,0.0569,0.772,92.428,260840,4,5751522,260.84,0.20336,252.279,0.569,0.722,0.19,0.38,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1983,1980
3686,flashdance... what a feeling,Flashdance... What A Feeling,irene cara,49,0FIQjzPGk8eJd1cDRHRFWb,0,0.637,0.63,7,-8.166,0,0.0372,0.138,3.79e-06,0.214,0.59,124.913,234040,4,5160590,234.04036,0.11628,226.19138,0.708,0.947,0.304,0.48,"['disco', 'new wave pop', 'soft rock']",1983,1980
3687,flashdance... what a feeling  1995 version,Dancing Queen,various artists,33,4XconBi4bnXcRxovs5zUKp,0,0.658,0.748,7,-6.159,0,0.0353,0.204,5.66e-06,0.138,0.662,129.03,229213,4,5054154,229.21333,0.1785,222.54005,0.498,1.0,0.0,0.213,"['disco', 'new wave pop', 'soft rock']",1983,1980
