,artist_name,album_name,song_name,popularity,track_id,track_explicit,danceability,energy,key_x,loudness_x,mode_x,speechiness,acousticness,instrumentalness,liveness,valence,tempo_x,type,id_x,uri,track_href,analysis_url,duration_ms,time_signature_x,num_samples,duration,analysis_sample_rate,end_of_fade_in,start_of_fade_out,loudness_y,tempo_y,tempo_confidence,time_signature_y,time_signature_confidence,key_y,key_confidence,mode_y,mode_confidence,id_y
909,Bee Gees,How Can You Mend A Broken Heart,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",76,2cX2coZS1PYBfPs8wgbdWE,False,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,audio_features,2cX2coZS1PYBfPs8wgbdWE,spotify:track:2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/tracks/2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/audio-analysis/2cX2coZS1PYBfPs8wgbdWE,196213,4,4326504,196.21333,22050,0.17995,188.6273,-6.24,106.164,0.86,4,0.861,7,0.53,1,0.567,2cX2coZS1PYBfPs8wgbdWE
910,Bee Gees,How Can You Mend A Broken Heart,"Night Fever - From ""Saturday Night Fever"" Soundtrack",71,0qemIQjSxcKyf42VPfZnfa,False,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,audio_features,0qemIQjSxcKyf42VPfZnfa,spotify:track:0qemIQjSxcKyf42VPfZnfa,https://api.spotify.com/v1/tracks/0qemIQjSxcKyf42VPfZnfa,https://api.spotify.com/v1/audio-analysis/0qemIQjSxcKyf42VPfZnfa,212800,4,4692240,212.8,22050,0.0,203.24426,-7.057,109.133,0.905,4,1.0,1,0.625,0,0.696,0qemIQjSxcKyf42VPfZnfa
911,Bee Gees,How Can You Mend A Broken Heart,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",72,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,-5.586,104.996,0.684,4,0.995,5,0.5,0,0.581,3ZP18us6p6LHOZMG1LLUjF
912,Bee Gees,How Can You Mend A Broken Heart,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",72,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,-5.586,104.996,0.684,4,0.995,5,0.5,0,0.581,3ZP18us6p6LHOZMG1LLUjF
913,Bee Gees,How Can You Mend A Broken Heart,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",72,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,-5.586,104.996,0.684,4,0.995,5,0.5,0,0.581,3ZP18us6p6LHOZMG1LLUjF
914,Bee Gees,How Can You Mend A Broken Heart,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",72,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,-5.586,104.996,0.684,4,0.995,5,0.5,0,0.581,3ZP18us6p6LHOZMG1LLUjF
915,Bee Gees,How Can You Mend A Broken Heart,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",72,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,-5.586,104.996,0.684,4,0.995,5,0.5,0,0.581,3ZP18us6p6LHOZMG1LLUjF
916,Bee Gees,How Can You Mend A Broken Heart,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",72,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,-5.586,104.996,0.684,4,0.995,5,0.5,0,0.581,3ZP18us6p6LHOZMG1LLUjF
917,Bee Gees,How Can You Mend A Broken Heart,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",72,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,-5.586,104.996,0.684,4,0.995,5,0.5,0,0.581,3ZP18us6p6LHOZMG1LLUjF
918,Bee Gees,How Can You Mend A Broken Heart,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",72,3ZP18us6p6LHOZMG1LLUjF,False,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,5316108,241.09332,22050,0.19365,234.99174,-5.586,104.996,0.684,4,0.995,5,0.5,0,0.581,3ZP18us6p6LHOZMG1LLUjF
919,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",66,3mRM4NM8iO7UBqrSigCQFH,False,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,audio_features,3mRM4NM8iO7UBqrSigCQFH,spotify:track:3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,285373,4,6292482,285.37332,22050,0.23175,275.09262,-7.179,103.564,0.965,4,1.0,10,0.54,0,0.605,3mRM4NM8iO7UBqrSigCQFH
920,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",66,3mRM4NM8iO7UBqrSigCQFH,False,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,audio_features,3mRM4NM8iO7UBqrSigCQFH,spotify:track:3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,285373,4,6292482,285.37332,22050,0.23175,275.09262,-7.179,103.564,0.965,4,1.0,10,0.54,0,0.605,3mRM4NM8iO7UBqrSigCQFH
921,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",66,3mRM4NM8iO7UBqrSigCQFH,False,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,audio_features,3mRM4NM8iO7UBqrSigCQFH,spotify:track:3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,285373,4,6292482,285.37332,22050,0.23175,275.09262,-7.179,103.564,0.965,4,1.0,10,0.54,0,0.605,3mRM4NM8iO7UBqrSigCQFH
922,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",66,3mRM4NM8iO7UBqrSigCQFH,False,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,audio_features,3mRM4NM8iO7UBqrSigCQFH,spotify:track:3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,285373,4,6292482,285.37332,22050,0.23175,275.09262,-7.179,103.564,0.965,4,1.0,10,0.54,0,0.605,3mRM4NM8iO7UBqrSigCQFH
923,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",66,3mRM4NM8iO7UBqrSigCQFH,False,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,audio_features,3mRM4NM8iO7UBqrSigCQFH,spotify:track:3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,285373,4,6292482,285.37332,22050,0.23175,275.09262,-7.179,103.564,0.965,4,1.0,10,0.54,0,0.605,3mRM4NM8iO7UBqrSigCQFH
924,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",66,3mRM4NM8iO7UBqrSigCQFH,False,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,audio_features,3mRM4NM8iO7UBqrSigCQFH,spotify:track:3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,285373,4,6292482,285.37332,22050,0.23175,275.09262,-7.179,103.564,0.965,4,1.0,10,0.54,0,0.605,3mRM4NM8iO7UBqrSigCQFH
925,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",66,3mRM4NM8iO7UBqrSigCQFH,False,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,audio_features,3mRM4NM8iO7UBqrSigCQFH,spotify:track:3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,285373,4,6292482,285.37332,22050,0.23175,275.09262,-7.179,103.564,0.965,4,1.0,10,0.54,0,0.605,3mRM4NM8iO7UBqrSigCQFH
926,Bee Gees,Greatest,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",66,3mRM4NM8iO7UBqrSigCQFH,False,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,audio_features,3mRM4NM8iO7UBqrSigCQFH,spotify:track:3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,285373,4,6292482,285.37332,22050,0.23175,275.09262,-7.179,103.564,0.965,4,1.0,10,0.54,0,0.605,3mRM4NM8iO7UBqrSigCQFH
927,Bee Gees,Greatest,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",63,49OMJ1prsRA7ZYgrAjz70c,False,0.632,0.683,7,-6.434,1,0.0383,0.163,0.00013,0.847,0.701,105.955,audio_features,49OMJ1prsRA7ZYgrAjz70c,spotify:track:49OMJ1prsRA7ZYgrAjz70c,https://api.spotify.com/v1/tracks/49OMJ1prsRA7ZYgrAjz70c,https://api.spotify.com/v1/audio-analysis/49OMJ1prsRA7ZYgrAjz70c,197213,4,4348554,197.21333,22050,0.21959,189.06848,-6.434,105.955,0.816,4,0.865,7,0.524,1,0.574,49OMJ1prsRA7ZYgrAjz70c
928,Bee Gees,Greatest,"Night Fever - From ""Saturday Night Fever"" Soundtrack",61,5KgbyD2lQQlIupAaPjgiXg,False,0.733,0.795,1,-7.224,0,0.0249,0.0266,0.000948,0.083,0.892,109.122,audio_features,5KgbyD2lQQlIupAaPjgiXg,spotify:track:5KgbyD2lQQlIupAaPjgiXg,https://api.spotify.com/v1/tracks/5KgbyD2lQQlIupAaPjgiXg,https://api.spotify.com/v1/audio-analysis/5KgbyD2lQQlIupAaPjgiXg,212253,4,4680186,212.25333,22050,0.0,203.1688,-7.224,109.122,0.835,4,1.0,1,0.676,0,0.694,5KgbyD2lQQlIupAaPjgiXg
929,Bee Gees,Timeless - The All-Time Greatest Hits,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",48,4ICKuJDY5F2XdTR4fIMA7W,False,0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559,audio_features,4ICKuJDY5F2XdTR4fIMA7W,spotify:track:4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/tracks/4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/audio-analysis/4ICKuJDY5F2XdTR4fIMA7W,284427,4,6271608,284.42667,22050,0.29741,275.24353,-8.217,103.559,0.964,4,1.0,10,0.63,0,0.672,4ICKuJDY5F2XdTR4fIMA7W
930,Bee Gees,Timeless - The All-Time Greatest Hits,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",48,4ICKuJDY5F2XdTR4fIMA7W,False,0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559,audio_features,4ICKuJDY5F2XdTR4fIMA7W,spotify:track:4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/tracks/4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/audio-analysis/4ICKuJDY5F2XdTR4fIMA7W,284427,4,6271608,284.42667,22050,0.29741,275.24353,-8.217,103.559,0.964,4,1.0,10,0.63,0,0.672,4ICKuJDY5F2XdTR4fIMA7W
931,Bee Gees,Timeless - The All-Time Greatest Hits,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",48,4ICKuJDY5F2XdTR4fIMA7W,False,0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559,audio_features,4ICKuJDY5F2XdTR4fIMA7W,spotify:track:4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/tracks/4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/audio-analysis/4ICKuJDY5F2XdTR4fIMA7W,284427,4,6271608,284.42667,22050,0.29741,275.24353,-8.217,103.559,0.964,4,1.0,10,0.63,0,0.672,4ICKuJDY5F2XdTR4fIMA7W
932,Bee Gees,Timeless - The All-Time Greatest Hits,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",48,4ICKuJDY5F2XdTR4fIMA7W,False,0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559,audio_features,4ICKuJDY5F2XdTR4fIMA7W,spotify:track:4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/tracks/4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/audio-analysis/4ICKuJDY5F2XdTR4fIMA7W,284427,4,6271608,284.42667,22050,0.29741,275.24353,-8.217,103.559,0.964,4,1.0,10,0.63,0,0.672,4ICKuJDY5F2XdTR4fIMA7W
933,Bee Gees,Timeless - The All-Time Greatest Hits,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",48,4ICKuJDY5F2XdTR4fIMA7W,False,0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559,audio_features,4ICKuJDY5F2XdTR4fIMA7W,spotify:track:4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/tracks/4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/audio-analysis/4ICKuJDY5F2XdTR4fIMA7W,284427,4,6271608,284.42667,22050,0.29741,275.24353,-8.217,103.559,0.964,4,1.0,10,0.63,0,0.672,4ICKuJDY5F2XdTR4fIMA7W
934,Bee Gees,Timeless - The All-Time Greatest Hits,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",48,4ICKuJDY5F2XdTR4fIMA7W,False,0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559,audio_features,4ICKuJDY5F2XdTR4fIMA7W,spotify:track:4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/tracks/4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/audio-analysis/4ICKuJDY5F2XdTR4fIMA7W,284427,4,6271608,284.42667,22050,0.29741,275.24353,-8.217,103.559,0.964,4,1.0,10,0.63,0,0.672,4ICKuJDY5F2XdTR4fIMA7W
935,Bee Gees,Timeless - The All-Time Greatest Hits,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",48,4ICKuJDY5F2XdTR4fIMA7W,False,0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559,audio_features,4ICKuJDY5F2XdTR4fIMA7W,spotify:track:4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/tracks/4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/audio-analysis/4ICKuJDY5F2XdTR4fIMA7W,284427,4,6271608,284.42667,22050,0.29741,275.24353,-8.217,103.559,0.964,4,1.0,10,0.63,0,0.672,4ICKuJDY5F2XdTR4fIMA7W
936,Bee Gees,Timeless - The All-Time Greatest Hits,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",48,4ICKuJDY5F2XdTR4fIMA7W,False,0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559,audio_features,4ICKuJDY5F2XdTR4fIMA7W,spotify:track:4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/tracks/4ICKuJDY5F2XdTR4fIMA7W,https://api.spotify.com/v1/audio-analysis/4ICKuJDY5F2XdTR4fIMA7W,284427,4,6271608,284.42667,22050,0.29741,275.24353,-8.217,103.559,0.964,4,1.0,10,0.63,0,0.672,4ICKuJDY5F2XdTR4fIMA7W
937,Bee Gees,Tales From The Brothers Gibb,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",52,79hJaqmVdohltPBNN6BULM,False,0.708,0.567,10,-15.539,0,0.0355,0.07,0.00105,0.152,0.955,103.606,audio_features,79hJaqmVdohltPBNN6BULM,spotify:track:79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/tracks/79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/audio-analysis/79hJaqmVdohltPBNN6BULM,281667,4,6210750,281.66666,22050,0.22095,274.81976,-15.539,103.606,0.964,4,1.0,10,0.481,0,0.573,79hJaqmVdohltPBNN6BULM
938,Bee Gees,Tales From The Brothers Gibb,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",52,79hJaqmVdohltPBNN6BULM,False,0.708,0.567,10,-15.539,0,0.0355,0.07,0.00105,0.152,0.955,103.606,audio_features,79hJaqmVdohltPBNN6BULM,spotify:track:79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/tracks/79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/audio-analysis/79hJaqmVdohltPBNN6BULM,281667,4,6210750,281.66666,22050,0.22095,274.81976,-15.539,103.606,0.964,4,1.0,10,0.481,0,0.573,79hJaqmVdohltPBNN6BULM
939,Bee Gees,Tales From The Brothers Gibb,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",52,79hJaqmVdohltPBNN6BULM,False,0.708,0.567,10,-15.539,0,0.0355,0.07,0.00105,0.152,0.955,103.606,audio_features,79hJaqmVdohltPBNN6BULM,spotify:track:79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/tracks/79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/audio-analysis/79hJaqmVdohltPBNN6BULM,281667,4,6210750,281.66666,22050,0.22095,274.81976,-15.539,103.606,0.964,4,1.0,10,0.481,0,0.573,79hJaqmVdohltPBNN6BULM
940,Bee Gees,Tales From The Brothers Gibb,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",52,79hJaqmVdohltPBNN6BULM,False,0.708,0.567,10,-15.539,0,0.0355,0.07,0.00105,0.152,0.955,103.606,audio_features,79hJaqmVdohltPBNN6BULM,spotify:track:79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/tracks/79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/audio-analysis/79hJaqmVdohltPBNN6BULM,281667,4,6210750,281.66666,22050,0.22095,274.81976,-15.539,103.606,0.964,4,1.0,10,0.481,0,0.573,79hJaqmVdohltPBNN6BULM
941,Bee Gees,Tales From The Brothers Gibb,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",52,79hJaqmVdohltPBNN6BULM,False,0.708,0.567,10,-15.539,0,0.0355,0.07,0.00105,0.152,0.955,103.606,audio_features,79hJaqmVdohltPBNN6BULM,spotify:track:79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/tracks/79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/audio-analysis/79hJaqmVdohltPBNN6BULM,281667,4,6210750,281.66666,22050,0.22095,274.81976,-15.539,103.606,0.964,4,1.0,10,0.481,0,0.573,79hJaqmVdohltPBNN6BULM
942,Bee Gees,Tales From The Brothers Gibb,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",52,79hJaqmVdohltPBNN6BULM,False,0.708,0.567,10,-15.539,0,0.0355,0.07,0.00105,0.152,0.955,103.606,audio_features,79hJaqmVdohltPBNN6BULM,spotify:track:79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/tracks/79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/audio-analysis/79hJaqmVdohltPBNN6BULM,281667,4,6210750,281.66666,22050,0.22095,274.81976,-15.539,103.606,0.964,4,1.0,10,0.481,0,0.573,79hJaqmVdohltPBNN6BULM
943,Bee Gees,Tales From The Brothers Gibb,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",52,79hJaqmVdohltPBNN6BULM,False,0.708,0.567,10,-15.539,0,0.0355,0.07,0.00105,0.152,0.955,103.606,audio_features,79hJaqmVdohltPBNN6BULM,spotify:track:79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/tracks/79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/audio-analysis/79hJaqmVdohltPBNN6BULM,281667,4,6210750,281.66666,22050,0.22095,274.81976,-15.539,103.606,0.964,4,1.0,10,0.481,0,0.573,79hJaqmVdohltPBNN6BULM
944,Bee Gees,Tales From The Brothers Gibb,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",52,79hJaqmVdohltPBNN6BULM,False,0.708,0.567,10,-15.539,0,0.0355,0.07,0.00105,0.152,0.955,103.606,audio_features,79hJaqmVdohltPBNN6BULM,spotify:track:79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/tracks/79hJaqmVdohltPBNN6BULM,https://api.spotify.com/v1/audio-analysis/79hJaqmVdohltPBNN6BULM,281667,4,6210750,281.66666,22050,0.22095,274.81976,-15.539,103.606,0.964,4,1.0,10,0.481,0,0.573,79hJaqmVdohltPBNN6BULM
945,Yvonne Elliman,The Best Of Yvonne Elliman,If I Can't Have You,54,0QjPiq9Wka9I1b4uzWETYI,False,0.616,0.681,11,-10.773,1,0.0416,0.102,1.47e-06,0.296,0.811,109.454,audio_features,0QjPiq9Wka9I1b4uzWETYI,spotify:track:0QjPiq9Wka9I1b4uzWETYI,https://api.spotify.com/v1/tracks/0QjPiq9Wka9I1b4uzWETYI,https://api.spotify.com/v1/audio-analysis/0QjPiq9Wka9I1b4uzWETYI,180160,4,3972528,180.16,22050,0.23211,169.04128,-10.773,109.454,0.603,4,1.0,11,0.125,1,0.245,0QjPiq9Wka9I1b4uzWETYI
946,Yvonne Elliman,Best Of/20th Century,"If I Can't Have You - From ""Saturday Night Fever""",33,1yMESEP3oIx9BaBNu1YFne,False,0.549,0.842,8,-6.458,0,0.0551,0.133,0.0,0.451,0.787,109.397,audio_features,1yMESEP3oIx9BaBNu1YFne,spotify:track:1yMESEP3oIx9BaBNu1YFne,https://api.spotify.com/v1/tracks/1yMESEP3oIx9BaBNu1YFne,https://api.spotify.com/v1/audio-analysis/1yMESEP3oIx9BaBNu1YFne,177013,4,3903144,177.01334,22050,0.35397,170.835,-6.458,109.397,0.584,4,1.0,8,0.141,0,0.328,1yMESEP3oIx9BaBNu1YFne
947,Andy Gibb,Shadow Dancing,Shadow Dancing,47,3unwRUV5qbjMmH3NJtaODy,False,0.74,0.598,7,-9.658,0,0.0321,0.15,0.0,0.0664,0.952,101.933,audio_features,3unwRUV5qbjMmH3NJtaODy,spotify:track:3unwRUV5qbjMmH3NJtaODy,https://api.spotify.com/v1/tracks/3unwRUV5qbjMmH3NJtaODy,https://api.spotify.com/v1/audio-analysis/3unwRUV5qbjMmH3NJtaODy,276000,4,6085800,276.0,22050,0.24063,267.4997,-9.658,101.933,0.204,4,1.0,7,0.596,0,0.548,3unwRUV5qbjMmH3NJtaODy
948,Andy Gibb,The Very Best Of,Shadow Dancing,21,1oTBbWCBV2lbcYHUw9L8XM,False,0.714,0.707,7,-7.147,0,0.0416,0.16,0.0,0.058,0.942,101.785,audio_features,1oTBbWCBV2lbcYHUw9L8XM,spotify:track:1oTBbWCBV2lbcYHUw9L8XM,https://api.spotify.com/v1/tracks/1oTBbWCBV2lbcYHUw9L8XM,https://api.spotify.com/v1/audio-analysis/1oTBbWCBV2lbcYHUw9L8XM,275533,4,6075510,275.53333,22050,0.71406,267.94666,-7.147,101.785,0.553,4,1.0,7,0.614,0,0.55,1oTBbWCBV2lbcYHUw9L8XM
949,The Rolling Stones,Some Girls,Miss You - Remastered,69,3hJLKtTpgct9Y9wKww0BiR,False,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,audio_features,3hJLKtTpgct9Y9wKww0BiR,spotify:track:3hJLKtTpgct9Y9wKww0BiR,https://api.spotify.com/v1/tracks/3hJLKtTpgct9Y9wKww0BiR,https://api.spotify.com/v1/audio-analysis/3hJLKtTpgct9Y9wKww0BiR,288667,4,6365100,288.66666,22050,0.49365,272.312,-4.746,109.689,0.804,4,1.0,9,0.538,0,0.474,3hJLKtTpgct9Y9wKww0BiR
