,artist_name,album_name,song_name,popularity,track_id,track_explicit
216,Mr. Tambourine Man,THE ORIGINAL SINGLES 1965 - 1967 Volume I,The Byrds,34,691UfzALYfLjSwfenfOg4N,False
217,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads,The Rolling Stones,76,2PzU4IB8Dr6mxV3lHuaG34,False
218,(I Can't Get No) Satisfaction - Mono Version,Hot Rocks (1964-1971),The Rolling Stones,60,5FKkbyGm42hw1y08l2knlO,False
219,(I Can't Get No) Satisfaction - (Original Single Mono Version),Singles 1965-1967,The Rolling Stones,45,1b6AW6uDrtrUN0Y6GJR45j,False
220,(I Can't Get No) Satisfaction - Saturday Club / 1965,On Air (Deluxe),The Rolling Stones,45,2aBM9gLAhJgaUIo7HVZ75j,False
221,(I Can't Get No) Satisfaction - Mono,The Rolling Stones In Mono (Remastered 2016),The Rolling Stones,40,2a8lZbMfqqYPRdnFxC0h36,False
222,(I Can't Get No) Satisfaction - Mono Version,Big Hits (High Tide and Green Grass),The Rolling Stones,34,2UOjqy9WRwMmBm6M6h6Jrm,False
223,(I Can't Get No) Satisfaction - Live,A Bigger Bang (Live),The Rolling Stones,31,0uyhzYLrea2F9PQNbDWKan,False
224,(I Can't Get No) Satisfaction - Live Licks Tour / Remastered 2009,Live Licks,The Rolling Stones,35,4B9Mt7tJXONfDEQkMWv3Fa,False
225,"(I Can't Get No) Satisfaction - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),The Rolling Stones,27,7i0GRg4OOImfw5DDGka9mP,False
226,I Got You Babe,Look At Us,Sonny & Cher,64,4SGBuq37Ol4HJr7pQqFMKa,False
227,I Got You Babe,The Beat Goes On: Best Of,Sonny & Cher,59,2SWBfqj1FrS8t8z56G55rP,False
228,I Got You Babe,The Best Of Sonny & Cher,Sonny & Cher,49,6tMjtHEBwMkxslhOe9SHE8,False
229,I Got You Babe - 45 Version,I Got You Babe / It's Gonna Rain [Digital 45],Sonny & Cher,22,4zgwcLHZNP9soysqD9PNlt,False
230,Help! - Remastered 2009,Help! (Remastered),The Beatles,71,7DD7eSuYSC5xk2ArU62esN,False
231,Hang On Sloopy,Hang On Sloopy: The Best Of The McCoys,The McCoys,56,0i7O5MtSTXvR4BEY7stpjF,False
232,Yesterday - Remastered 2009,Help! (Remastered),The Beatles,75,3BQHpFgAp4l80e1XslIjNI,False
233,Yesterday - Remastered 2015,1 (Remastered),The Beatles,59,4E5rL7YL0hVUPqeMSpjEF2,False
234,Get Off of My Cloud - Live,got LIVE if you want it!,The Rolling Stones,20,2rBo6CIB4gp0wASTHCtWpf,False
235,Turn! Turn! Turn! (To Everything There Is a Season),Turn! Turn! Turn!,The Byrds,65,5qBqBdfTEIWJwAS0Jm2F5R,False
236,Turn! Turn! Turn! (To Everything There Is a Season),The Essential Byrds,The Byrds,38,5PHGTeEdFxTEb4hepxug86,False
237,Turn! Turn! Turn! (To Everything There Is a Season),THE ORIGINAL SINGLES 1965 - 1967 Volume I,The Byrds,30,2Ln9nUuOI5VEAsH3XmUnzM,False
238,The Sound of Silence - Electric Version,Sounds Of Silence,Simon & Garfunkel,52,2YplrdHMBoRdnHgMeHEwHm,False
239,We Can Work It Out - Remastered 2015,1 (Remastered),The Beatles,60,1hTUFqJuQAMjXVGwUPWDqi,False
240,We Can Work It Out - Remastered 2009,The Beatles 1962 - 1966 (Remastered),The Beatles,57,7LNiAjyg9P2GKINTtN6Yt8,False
241,We Can Work It Out - Remastered 2009,Past Masters (Vols. 1 & 2 / Remastered),The Beatles,37,7tBAxQ6hD4mhr1sYQhwWDP,False
242,Lightnin' Strikes,Lightnin’ Strikes: The Very Best Of The MGM Recordings,Lou Christie,43,2OQhFe5jjTnMWaaDRZxz31,False
243,These Boots Are Made for Walkin',Start Walkin' 1965-1976,Nancy Sinatra,60,2HEgBBls7l0smWTxPx0MtZ,False
244,These Boots Are Made for Walkin',Boots,Nancy Sinatra,31,2PneNdtypG6XcgmWmGd9FI,False
245,When a Man Loves a Woman,When a Man Loves a Woman,Percy Sledge,67,51FpzuGkRYXFgsE2zXt9av,False
246,When a Man Loves a Woman,When a Man Loves a Woman,Percy Sledge,47,0GVxSbigOiKlGfI30Uw00X,False
247,When a Man Loves a Woman - 2000 Remaster,The Atlantic Recordings,Percy Sledge,47,4aOYzIRv0jl8VShCWZr1hA,False
248,When a Man Loves a Woman - Rerecorded,Soul Legends (Collector's Edition),Percy Sledge,33,1luy4TXWkO5p5FtEj4tovI,False
249,Paperback Writer - Remastered 2015,1 (Remastered),The Beatles,60,0Ui8KPWZbJJQ2Y0CIQuVqX,False
250,Paperback Writer - Remastered 2009,Past Masters (Vols. 1 & 2 / Remastered),The Beatles,38,4401c08DdNwwGEg8WGCkQf,False
251,Paperback Writer - Remastered 2009,The Beatles 1962 - 1966 (Remastered),The Beatles,38,3OtsmzTZs50ahEnHKVvozC,False
252,Wild Thing,From Nowhere,The Troggs,63,7jGzYUZ2Bgg8BDfYlQRfn8,False
253,Summer in the City - Remastered,Hums Of The Lovin' Spoonful,The Lovin' Spoonful,64,7AzFID6u1b3zIWbd9pb8Dk,False
254,Summer in the City,The Greatest Hits,The Lovin' Spoonful,33,7yso4IDOXI6yLI3n3VnQP4,False
255,Sunshine Superman,Sunshine Superman,Donovan,59,4RGxUjaCmVtD30pIhtEi7w,False
256,Sunshine Superman,The Essential Donovan,Donovan,16,3xvpKH1G6zvpPw5j19aaJq,False
257,You Can't Hurry Love,The Supremes A' Go-Go (Expanded Edition),The Supremes,73,1OppEieGNdItZbE14gLBEv,False
258,You Can't Hurry Love - Alternate Vocal,Supreme Rarities: Motown Lost & Found,Diana Ross & The Supremes,38,3NLsv7HigpQ1dyMMLZ6H7n,False
259,You Can't Hurry Love,Supremes A Go Go,The Supremes,33,4H1iMlEWKZmpKTHCZzDhju,False
260,You Can't Hurry Love - Mono,The Supremes A' Go-Go (Expanded Edition),The Supremes,28,2iJP97Bttwb6bbZO9wNEJ9,False
261,You Can't Hurry Love,The Supremes: Box Set,The Supremes,19,2BNP0fIRCHM2uDznRe6S7u,False
262,Cherish,And Then...Along Comes,The Association,47,7uGeDI6nJEdUYMsMd7mQyl,False
263,Reach Out I'll Be There,Reach Out,Four Tops,58,6Pkj4nv5K53i64cLVgkVyY,False
264,Reach Out I'll Be There - Single Version / Mono,Essential Collection: Four Tops,Four Tops,53,0PpamSdfQzIAvj5OB9Bz54,False
265,Reach Out I'll Be There - Single Version / Mono,The Ultimate Collection: Four Tops,Four Tops,44,2VwRmAIjgmwNPDh4eMK1EH,False
266,Reach Out I'll Be There,The Definitive Collection,Four Tops,27,2ELbFFbETUl4NYM7mWTmwj,False
267,Reach Out I'll Be There,20th Century Masters: The Millennium Collection: Best Of The Four Tops,Four Tops,20,5iU3HxW3z0jNhAUzK1tQsF,False
268,Last Train to Clarksville - Original Stereo Version; 2006 Remaster,The Monkees (Deluxe Edition),The Monkees,52,3h4t9qpFktohHeUQc3hZCa,False
269,Last Train to Clarksville,The Best of The Monkees,The Monkees,39,3dgyDSKfzaNBtlZuUxc8IW,False
270,Last Train to Clarksville - Stereo Mix,The Monkees 50,The Monkees,20,1LjOxwkLSj7VwtqBc5erpR,False
271,Last Train to Clarksville,Forever,The Monkees,14,6aiCJldTjjksy3Cs9W4rg6,False
272,Last Train to Clarksville,Music Box (The Monkees),The Monkees,10,2YnXoUJX2EQGOa2L8dSKYV,False
273,"Last Train to Clarksville - Live at Municipal Auditorium, Mobile, AL, 8/12/1967",Summer 1967: The Complete U.S. Concert Recordings,The Monkees,7,1yi5mNWRvdTOItcrnc2vtR,False
274,Last Train to Clarksville - Live,"Live, 1967",The Monkees,5,7ItEe2C7vthvwbJUoQu5Fe,False
275,Last Train to Clarksville,Rhino Hi-Five: The Monkees,The Monkees,3,0PjshjkY3tgVaE1mo3fbe8,False
276,You Keep Me Hangin' On,"The Supremes Sing Holland, Dozier, Holland",The Supremes,57,4a01ClusxuZiloOK5UgLUn,False
277,Good Vibrations - Remastered 2001,Smiley Smile (Remastered),The Beach Boys,70,5t9KYe0Fhd5cW6UYT4qP8f,False
278,Good Vibrations - Remastered 2001,Good Vibrations 40th Anniversary,The Beach Boys,64,2oF7FZHIJbzjeEXZ3D0Ku4,False
279,Good Vibrations,50 Big Ones: Greatest Hits,The Beach Boys,48,7tf64lNC31lWlTsih0nfZf,False
280,Good Vibrations,The Smile Sessions,The Beach Boys,55,6aU6a9tdn2vHhnPGlboFZX,False
281,Good Vibrations (Stereo),Smiley Smile (Mono & Stereo),The Beach Boys,41,6ekY52h4HwNCHgCkiHTVaR,False
282,Good Vibrations,Greatest Hits,The Beach Boys,31,0eWuqjxrz4V6UzMVOMNMjh,False
283,Good Vibrations - Remastered 2001,The Very Best Of The Beach Boys: Sounds Of Summer,The Beach Boys,32,4fwQPMYKmRVwRi7JAvMGoJ,False
284,Good Vibrations,The Beach Boys With The Royal Philharmonic Orchestra,The Beach Boys,32,1iosYfAlCjiqmbLWMYTdW2,False
285,Good Vibrations,The Smile Sessions,The Beach Boys,27,234OatJElN7VHiznWuEuAx,False
286,Good Vibrations - Mono Version,Endless Summer,The Beach Boys,23,0FJYVGnkXPy1k0HfAGQPC8,False
287,Kind of a Drag,The Hit Singles Collection,The Buckinghams,41,3RnsnfrquBAy6kIejQzc2C,False
288,Kind of a Drag,Kind of a Drag (Expanded Edition),The Buckinghams,25,65wUTKQhWvfCoGvayiJ4du,False
289,Kind of a Drag,"Mercy, Mercy, Mercy (A Collection)",The Buckinghams,16,0eo6DbG3X03HPltJwpdvSu,False
290,Kind of a Drag,Kind of a Drag,The Buckinghams,4,2CLZ3fQKv00T6TwSuB2309,False
291,Ruby Tuesday,Between The Buttons,The Rolling Stones,61,4hupcimlg3UBbW1kAQ6vrT,False
292,Ruby Tuesday,Hot Rocks (1964-1971),The Rolling Stones,43,2EV1QIypzlJcynYfZZZaJ5,False
293,Ruby Tuesday,Flowers,The Rolling Stones,37,10IdU8PgujnWOe33sWQipV,False
294,Ruby Tuesday - (Original Single Mono Version),Singles 1965-1967,The Rolling Stones,30,4wCvcDwIzWIZ34UUhuszJ7,False
295,Ruby Tuesday,"Through The Past, Darkly (Big Hits Vol. 2)",The Rolling Stones,26,2vdv724FGQhaBMxJGYk5zO,False
296,Ruby Tuesday - Live,Steel Wheels Live,The Rolling Stones,29,1my92Wv8c2WWZCj8XzcMKm,False
297,Ruby Tuesday,The Rolling Stones Singles Collection: The London Years,The Rolling Stones,21,57MOUPaDWkIaNtfanjRWpf,False
298,Ruby Tuesday - Live / Remastered 2009,Flashpoint,The Rolling Stones,31,4pODICyT0skWqpXC2FrJ9o,False
299,Penny Lane - Remastered 2009,Magical Mystery Tour (Remastered),The Beatles,64,1h04XMpzGzmAudoI6VHBgA,False
300,Penny Lane - Remastered 2015,1 (Remastered),The Beatles,54,7afyyi8zn4FzWbcJ70F56V,False
301,Penny Lane,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),The Beatles,52,1sjmKmR4u9xDeJHjDCn2bZ,False
302,Penny Lane - Stereo Mix 2017,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),The Beatles,42,7k1gXoiBTddulMBVlKuJIs,False
303,Penny Lane - Stereo Mix 2017,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),The Beatles,45,57YeN4L1zAYvnIlLwL3hp6,False
304,Penny Lane - Remastered 2009,The Beatles 1967 - 1970 (Remastered),The Beatles,40,5dfvhl9mJqgMVLNm3LAMnG,False
305,Penny Lane - Alternate Mix / Anthology 2 Version,Anthology 2,The Beatles,29,1KlP1Nct3GYNJsDbdmTASb,False
306,Penny Lane - Take 6 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),The Beatles,27,2ac3duEVpfrlgx4FGoPvxA,False
307,Penny Lane - Take 6 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),The Beatles,25,4A8PQVuWGPWc8qp33aJX2U,False
308,Penny Lane - Vocal Overdubs And Speech,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),The Beatles,24,5H7u0LYDbDeYFp9ZAAP8Di,False
309,Happy Together,Happy Together,The Turtles,73,1JO1xLtVc8mWhIoE3YaCL0,False
310,Happy Together - Remastered,All the Singles,The Turtles,43,2admbUc576sC6M0QeUkg2C,False
311,Happy Together,Save the Turtles: the Turtles Greatest Hits,The Turtles,29,1ZBY8XeuUKm2uAnFY9zYqq,False
312,The Happening,Gold,The Supremes,44,2SusUbsUQnw8OJDq56ZMbE,False
313,Groovin',Groovin' (Mono),The Young Rascals,59,3c2kMiSB86tVq1J4oULmvL,False
314,Respect,I Never Loved a Man the Way I Love You,Aretha Franklin,73,7s25THrKz86DM225dOYwnr,False
315,Respect,Queen of Soul - The Best of Aretha Franklin,Aretha Franklin,40,1LI7vkkJ5EKLl6MpZBWZF2,False
316,Windy - Remastered Version,Insight Out,The Association,48,1lHiKWnlJtjzA4vHnjAr39,False
317,Windy,Just The Right Sound: The Association Anthology [Digital Version],The Association,40,6RUpOheT93fUdI508K5w6U,False
318,Light My Fire,The Doors,The Doors,71,5uvosCdMlFdTXhoazkTI5R,False
319,Light My Fire - Mono,Light My Fire / Crystal Ship,The Doors,41,7aghcqWLL9hGMIb0VFdbyD,False
320,Light My Fire - 2017 Remaster,The Doors (50th Anniversary Deluxe Edition),The Doors,38,6l8BhUGXyQWFGWJY5tohDC,False
321,Light My Fire - New Stereo Mix,The Very Best of the Doors,The Doors,38,6tGlPE4QClYVNdaRFxV6Iy,False
322,All You Need Is Love - Remastered 2009,Magical Mystery Tour (Remastered),The Beatles,65,68BTFws92cRztMS1oQ7Ewj,False
323,All You Need Is Love - Remastered 2015,1 (Remastered),The Beatles,56,6KqiVlOLfDzJViJVAPym1p,False
324,All You Need Is Love,Yellow Submarine Songtrack,The Beatles,51,5zqJlEJcn0EfnvAScH8swK,False
325,All You Need Is Love - Remastered 2009,Yellow Submarine (Remastered),The Beatles,41,2Z8cY4QpZTFUZxCQCpvNe1,False
326,All You Need Is Love,Love,The Beatles,41,3oGGipilQmZTol8qFTR6u1,False
327,All You Need Is Love - Remastered 2009,The Beatles 1967 - 1970 (Remastered),The Beatles,38,6tzFM08UuwxhuftjfUqaQA,False
328,The Letter,The Letter/Neon Rainbow,The Box Tops,63,6RJK553YhstRzyKA4mug09,False
329,To Sir With Love,Greatest Hits,Lulu,40,5ox7YOS0Tovw2OIp1T4Ste,False
330,To Sir With Love - 2002 Remastered Version,Most Of Lulu / Lulu's Album,Lulu,15,61QYBPXTP6VofjdINPEzmn,False
331,Daydream Believer,"The Birds, The Bees, & The Monkees",The Monkees,68,7uEcCGtM1FBBGIhPozhJjv,False
332,Daydream Believer,The Best of The Monkees,The Monkees,41,1LTgbCS6YUFi5ge1ctZZc0,False
333,Daydream Believer - 2010 Remaster,The Monkees 50,The Monkees,28,4CNYjUXykqF9VdnwM7SPNR,False
334,Daydream Believer,Forever,The Monkees,24,2egjT9FWueHhHI6OFZRh8C,False
335,Daydream Believer - Live,The Monkees Live - The Mike & Micky Show,The Monkees,15,3uJCVjEksj1JXyJgqL3SxT,False
336,Daydream Believer,Music Box (The Monkees),The Monkees,11,0pSKGTCkvVzrQ5koBlVXdF,False
337,"Hello, Goodbye - Remastered 2009",Magical Mystery Tour (Remastered),The Beatles,63,0vZ97gHhemKm6c64hTfJNA,False
338,"Hello, Goodbye - Remastered 2015",1 (Remastered),The Beatles,53,0hqjsgWRfMBf2s8xsvRq1M,False
339,"Hello, Goodbye - Remastered 2009",The Beatles 1967 - 1970 (Remastered),The Beatles,39,2IWBUE3nED9Apuqhdov9O6,False
340,Green Tambourine,Green Tambourine,The Lemon Pipers,44,240FNg8tSGXr9OGswVMuO6,False
341,Green Tambourine,The Best of the Lemon Pipers,The Lemon Pipers,43,70jnaGaj1rtpyABfUURpvr,False
342,Green Tambourine,Best of the Lemon Pipers,The Lemon Pipers,0,7dduUTtboi5sADiF1VvEsJ,False
343,Love is Blue,Paul Mauriat. Grandes Exitos,Paul Mauriat,50,0tS7Mli5NtOcpeCqC25GWd,False
344,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Bookends,Simon & Garfunkel,74,0iOZM63lendWRTTeKhZBSC,False
345,Mrs. Robinson - Single Mix,Greatest Hits,Simon & Garfunkel,37,0gFvkiT2afIcJwNxXQ7W51,False
346,"Mrs. Robinson - Live at Central Park, New York, NY - September 19, 1981",The Concert in Central Park (Live),Simon & Garfunkel,39,7H6Js93n0e96ljRB5orHmZ,False
347,Mrs. Robinson - Version 2,The Graduate,Simon & Garfunkel,33,0Z8bVp8wkMa9OfL3buCdwC,False
348,Mrs. Robinson - Version 1,The Graduate,Simon & Garfunkel,27,2Aa7a2Fr6IAVzngTSoAUNx,False
349,"Mrs. Robinson - Live at Southern Illinois University, Carbondale, IL - November 1969",Live 1969,Simon & Garfunkel,30,1yl142pb20kRLhwuj6GQDb,False
350,"Mrs. Robinson - From ""The Graduate"" Soundtrack",The Best Of Simon & Garfunkel,Simon & Garfunkel,27,4WkWVWK7bDgpRQG2gBywNp,False
351,"Mrs. Robinson - From ""The Graduate"" Soundtrack",The Essential Simon & Garfunkel,Simon & Garfunkel,25,0S7Ux03KYWTdKEdcPRWMSz,False
352,"Hello, I Love You",Waiting for the Sun,The Doors,61,3bWGaqVeYKMlLss40mPgNn,False
353,"Hello, I Love You - 2018 Remaster",Hello I Love You,The Doors,43,73uTAbsl0iwA2Aj0d4oCPp,False
354,"Hello, I Love You - New Stereo Mix",The Future Starts Here: The Essential Doors Hits,The Doors,43,4uROF3wTMMIFsZbLGyR1AG,False
355,"Hello, I Love You - New Stereo Mix",The Very Best of the Doors,The Doors,33,76Jl2Pcd7MPVptEpWvJUzW,False
356,"Hello, I Love You - 2018 Remaster",Waiting for the Sun (50th Anniversary Deluxe Edition),The Doors,33,3l5R0ltI7UufbrjK6Kj0Nv,False
357,"Hello, I Love You - Adam Freeland Fabric Mix",The Very Best of the Doors,The Doors,27,6n7hW6sgeSxwwcSiTAYpFo,False
358,"Hello, I Love You - Rough Mix",Waiting for the Sun (50th Anniversary Deluxe Edition),The Doors,24,3J9QYkR8sVZurrhaQUoWra,False
359,"Hello, I Love You",The Complete Studio Albums,The Doors,22,4dmOKl6aYjArPhR0RBSaxU,False
360,"Hello, I Love You - Live at the Hollywood Bowl, 1968",Live at the Bowl '68,The Doors,18,2FiFGnzxP9vALFm9E5HmyV,False
361,People Got to Be Free,Freedom Suite,The Rascals,43,5tUEIByLWg1sYWajZ2x5zx,False
362,People Got to Be Free - Single Version,The Rascals: Essentials,The Rascals,29,49oQUbmhXqjGb850ERxtfb,False
363,Hey Jude - Remastered 2015,1 (Remastered),The Beatles,74,0aym2LBJBk9DAYuHHutrIl,False
364,Hey Jude - Remastered 2009,The Beatles 1967 - 1970 (Remastered),The Beatles,64,3m7V717IKZqZLW5qUIOxdD,False
365,Hey Jude,Love,The Beatles,62,1eT2CjXwFXNx6oY5ydvzKU,False
366,Hey Jude - Remastered 2009,Past Masters (Vols. 1 & 2 / Remastered),The Beatles,44,2iGtdYI4lI0jDpnxJOqZRw,False
367,Dizzy,Tommy's 22 Big Ones,Tommy Roe,48,5LvIl1VHaqtCJJXwrB8QR9,False
368,Dizzy,Greatest Hits - The Original ABC Hit Recordings,Tommy Roe,36,3jJKKhg0t4HpdfNDyGiZDy,False
369,"Love Theme from ""Romeo and Juliet"" - Remastered",Greatest Hits - The Best of Henry Mancini,Henry Mancini,31,25anT79TQrh5ely884DEpL,False
370,Honky Tonk Women - Mono Version,Hot Rocks (1964-1971),The Rolling Stones,63,3RZMzCvYsmJ0u2ioKTOsmJ,False
371,Honky Tonk Women,Honky Tonk Women / You Can't Always Get What You Want,The Rolling Stones,61,3fnPv1LRMxENr63afVhaz1,False
372,Honky Tonk Women - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),The Rolling Stones,53,40N7vAFHhwuS92Ce66mkpw,False
373,Honky Tonk Women - Mono Version,"Through The Past, Darkly (Big Hits Vol. 2)",The Rolling Stones,39,4z7OCDAAIZxfzQ6qyUSx1O,False
374,Honky Tonk Women - (Original Single Stereo Version),Singles 1968-1971,The Rolling Stones,37,3H6ZgktntZd2oCinY84HYT,False
375,Honky Tonk Women - Live,Get Yer Ya-Ya's Out! (Remastered),The Rolling Stones,30,4vGmdNInQ0n8oNIKn0HR0l,False
376,Honky Tonk Women - Live,A Bigger Bang (Live),The Rolling Stones,33,0wiyEXjLIGSZP4kp2eydHE,False
377,Honky Tonk Women - Mono,Honky Tonk Women / You Can't Always Get What You Want,The Rolling Stones,28,4KyRUiZSlMWJuvGvYzRx5V,False
378,Honky Tonk Women - Live,Some Girls: Live In Texas '78,The Rolling Stones,24,3p0wic6U0pkfEZjTKUsoFC,False
379,Honky Tonk Women - Mono Version,The Rolling Stones Singles Collection: The London Years,The Rolling Stones,23,6FalWsfvk0gcsvVawh81X9,False
380,Honky Tonk Women - Live,Steel Wheels Live,The Rolling Stones,28,6tnb1C5ebS1nlTwHhTxoEm,False
381,"Sugar, Sugar","The Very Best Of ""The Archies""",The Archies,65,3iSws76HjaU7k49EqJVTfF,False
382,Suspicious Minds,From Elvis in Memphis,Elvis Presley,71,1H5IfYyIIAlgDX8zguUzns,False
383,Suspicious Minds,The Best of The '68 Comeback Special,Elvis Presley,58,4BZ4zs8i0h0fpVuXHsZl8R,False
384,Suspicious Minds,Elvis 30 #1 Hits,Elvis Presley,55,6KDG8vvFerlCU63IXdw1zb,False
385,Suspicious Minds,The Essential Elvis Presley,Elvis Presley,51,3rSsfex84o72wsK1rTWOo1,False
386,Suspicious Minds (Viva Elvis),Viva Elvis,Elvis Presley,43,1egUzBLDwjogZJdYKTskNM,False
387,Suspicious Minds - with The Royal Philharmonic Orchestra,The Wonder of You: Elvis Presley with the Royal Philharmonic Orchestra,Elvis Presley,40,36NFBqQqd6gRjgXng05KbE,False
388,"Suspicious Minds - Live in Las Vegas, NV - August 1969 - Single Edit","Suspicious Minds (Live in Las Vegas, August 23, 1969)",Elvis Presley,35,02idjM5fouKndcXayVv2nI,False
389,Wedding Bell Blues - Laura Nyro Cover,The Age Of Aquarius,The 5th Dimension,51,0bzNvVatHKKtAudmRvar8J,False
390,Wedding Bell Blues,Master Hits,The 5th Dimension,34,1NmEZ3MPCktnLtrqusUrzt,False
391,Wedding Bell Blues - Digitally Remastered: 1997,The Essential Fifth Dimension,The 5th Dimension,27,6qjPhpkReNhTsM3rVpDGiV,False
392,Wedding Bell Blues - Digitally Remastered: 1997,Up-Up And Away: The Definitive Collection,The 5th Dimension,24,5cQ27m0eLGG3wOcMQovj2e,False
393,Wedding Bell Blues,The Very Best Of,The 5th Dimension,26,2IpIOw1wpz0sCVpkiuaMiq,False
394,Medley: The Worst That Could Happen/Wedding Bell Blues,Ultimate 5th Dimension,The 5th Dimension,18,1xRCij6zwYas5BvM4pLsWJ,False
395,Wedding Bell Blues - Single Version,The Singles (1966-1975),The 5th Dimension,9,0T3sYZxBCvqUWGI0C5mAt0,False
396,Leaving on a Jet Plane - 2004 Remaster,"The Very Best of Peter, Paul and Mary","Peter, Paul and Mary",28,14mwel8vjedANfclf48jfw,False
397,I Want You Back,Greatest Hits,The Jackson 5,62,2OSfEYKhlSsLx6vn4O75RK,False
398,I Want You Back,Anthology: Jackson 5,The Jackson 5,59,3tSi6iFO9yLGIYIqMEgjC9,False
399,I Want You Back,Motown Legends: Jackson 5 - Never Can Say Goodbye,The Jackson 5,50,4CbUtLtAcgLJ7mAIeooJS8,False
400,"Bridge over Troubled Water - Live at Central Park, New York, NY - September 19, 1981",The Concert in Central Park (Live),Simon & Garfunkel,38,0582nYCaMnDU3QrwhVECCw,False
401,Let It Be - Remastered 2009,Let It Be (Remastered),The Beatles,76,7iN1s7xHE4ifF5povM6A48,False
402,Let It Be - Remastered 2015,1 (Remastered),The Beatles,59,4qsVPnhbvEooD1bSNqvvh0,False
403,Let It Be - 2021 Mix,Let It Be (2021 Mix),The Beatles,55,7qCYQmOVnHMzSqWwr0hSCp,False
404,ABC,ABC,The Jackson 5,64,6wDviYDtmSDZ0S6TVMM9Vc,False
405,ABC,Anthology: Jackson 5,The Jackson 5,57,01gwPP2h3ajRnqiIphUtR7,False
406,ABC,The Ultimate Collection: Jackson 5,The Jackson 5,46,5SdB3onMcO9ZBoKrdvCqhR,False
407,Everything Is Beautiful - 1970 #1 Billboard chart hit,Everything Is Beautiful,Ray Stevens,39,3rrrMhc76FDnS4N7wu2KfH,False
408,Everything Is Beautiful,Greatest Hits - Original Recordings,Ray Stevens,20,3umWiurM394C5MG7txFqZ4,False
409,Everything Is Beautiful,Box Set,Ray Stevens,10,6TTdQduePwwiWlXZ9Rgz2W,False
410,The Love You Save,ABC,The Jackson 5,47,2dYdai0GywuwYq6blSwDBV,False
411,Medley: I Want You Back/ABC/The Love You Save,I Want You Back! Unreleased Masters,The Jackson 5,46,3tl5GQEwWlVdAfUlHso5SX,False
412,The Love You Save,The Ultimate Collection: Jackson 5,The Jackson 5,23,0xvzjh0UazHU6p6PpAfS8a,False
413,The Love You Save,Greatest Hits,The Jackson 5,19,2epmuLuvG2sqvOZVDHCebF,False
414,The Love You Save,Anthology: Jackson 5,The Jackson 5,16,5BpSYhkVwBwvW7UMbhFEjf,False
415,The Love You Save,The Best Of Jackson 5 20th Century Masters The Millennium Collection,The Jackson 5,12,0EaczvvfvQgscs01ZSmAd9,False
416,The Love You Save,Gold,The Jackson 5,13,3yb2xnMU7Os24q7ZdyaY1f,False
417,"The Love You Save - Live On The Ed Sullivan Show, May 10, 1970","The Love You Save (Live On The Ed Sullivan Show, May 10, 1970)",The Jackson 5,19,256XNwQ7hIyfbrguk0KDMY,False
418,"The Love You Save - Live at the Forum, 1970",Live At The Forum,The Jackson 5,16,7ndaDhLsu8srU2JAKSiJKE,False
419,"The Love You Save - Live at the Forum, 1972",Live At The Forum,The Jackson 5,13,1haQ0NfuGVAuieRdxuDg2s,False
420,Make It with You,On the Waters,Bread,65,7wWw7hBmErNg9u5w6Xx0vy,False
421,Make It with You,The Best of Bread,Bread,58,11gfsr13S8qsfN48IILcHU,False
422,Make It with You,Anthology of Bread,Bread,41,2abVeDaMBdhBBdX8uCNt3S,False
423,Cracklin' Rosie - Single Version,Tap Root Manuscript,Neil Diamond,63,5pkd9ib1RgbkAd1R9bIOCa,False
424,Cracklin' Rosie,All-Time Greatest Hits,Neil Diamond,47,1LjFrPohvGTdXmEz6rHbxi,False
425,Cracklin' Rosie - Single Version,50th Anniversary Collection,Neil Diamond,23,26fgA63MnZUjvbGHEZervq,False
426,Cracklin' Rosie - Single Version,All-Time Greatest Hits (Deluxe),Neil Diamond,22,4eSbbfLKdnG4pMBZZi2SV9,False
427,"Cracklin' Rosie - Live At The Greek Theatre, Los Angeles/1972",Hot August Night (40th Anniversary Deluxe Edition),Neil Diamond,29,0y5cHhcPaGmlMPF82ZqKkb,False
428,Cracklin' Rosie - Live At The Greek Theatre/2012,Hot August Night III,Neil Diamond,23,6dDk4SBKmNIaZFgRkJS6md,False
429,Cracklin' Rosie - Single Version,50th Anniversary Collector's Edition,Neil Diamond,19,2LPYT8b2uQoXlAu7eWbS1W,False
430,Cracklin' Rosie - Single Version,His 12 Greatest Hits,Neil Diamond,16,5buvVEvRZRkMNz3wn0EvFO,False
431,Cracklin' Rosie - Live,Hot August Night II,Neil Diamond,16,6lzKoaF3pvaeDY1VVef9kH,False
432,Cracklin' Rosie - Live At Great Western Forum / 1993,Live In America,Neil Diamond,14,3TokzRMvUYD1McFS2AbOlK,False
