,artist_name,album_name,song_name,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
714,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",Bee Gees: 1970 - 1975,Bee Gees,15,5GnRTniLDE6EDhzNszhyJ7,False,0.812,0.816,5,-5.699,1,0.0569,0.21,0.0472,0.0961,0.778,105.936,audio_features,5GnRTniLDE6EDhzNszhyJ7,spotify:track:5GnRTniLDE6EDhzNszhyJ7,https://api.spotify.com/v1/tracks/5GnRTniLDE6EDhzNszhyJ7,https://api.spotify.com/v1/audio-analysis/5GnRTniLDE6EDhzNszhyJ7,225400,4
715,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",Tales From The Brothers Gibb,Bee Gees,12,4zhceioyjJ4VTMCEX6VCbo,False,0.802,0.642,5,-12.414,1,0.0561,0.337,0.00704,0.0997,0.832,106.327,audio_features,4zhceioyjJ4VTMCEX6VCbo,spotify:track:4zhceioyjJ4VTMCEX6VCbo,https://api.spotify.com/v1/tracks/4zhceioyjJ4VTMCEX6VCbo,https://api.spotify.com/v1/audio-analysis/4zhceioyjJ4VTMCEX6VCbo,221840,4
716,Rhinestone Cowboy,Rhinestone Cowboy (Expanded Edition),Glen Campbell,61,0VwTeYNjcl30DyQlt3GPe0,False,0.644,0.633,0,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.647,115.193,audio_features,0VwTeYNjcl30DyQlt3GPe0,spotify:track:0VwTeYNjcl30DyQlt3GPe0,https://api.spotify.com/v1/tracks/0VwTeYNjcl30DyQlt3GPe0,https://api.spotify.com/v1/audio-analysis/0VwTeYNjcl30DyQlt3GPe0,194453,4
717,Rhinestone Cowboy,Greatest Hits,Glen Campbell,41,3UjdvK3tW0YjEtdbSfO8M5,False,0.601,0.711,0,-3.998,1,0.0255,0.118,0.00163,0.43,0.719,115.168,audio_features,3UjdvK3tW0YjEtdbSfO8M5,spotify:track:3UjdvK3tW0YjEtdbSfO8M5,https://api.spotify.com/v1/tracks/3UjdvK3tW0YjEtdbSfO8M5,https://api.spotify.com/v1/audio-analysis/3UjdvK3tW0YjEtdbSfO8M5,209307,4
718,Rhinestone Cowboy,Rhinestone Cowboy (Expanded Edition),Glen Campbell,34,3hynqAo5UHGbXQm8sv0pc3,False,0.606,0.692,0,-4.532,1,0.0253,0.142,0.00273,0.0952,0.707,115.052,audio_features,3hynqAo5UHGbXQm8sv0pc3,spotify:track:3hynqAo5UHGbXQm8sv0pc3,https://api.spotify.com/v1/tracks/3hynqAo5UHGbXQm8sv0pc3,https://api.spotify.com/v1/audio-analysis/3hynqAo5UHGbXQm8sv0pc3,210320,4
719,Rhinestone Cowboy,Essential,Glen Campbell,41,7kUyEpjTz8Q1loiC1xlF07,False,0.687,0.437,0,-13.461,1,0.0287,0.189,8.18e-05,0.0762,0.74,114.973,audio_features,7kUyEpjTz8Q1loiC1xlF07,spotify:track:7kUyEpjTz8Q1loiC1xlF07,https://api.spotify.com/v1/tracks/7kUyEpjTz8Q1loiC1xlF07,https://api.spotify.com/v1/audio-analysis/7kUyEpjTz8Q1loiC1xlF07,197827,4
720,Rhinestone Cowboy - Remastered,The Legacy (1961-2017),Glen Campbell,51,7gZD8Ime7bhJI8Do6AiYT8,False,0.665,0.556,0,-9.873,1,0.0275,0.287,4.17e-05,0.115,0.77,115.083,audio_features,7gZD8Ime7bhJI8Do6AiYT8,spotify:track:7gZD8Ime7bhJI8Do6AiYT8,https://api.spotify.com/v1/tracks/7gZD8Ime7bhJI8Do6AiYT8,https://api.spotify.com/v1/audio-analysis/7gZD8Ime7bhJI8Do6AiYT8,195467,4
721,Rhinestone Cowboy,Glen Campbell - The Capitol Years 1965 - 1977,Glen Campbell,24,68yjblcYaMCQFMD9Q6x1IO,False,0.643,0.583,0,-10.319,1,0.0276,0.0682,0.000483,0.127,0.764,115.134,audio_features,68yjblcYaMCQFMD9Q6x1IO,spotify:track:68yjblcYaMCQFMD9Q6x1IO,https://api.spotify.com/v1/tracks/68yjblcYaMCQFMD9Q6x1IO,https://api.spotify.com/v1/audio-analysis/68yjblcYaMCQFMD9Q6x1IO,195893,4
722,Rhinestone Cowboy - Live From The Troubadour / 2008,Live From The Troubadour,Glen Campbell,20,5bSvbq5TZ8405DMdGJ8DcR,False,0.433,0.873,0,-7.493,1,0.166,0.277,0.0,0.649,0.628,118.285,audio_features,5bSvbq5TZ8405DMdGJ8DcR,spotify:track:5bSvbq5TZ8405DMdGJ8DcR,https://api.spotify.com/v1/tracks/5bSvbq5TZ8405DMdGJ8DcR,https://api.spotify.com/v1/audio-analysis/5bSvbq5TZ8405DMdGJ8DcR,348846,4
723,Rhinestone Cowboy,Live Anthology,Glen Campbell,22,6AmEL7VekAzzEqfaSFlhXT,False,0.484,0.903,0,-4.981,1,0.0676,0.448,4.23e-06,0.98,0.578,116.591,audio_features,6AmEL7VekAzzEqfaSFlhXT,spotify:track:6AmEL7VekAzzEqfaSFlhXT,https://api.spotify.com/v1/tracks/6AmEL7VekAzzEqfaSFlhXT,https://api.spotify.com/v1/audio-analysis/6AmEL7VekAzzEqfaSFlhXT,207973,4
724,Fame - 2016 Remaster,Young Americans (2016 Remaster),David Bowie,59,1PehfITh0TTRx3LkDdV4h3,False,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,audio_features,1PehfITh0TTRx3LkDdV4h3,spotify:track:1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/tracks/1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/audio-analysis/1PehfITh0TTRx3LkDdV4h3,261373,4
725,Fame - 1999 Remaster,Best of Bowie,David Bowie,43,4r8cI0SCP8c0juGDEMreEW,True,0.783,0.694,10,-7.854,1,0.0681,0.286,0.0214,0.0597,0.627,95.755,audio_features,4r8cI0SCP8c0juGDEMreEW,spotify:track:4r8cI0SCP8c0juGDEMreEW,https://api.spotify.com/v1/tracks/4r8cI0SCP8c0juGDEMreEW,https://api.spotify.com/v1/audio-analysis/4r8cI0SCP8c0juGDEMreEW,251800,4
726,Bad Blood,The Definitive Collection,Neil Sedaka,44,5ABrBYbzepxzcW9pLIWw1j,False,0.737,0.736,2,-8.347,1,0.0458,0.174,0.00217,0.236,0.862,148.711,audio_features,5ABrBYbzepxzcW9pLIWw1j,spotify:track:5ABrBYbzepxzcW9pLIWw1j,https://api.spotify.com/v1/tracks/5ABrBYbzepxzcW9pLIWw1j,https://api.spotify.com/v1/audio-analysis/5ABrBYbzepxzcW9pLIWw1j,189067,4
727,Island Girl,Rock Of The Westies,Elton John,38,2u3UJ9KyduTnbi9yUVGYfW,False,0.701,0.895,10,-8.489,1,0.0616,0.115,1.34e-06,0.257,0.415,139.915,audio_features,2u3UJ9KyduTnbi9yUVGYfW,spotify:track:2u3UJ9KyduTnbi9yUVGYfW,https://api.spotify.com/v1/tracks/2u3UJ9KyduTnbi9yUVGYfW,https://api.spotify.com/v1/audio-analysis/2u3UJ9KyduTnbi9yUVGYfW,222093,4
728,Island Girl,Rock Of The Westies,Elton John,39,1H7x0bYvO4rwUOb8fQXfEk,False,0.7,0.895,10,-8.46,1,0.0626,0.114,6.76e-06,0.171,0.39,139.911,audio_features,1H7x0bYvO4rwUOb8fQXfEk,spotify:track:1H7x0bYvO4rwUOb8fQXfEk,https://api.spotify.com/v1/tracks/1H7x0bYvO4rwUOb8fQXfEk,https://api.spotify.com/v1/audio-analysis/1H7x0bYvO4rwUOb8fQXfEk,222067,4
729,Island Girl - Remastered,Diamonds (Deluxe),Elton John,32,7i0WAy1ISQXAIuyBxbGoKe,False,0.72,0.942,10,-5.628,1,0.0716,0.135,0.0,0.095,0.376,139.576,audio_features,7i0WAy1ISQXAIuyBxbGoKe,spotify:track:7i0WAy1ISQXAIuyBxbGoKe,https://api.spotify.com/v1/tracks/7i0WAy1ISQXAIuyBxbGoKe,https://api.spotify.com/v1/audio-analysis/7i0WAy1ISQXAIuyBxbGoKe,224680,4
730,Let's Do It Again,Let's Do It Again Original Sound Track,The Staple Singers,47,1YQIOrrOg1UDqZCGcZWQ0a,False,0.637,0.524,1,-11.397,0,0.0428,0.394,6.91e-06,0.129,0.82,80.299,audio_features,1YQIOrrOg1UDqZCGcZWQ0a,spotify:track:1YQIOrrOg1UDqZCGcZWQ0a,https://api.spotify.com/v1/tracks/1YQIOrrOg1UDqZCGcZWQ0a,https://api.spotify.com/v1/audio-analysis/1YQIOrrOg1UDqZCGcZWQ0a,293600,4
731,Convoy,C.W. McCall's Greatest Hits,C.W. McCall,60,6dGWq08LXuIw6T2oUeHECh,False,0.68,0.543,5,-14.876,1,0.141,0.857,0.000116,0.0881,0.796,111.62,audio_features,6dGWq08LXuIw6T2oUeHECh,spotify:track:6dGWq08LXuIw6T2oUeHECh,https://api.spotify.com/v1/tracks/6dGWq08LXuIw6T2oUeHECh,https://api.spotify.com/v1/audio-analysis/6dGWq08LXuIw6T2oUeHECh,230600,4
732,Convoy,The Real Mccall,C.W. McCall,32,4WinP2xwxkT5w0GKUioeYi,False,0.62,0.642,0,-12.99,0,0.0501,0.0379,0.0,0.105,0.638,112.285,audio_features,4WinP2xwxkT5w0GKUioeYi,spotify:track:4WinP2xwxkT5w0GKUioeYi,https://api.spotify.com/v1/tracks/4WinP2xwxkT5w0GKUioeYi,https://api.spotify.com/v1/audio-analysis/4WinP2xwxkT5w0GKUioeYi,235707,4
733,Convoy,The Best Of C.W. McCall,C.W. McCall,28,2MDi2nUwRZDRnOBTELhVpn,False,0.68,0.626,5,-12.438,1,0.141,0.776,0.0,0.233,0.734,111.716,audio_features,2MDi2nUwRZDRnOBTELhVpn,spotify:track:2MDi2nUwRZDRnOBTELhVpn,https://api.spotify.com/v1/tracks/2MDi2nUwRZDRnOBTELhVpn,https://api.spotify.com/v1/audio-analysis/2MDi2nUwRZDRnOBTELhVpn,231307,4
734,I Write the Songs - Single Edit,The Essential Barry Manilow,Barry Manilow,28,3XmIxdK4YX8m94XWmwKheA,False,0.273,0.44,5,-7.417,1,0.0273,0.814,0.000441,0.0716,0.317,143.326,audio_features,3XmIxdK4YX8m94XWmwKheA,spotify:track:3XmIxdK4YX8m94XWmwKheA,https://api.spotify.com/v1/tracks/3XmIxdK4YX8m94XWmwKheA,https://api.spotify.com/v1/audio-analysis/3XmIxdK4YX8m94XWmwKheA,234547,4
735,I Write the Songs,Ultimate Manilow,Barry Manilow,28,04gcSzbLKKUQLCV0UYmWDt,False,0.274,0.462,5,-6.456,1,0.0278,0.817,0.000342,0.104,0.312,142.613,audio_features,04gcSzbLKKUQLCV0UYmWDt,spotify:track:04gcSzbLKKUQLCV0UYmWDt,https://api.spotify.com/v1/tracks/04gcSzbLKKUQLCV0UYmWDt,https://api.spotify.com/v1/audio-analysis/04gcSzbLKKUQLCV0UYmWDt,230400,3
736,Love Rollercoaster,20th Century Masters: The Millennium Collection: Best Of Ohio Players,Ohio Players,20,7DMrlzptjyrZNMP6PXcVKn,False,0.608,0.894,0,-6.683,1,0.0935,0.217,3.13e-05,0.0431,0.452,115.134,audio_features,7DMrlzptjyrZNMP6PXcVKn,spotify:track:7DMrlzptjyrZNMP6PXcVKn,https://api.spotify.com/v1/tracks/7DMrlzptjyrZNMP6PXcVKn,https://api.spotify.com/v1/audio-analysis/7DMrlzptjyrZNMP6PXcVKn,292533,4
737,50 Ways to Leave Your Lover,The Essential Paul Simon,Paul Simon,47,7bdDULyOUqNyWu6XPeAnSO,False,0.816,0.383,7,-12.398,1,0.064,0.19,4.19e-05,0.0974,0.341,101.631,audio_features,7bdDULyOUqNyWu6XPeAnSO,spotify:track:7bdDULyOUqNyWu6XPeAnSO,https://api.spotify.com/v1/tracks/7bdDULyOUqNyWu6XPeAnSO,https://api.spotify.com/v1/audio-analysis/7bdDULyOUqNyWu6XPeAnSO,208160,4
738,50 Ways to Leave Your Lover,Over the Bridge of Time: A Paul Simon Retrospective (1964-2011),Paul Simon,19,44uBWFVNpDrKT1TdAXEMyr,False,0.814,0.36,7,-13.246,1,0.0727,0.149,0.000139,0.0631,0.328,101.742,audio_features,44uBWFVNpDrKT1TdAXEMyr,spotify:track:44uBWFVNpDrKT1TdAXEMyr,https://api.spotify.com/v1/tracks/44uBWFVNpDrKT1TdAXEMyr,https://api.spotify.com/v1/audio-analysis/44uBWFVNpDrKT1TdAXEMyr,213653,4
739,"50 Ways to Leave Your Lover - Live at Hyde Park, London, UK - July 2012",The Concert in Hyde Park,Paul Simon,20,4nl51sHXfQzcbTzcR8oBEu,False,0.572,0.671,4,-11.521,0,0.0478,0.342,1.41e-06,0.99,0.461,101.107,audio_features,4nl51sHXfQzcbTzcR8oBEu,spotify:track:4nl51sHXfQzcbTzcR8oBEu,https://api.spotify.com/v1/tracks/4nl51sHXfQzcbTzcR8oBEu,https://api.spotify.com/v1/audio-analysis/4nl51sHXfQzcbTzcR8oBEu,271280,4
740,Love Machine - Pt. 1,The 35th Anniversary Collection,Smokey Robinson & The Miracles,42,1b833AsiKCEhLLxmdQu9Hw,False,0.741,0.829,5,-12.048,1,0.0554,0.0637,0.0,0.048,0.818,143.738,audio_features,1b833AsiKCEhLLxmdQu9Hw,spotify:track:1b833AsiKCEhLLxmdQu9Hw,https://api.spotify.com/v1/tracks/1b833AsiKCEhLLxmdQu9Hw,https://api.spotify.com/v1/audio-analysis/1b833AsiKCEhLLxmdQu9Hw,181440,4
741,"December, 1963 (Oh, What a Night) - 2007 Remaster",Jersey Beat: The Music Of Frankie Valli and The Four Seasons,Frankie Valli & The Four Seasons,44,5CuQUbas6KGKtHCZfNG7wY,False,0.708,0.67,1,-7.596,1,0.0294,0.0918,3.56e-06,0.0408,0.92,104.522,audio_features,5CuQUbas6KGKtHCZfNG7wY,spotify:track:5CuQUbas6KGKtHCZfNG7wY,https://api.spotify.com/v1/tracks/5CuQUbas6KGKtHCZfNG7wY,https://api.spotify.com/v1/audio-analysis/5CuQUbas6KGKtHCZfNG7wY,213333,4
742,Disco Lady,Eargasm,Johnnie Taylor,37,1tMyqN7bNCokdg7jWgKPc8,False,0.719,0.79,2,-8.002,1,0.0521,0.0568,0.0,0.0573,0.846,103.751,audio_features,1tMyqN7bNCokdg7jWgKPc8,spotify:track:1tMyqN7bNCokdg7jWgKPc8,https://api.spotify.com/v1/tracks/1tMyqN7bNCokdg7jWgKPc8,https://api.spotify.com/v1/audio-analysis/1tMyqN7bNCokdg7jWgKPc8,267067,4
743,Disco Lady - Single Version,Super Hits,Johnnie Taylor,13,2vswU6UOXMNDwnzWlvY1Ct,False,0.702,0.731,2,-10.484,1,0.06,0.0454,0.0,0.0649,0.855,103.776,audio_features,2vswU6UOXMNDwnzWlvY1Ct,spotify:track:2vswU6UOXMNDwnzWlvY1Ct,https://api.spotify.com/v1/tracks/2vswU6UOXMNDwnzWlvY1Ct,https://api.spotify.com/v1/audio-analysis/2vswU6UOXMNDwnzWlvY1Ct,267160,4
744,Disco Lady - Extended Disco Version With Johnnie's Rap,Eargasm,Johnnie Taylor,13,3fyxGi96dYbuIOOyHWWtfq,False,0.712,0.791,2,-8.234,1,0.0737,0.225,0.0,0.0598,0.859,104.302,audio_features,3fyxGi96dYbuIOOyHWWtfq,spotify:track:3fyxGi96dYbuIOOyHWWtfq,https://api.spotify.com/v1/tracks/3fyxGi96dYbuIOOyHWWtfq,https://api.spotify.com/v1/audio-analysis/3fyxGi96dYbuIOOyHWWtfq,464067,4
745,Disco Lady - Single Version,Rated X-Traordinaire: The Best of Johnnie Taylor,Johnnie Taylor,8,1BedILIY788bVdg8RGvebL,False,0.699,0.747,2,-10.374,1,0.0571,0.0507,0.0,0.0699,0.847,103.79,audio_features,1BedILIY788bVdg8RGvebL,spotify:track:1BedILIY788bVdg8RGvebL,https://api.spotify.com/v1/tracks/1BedILIY788bVdg8RGvebL,https://api.spotify.com/v1/audio-analysis/1BedILIY788bVdg8RGvebL,267600,4
746,"Disco Lady, 2000",Taylored to Please,Johnnie Taylor,6,4gXnRKdMtLKrllFR3HL04r,False,0.937,0.64,7,-6.656,1,0.0448,0.0553,0.00185,0.0501,0.888,104.321,audio_features,4gXnRKdMtLKrllFR3HL04r,spotify:track:4gXnRKdMtLKrllFR3HL04r,https://api.spotify.com/v1/tracks/4gXnRKdMtLKrllFR3HL04r,https://api.spotify.com/v1/audio-analysis/4gXnRKdMtLKrllFR3HL04r,247227,4
747,Let Your Love Flow,Bellamy Brothers,The Bellamy Brothers,69,064SVQsmWl5EF0zahmzkQk,False,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,audio_features,064SVQsmWl5EF0zahmzkQk,spotify:track:064SVQsmWl5EF0zahmzkQk,https://api.spotify.com/v1/tracks/064SVQsmWl5EF0zahmzkQk,https://api.spotify.com/v1/audio-analysis/064SVQsmWl5EF0zahmzkQk,198760,4
748,Let Your Love Flow - Remake '91,Let your love flow - Die neue Best of,The Bellamy Brothers,32,2KbqlVFXmxBedKRooiggrj,False,0.571,0.848,3,-6.726,1,0.0502,0.0493,0.0,0.252,0.791,109.974,audio_features,2KbqlVFXmxBedKRooiggrj,spotify:track:2KbqlVFXmxBedKRooiggrj,https://api.spotify.com/v1/tracks/2KbqlVFXmxBedKRooiggrj,https://api.spotify.com/v1/audio-analysis/2KbqlVFXmxBedKRooiggrj,167960,4
749,Let Your Love Flow - Rerecorded,40 Years,The Bellamy Brothers,29,7LGlXqvOEXyVZgeDXaDKwK,False,0.661,0.822,3,-4.977,1,0.0606,0.331,0.000122,0.145,0.742,109.641,audio_features,7LGlXqvOEXyVZgeDXaDKwK,spotify:track:7LGlXqvOEXyVZgeDXaDKwK,https://api.spotify.com/v1/tracks/7LGlXqvOEXyVZgeDXaDKwK,https://api.spotify.com/v1/audio-analysis/7LGlXqvOEXyVZgeDXaDKwK,190333,4
750,Let Your Love Flow - Rerecorded,Greatest Hits Volume 1: Deluxe Edition,The Bellamy Brothers,30,5n49ULGNBDVOR6h8hQ8184,False,0.662,0.821,3,-5.066,1,0.057,0.292,7.72e-05,0.129,0.735,109.631,audio_features,5n49ULGNBDVOR6h8hQ8184,spotify:track:5n49ULGNBDVOR6h8hQ8184,https://api.spotify.com/v1/tracks/5n49ULGNBDVOR6h8hQ8184,https://api.spotify.com/v1/audio-analysis/5n49ULGNBDVOR6h8hQ8184,190587,4
751,Let Your Love Flow,All-Time Greatest Hits,The Bellamy Brothers,23,1ObvlbkQM8NrpdrUDUxD3W,False,0.596,0.897,3,-5.224,1,0.0402,0.0367,0.0,0.151,0.853,108.194,audio_features,1ObvlbkQM8NrpdrUDUxD3W,spotify:track:1ObvlbkQM8NrpdrUDUxD3W,https://api.spotify.com/v1/tracks/1ObvlbkQM8NrpdrUDUxD3W,https://api.spotify.com/v1/audio-analysis/1ObvlbkQM8NrpdrUDUxD3W,196827,4
752,Let Your Love Flow,"Greatest Hits, Vol. 1",The Bellamy Brothers,22,1XgSTUEWgBOQ8xr9kgaWrK,False,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,audio_features,1XgSTUEWgBOQ8xr9kgaWrK,spotify:track:1XgSTUEWgBOQ8xr9kgaWrK,https://api.spotify.com/v1/tracks/1XgSTUEWgBOQ8xr9kgaWrK,https://api.spotify.com/v1/audio-analysis/1XgSTUEWgBOQ8xr9kgaWrK,198760,4
753,Let Your Love Flow,Best Of The Bellamy Brothers,The Bellamy Brothers,22,3zXZv9PhLv5JhRwIVM5oqc,False,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,audio_features,3zXZv9PhLv5JhRwIVM5oqc,spotify:track:3zXZv9PhLv5JhRwIVM5oqc,https://api.spotify.com/v1/tracks/3zXZv9PhLv5JhRwIVM5oqc,https://api.spotify.com/v1/audio-analysis/3zXZv9PhLv5JhRwIVM5oqc,198760,4
754,Let Your Love Flow - Re-Recorded,"The 25 Year Collection, Vol. 1",The Bellamy Brothers,24,1emdvg667sjWqJ09wCwRUf,False,0.65,0.753,3,-7.231,1,0.0342,0.0156,0.0,0.287,0.872,110.009,audio_features,1emdvg667sjWqJ09wCwRUf,spotify:track:1emdvg667sjWqJ09wCwRUf,https://api.spotify.com/v1/tracks/1emdvg667sjWqJ09wCwRUf,https://api.spotify.com/v1/audio-analysis/1emdvg667sjWqJ09wCwRUf,170733,4
755,Let Your Love Flow,Number One Hits,The Bellamy Brothers,13,29gg821Ids7ubUNU8Nwf1L,False,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,audio_features,29gg821Ids7ubUNU8Nwf1L,spotify:track:29gg821Ids7ubUNU8Nwf1L,https://api.spotify.com/v1/tracks/29gg821Ids7ubUNU8Nwf1L,https://api.spotify.com/v1/audio-analysis/29gg821Ids7ubUNU8Nwf1L,198760,4
756,"Welcome Back (Theme from Welcome Back, Kotter)",Welcome Back,John Sebastian,45,2pS6zWWQCpO0IVEBIbzJh8,False,0.745,0.373,4,-13.002,0,0.0325,0.412,8.88e-05,0.158,0.904,111.297,audio_features,2pS6zWWQCpO0IVEBIbzJh8,spotify:track:2pS6zWWQCpO0IVEBIbzJh8,https://api.spotify.com/v1/tracks/2pS6zWWQCpO0IVEBIbzJh8,https://api.spotify.com/v1/audio-analysis/2pS6zWWQCpO0IVEBIbzJh8,170893,4
757,"Welcome Back (Theme from Welcome Back, Kotter)",Rhino Hi-Five: John Sebastian,John Sebastian,25,5lSvRiMiLnG5HIpcQH4MAz,False,0.745,0.373,4,-13.002,0,0.0325,0.412,8.88e-05,0.158,0.904,111.297,audio_features,5lSvRiMiLnG5HIpcQH4MAz,spotify:track:5lSvRiMiLnG5HIpcQH4MAz,https://api.spotify.com/v1/tracks/5lSvRiMiLnG5HIpcQH4MAz,https://api.spotify.com/v1/audio-analysis/5lSvRiMiLnG5HIpcQH4MAz,170893,4
758,Boogie Fever,Classic Masters,The Sylvers,33,0vE1E6ZNJGlCHPe95z5Orl,False,0.925,0.875,7,-5.743,0,0.0371,0.19,0.00495,0.0287,0.973,132.8,audio_features,0vE1E6ZNJGlCHPe95z5Orl,spotify:track:0vE1E6ZNJGlCHPe95z5Orl,https://api.spotify.com/v1/tracks/0vE1E6ZNJGlCHPe95z5Orl,https://api.spotify.com/v1/audio-analysis/0vE1E6ZNJGlCHPe95z5Orl,208000,4
759,Silly Love Songs - Remastered 2014,Wings At The Speed Of Sound (Archive Collection),Wings,61,3uiMBldZ07pW0ySHDX5gzE,False,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95,audio_features,3uiMBldZ07pW0ySHDX5gzE,spotify:track:3uiMBldZ07pW0ySHDX5gzE,https://api.spotify.com/v1/tracks/3uiMBldZ07pW0ySHDX5gzE,https://api.spotify.com/v1/audio-analysis/3uiMBldZ07pW0ySHDX5gzE,354240,4
760,Silly Love Songs,Wings Greatest,Wings,34,4e6dQEZSQjUdAABxLHeQTV,False,0.758,0.459,0,-10.501,1,0.0344,0.144,0.133,0.303,0.801,124.94,audio_features,4e6dQEZSQjUdAABxLHeQTV,spotify:track:4e6dQEZSQjUdAABxLHeQTV,https://api.spotify.com/v1/tracks/4e6dQEZSQjUdAABxLHeQTV,https://api.spotify.com/v1/audio-analysis/4e6dQEZSQjUdAABxLHeQTV,355080,4
761,Silly Love Songs - Demo / Remastered 2014,Wings At The Speed Of Sound (Archive Collection),Wings,24,4swoNQroJF3q3xtqNUf1d7,False,0.483,0.127,0,-19.066,1,0.0319,0.952,0.947,0.11,0.146,123.708,audio_features,4swoNQroJF3q3xtqNUf1d7,spotify:track:4swoNQroJF3q3xtqNUf1d7,https://api.spotify.com/v1/tracks/4swoNQroJF3q3xtqNUf1d7,https://api.spotify.com/v1/audio-analysis/4swoNQroJF3q3xtqNUf1d7,165760,4
762,Love Hangover,Diana Ross (Expanded Edition),Diana Ross,49,4UqPeeSyRt59KZmC0aA2Ni,False,0.508,0.669,1,-10.34,1,0.0377,0.24,0.0154,0.0523,0.878,112.436,audio_features,4UqPeeSyRt59KZmC0aA2Ni,spotify:track:4UqPeeSyRt59KZmC0aA2Ni,https://api.spotify.com/v1/tracks/4UqPeeSyRt59KZmC0aA2Ni,https://api.spotify.com/v1/audio-analysis/4UqPeeSyRt59KZmC0aA2Ni,468640,4
763,Love Hangover - Single Version,Diana Ross (Expanded Edition),Diana Ross,42,3gbnQ7TJEx1EI9chRZXVXl,False,0.5,0.761,1,-9.5,1,0.0415,0.306,0.00593,0.0431,0.864,111.539,audio_features,3gbnQ7TJEx1EI9chRZXVXl,spotify:track:3gbnQ7TJEx1EI9chRZXVXl,https://api.spotify.com/v1/tracks/3gbnQ7TJEx1EI9chRZXVXl,https://api.spotify.com/v1/audio-analysis/3gbnQ7TJEx1EI9chRZXVXl,229373,4
764,Love Hangover - Eric Kupper Remix,Supertonic: Mixes,Diana Ross,29,4sZPNRKaC7KedrsiX2LsMR,False,0.597,0.876,1,-6.596,1,0.0336,0.00538,0.0137,0.0688,0.494,121.016,audio_features,4sZPNRKaC7KedrsiX2LsMR,spotify:track:4sZPNRKaC7KedrsiX2LsMR,https://api.spotify.com/v1/tracks/4sZPNRKaC7KedrsiX2LsMR,https://api.spotify.com/v1/audio-analysis/4sZPNRKaC7KedrsiX2LsMR,228582,4
765,Love Hangover - Extended Alternate Version,Diana,Diana Ross,26,39QLdxEZdfg78qXKbQS9Nx,False,0.366,0.769,1,-8.225,1,0.108,0.362,2.55e-05,0.24,0.803,111.192,audio_features,39QLdxEZdfg78qXKbQS9Nx,spotify:track:39QLdxEZdfg78qXKbQS9Nx,https://api.spotify.com/v1/tracks/39QLdxEZdfg78qXKbQS9Nx,https://api.spotify.com/v1/audio-analysis/39QLdxEZdfg78qXKbQS9Nx,623587,4
766,"Love Hangover - 12"" Version",All The Great Hits,Diana Ross,22,7G2lPglBJSiy92ZIkxQVPA,False,0.5,0.789,1,-6.385,1,0.0394,0.457,0.00491,0.0475,0.879,112.535,audio_features,7G2lPglBJSiy92ZIkxQVPA,spotify:track:7G2lPglBJSiy92ZIkxQVPA,https://api.spotify.com/v1/tracks/7G2lPglBJSiy92ZIkxQVPA,https://api.spotify.com/v1/audio-analysis/7G2lPglBJSiy92ZIkxQVPA,474227,4
767,Love Hangover,20th Century Masters: The Millennium Collection: Best of Diana Ross,Diana Ross,13,795hQWYDEJHI3fDoSN4opD,False,0.49,0.812,1,-5.993,1,0.042,0.513,0.0038,0.0531,0.872,112.627,audio_features,795hQWYDEJHI3fDoSN4opD,spotify:track:795hQWYDEJHI3fDoSN4opD,https://api.spotify.com/v1/tracks/795hQWYDEJHI3fDoSN4opD,https://api.spotify.com/v1/audio-analysis/795hQWYDEJHI3fDoSN4opD,226200,4
768,Love Hangover,Diamond Diana: The Legacy Collection,Diana Ross,18,71OcKLdHuBVxx3wNdHqa2T,False,0.498,0.822,1,-7.099,1,0.0493,0.15,0.00349,0.0473,0.813,111.495,audio_features,71OcKLdHuBVxx3wNdHqa2T,spotify:track:71OcKLdHuBVxx3wNdHqa2T,https://api.spotify.com/v1/tracks/71OcKLdHuBVxx3wNdHqa2T,https://api.spotify.com/v1/audio-analysis/71OcKLdHuBVxx3wNdHqa2T,229373,4
