,artist_name,album_name,song_name,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
308,Penny Lane - Take 6 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),The Beatles,27,2ac3duEVpfrlgx4FGoPvxA,False,0.901,0.548,0,-6.808,1,0.0996,0.667,0.837,0.161,0.135,120.775,audio_features,2ac3duEVpfrlgx4FGoPvxA,spotify:track:2ac3duEVpfrlgx4FGoPvxA,https://api.spotify.com/v1/tracks/2ac3duEVpfrlgx4FGoPvxA,https://api.spotify.com/v1/audio-analysis/2ac3duEVpfrlgx4FGoPvxA,175547,3
309,Penny Lane - Take 6 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),The Beatles,25,4A8PQVuWGPWc8qp33aJX2U,False,0.897,0.516,0,-8.867,1,0.0883,0.69,0.737,0.125,0.144,120.735,audio_features,4A8PQVuWGPWc8qp33aJX2U,spotify:track:4A8PQVuWGPWc8qp33aJX2U,https://api.spotify.com/v1/tracks/4A8PQVuWGPWc8qp33aJX2U,https://api.spotify.com/v1/audio-analysis/4A8PQVuWGPWc8qp33aJX2U,176707,3
310,Penny Lane - Vocal Overdubs And Speech,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),The Beatles,24,5H7u0LYDbDeYFp9ZAAP8Di,False,0.879,0.143,7,-19.917,1,0.261,0.7,0.00184,0.452,0.393,113.267,audio_features,5H7u0LYDbDeYFp9ZAAP8Di,spotify:track:5H7u0LYDbDeYFp9ZAAP8Di,https://api.spotify.com/v1/tracks/5H7u0LYDbDeYFp9ZAAP8Di,https://api.spotify.com/v1/audio-analysis/5H7u0LYDbDeYFp9ZAAP8Di,107093,4
311,Happy Together,Happy Together,The Turtles,73,1JO1xLtVc8mWhIoE3YaCL0,False,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,audio_features,1JO1xLtVc8mWhIoE3YaCL0,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/tracks/1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/audio-analysis/1JO1xLtVc8mWhIoE3YaCL0,176293,4
312,Happy Together - Remastered,All the Singles,The Turtles,43,2admbUc576sC6M0QeUkg2C,False,0.615,0.459,6,-8.44,1,0.036,0.686,0.0517,0.251,0.653,118.661,audio_features,2admbUc576sC6M0QeUkg2C,spotify:track:2admbUc576sC6M0QeUkg2C,https://api.spotify.com/v1/tracks/2admbUc576sC6M0QeUkg2C,https://api.spotify.com/v1/audio-analysis/2admbUc576sC6M0QeUkg2C,174490,4
313,Happy Together,Save the Turtles: the Turtles Greatest Hits,The Turtles,29,1ZBY8XeuUKm2uAnFY9zYqq,False,0.606,0.422,6,-6.982,0,0.0327,0.641,0.000682,0.0775,0.646,120.465,audio_features,1ZBY8XeuUKm2uAnFY9zYqq,spotify:track:1ZBY8XeuUKm2uAnFY9zYqq,https://api.spotify.com/v1/tracks/1ZBY8XeuUKm2uAnFY9zYqq,https://api.spotify.com/v1/audio-analysis/1ZBY8XeuUKm2uAnFY9zYqq,174587,4
314,The Happening,Gold,The Supremes,44,2SusUbsUQnw8OJDq56ZMbE,False,0.344,0.745,8,-6.901,1,0.0333,0.197,0.0,0.628,0.832,172.124,audio_features,2SusUbsUQnw8OJDq56ZMbE,spotify:track:2SusUbsUQnw8OJDq56ZMbE,https://api.spotify.com/v1/tracks/2SusUbsUQnw8OJDq56ZMbE,https://api.spotify.com/v1/audio-analysis/2SusUbsUQnw8OJDq56ZMbE,169867,4
315,Groovin',Groovin' (Mono),The Young Rascals,59,3c2kMiSB86tVq1J4oULmvL,False,0.605,0.455,5,-8.903,0,0.0301,0.595,0.0,0.0816,0.678,106.825,audio_features,3c2kMiSB86tVq1J4oULmvL,spotify:track:3c2kMiSB86tVq1J4oULmvL,https://api.spotify.com/v1/tracks/3c2kMiSB86tVq1J4oULmvL,https://api.spotify.com/v1/audio-analysis/3c2kMiSB86tVq1J4oULmvL,151289,4
316,Respect,I Never Loved a Man the Way I Love You,Aretha Franklin,73,7s25THrKz86DM225dOYwnr,False,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,audio_features,7s25THrKz86DM225dOYwnr,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,147600,4
317,Respect,Queen of Soul - The Best of Aretha Franklin,Aretha Franklin,40,1LI7vkkJ5EKLl6MpZBWZF2,False,0.821,0.496,0,-8.4,1,0.0462,0.479,2.3e-05,0.328,0.955,114.605,audio_features,1LI7vkkJ5EKLl6MpZBWZF2,spotify:track:1LI7vkkJ5EKLl6MpZBWZF2,https://api.spotify.com/v1/tracks/1LI7vkkJ5EKLl6MpZBWZF2,https://api.spotify.com/v1/audio-analysis/1LI7vkkJ5EKLl6MpZBWZF2,147227,4
318,Windy - Remastered Version,Insight Out,The Association,48,1lHiKWnlJtjzA4vHnjAr39,False,0.676,0.681,5,-9.223,1,0.0292,0.363,0.191,0.0967,0.901,132.953,audio_features,1lHiKWnlJtjzA4vHnjAr39,spotify:track:1lHiKWnlJtjzA4vHnjAr39,https://api.spotify.com/v1/tracks/1lHiKWnlJtjzA4vHnjAr39,https://api.spotify.com/v1/audio-analysis/1lHiKWnlJtjzA4vHnjAr39,176600,4
319,Windy,Just The Right Sound: The Association Anthology [Digital Version],The Association,40,6RUpOheT93fUdI508K5w6U,False,0.677,0.722,5,-7.767,1,0.0295,0.357,0.148,0.105,0.898,132.996,audio_features,6RUpOheT93fUdI508K5w6U,spotify:track:6RUpOheT93fUdI508K5w6U,https://api.spotify.com/v1/tracks/6RUpOheT93fUdI508K5w6U,https://api.spotify.com/v1/audio-analysis/6RUpOheT93fUdI508K5w6U,174600,4
320,Light My Fire,The Doors,The Doors,71,5uvosCdMlFdTXhoazkTI5R,False,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,audio_features,5uvosCdMlFdTXhoazkTI5R,spotify:track:5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/tracks/5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/audio-analysis/5uvosCdMlFdTXhoazkTI5R,429760,4
321,Light My Fire - Mono,Light My Fire / Crystal Ship,The Doors,41,7aghcqWLL9hGMIb0VFdbyD,False,0.482,0.631,7,-10.406,1,0.0358,0.248,4.83e-05,0.11,0.725,129.595,audio_features,7aghcqWLL9hGMIb0VFdbyD,spotify:track:7aghcqWLL9hGMIb0VFdbyD,https://api.spotify.com/v1/tracks/7aghcqWLL9hGMIb0VFdbyD,https://api.spotify.com/v1/audio-analysis/7aghcqWLL9hGMIb0VFdbyD,173600,4
322,Light My Fire - 2017 Remaster,The Doors (50th Anniversary Deluxe Edition),The Doors,38,6l8BhUGXyQWFGWJY5tohDC,False,0.407,0.565,3,-11.487,0,0.0322,0.361,0.000142,0.105,0.502,125.096,audio_features,6l8BhUGXyQWFGWJY5tohDC,spotify:track:6l8BhUGXyQWFGWJY5tohDC,https://api.spotify.com/v1/tracks/6l8BhUGXyQWFGWJY5tohDC,https://api.spotify.com/v1/audio-analysis/6l8BhUGXyQWFGWJY5tohDC,430453,4
323,Light My Fire - New Stereo Mix,The Very Best of the Doors,The Doors,38,6tGlPE4QClYVNdaRFxV6Iy,False,0.462,0.629,4,-11.963,0,0.0294,0.149,0.000194,0.202,0.675,131.062,audio_features,6tGlPE4QClYVNdaRFxV6Iy,spotify:track:6tGlPE4QClYVNdaRFxV6Iy,https://api.spotify.com/v1/tracks/6tGlPE4QClYVNdaRFxV6Iy,https://api.spotify.com/v1/audio-analysis/6tGlPE4QClYVNdaRFxV6Iy,418387,4
324,All You Need Is Love - Remastered 2009,Magical Mystery Tour (Remastered),The Beatles,65,68BTFws92cRztMS1oQ7Ewj,False,0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436,audio_features,68BTFws92cRztMS1oQ7Ewj,spotify:track:68BTFws92cRztMS1oQ7Ewj,https://api.spotify.com/v1/tracks/68BTFws92cRztMS1oQ7Ewj,https://api.spotify.com/v1/audio-analysis/68BTFws92cRztMS1oQ7Ewj,230387,4
325,All You Need Is Love - Remastered 2015,1 (Remastered),The Beatles,56,6KqiVlOLfDzJViJVAPym1p,False,0.397,0.625,7,-5.829,1,0.0347,0.437,5.47e-06,0.263,0.676,104.54,audio_features,6KqiVlOLfDzJViJVAPym1p,spotify:track:6KqiVlOLfDzJViJVAPym1p,https://api.spotify.com/v1/tracks/6KqiVlOLfDzJViJVAPym1p,https://api.spotify.com/v1/audio-analysis/6KqiVlOLfDzJViJVAPym1p,227760,4
326,All You Need Is Love,Yellow Submarine Songtrack,The Beatles,51,5zqJlEJcn0EfnvAScH8swK,False,0.364,0.483,7,-8.22,1,0.0317,0.281,1.53e-06,0.113,0.7,102.967,audio_features,5zqJlEJcn0EfnvAScH8swK,spotify:track:5zqJlEJcn0EfnvAScH8swK,https://api.spotify.com/v1/tracks/5zqJlEJcn0EfnvAScH8swK,https://api.spotify.com/v1/audio-analysis/5zqJlEJcn0EfnvAScH8swK,226667,4
327,All You Need Is Love - Remastered 2009,Yellow Submarine (Remastered),The Beatles,41,2Z8cY4QpZTFUZxCQCpvNe1,False,0.4,0.463,7,-8.455,1,0.0288,0.345,4.59e-05,0.286,0.627,103.103,audio_features,2Z8cY4QpZTFUZxCQCpvNe1,spotify:track:2Z8cY4QpZTFUZxCQCpvNe1,https://api.spotify.com/v1/tracks/2Z8cY4QpZTFUZxCQCpvNe1,https://api.spotify.com/v1/audio-analysis/2Z8cY4QpZTFUZxCQCpvNe1,231213,4
328,All You Need Is Love,Love,The Beatles,41,3oGGipilQmZTol8qFTR6u1,False,0.372,0.532,7,-7.968,1,0.0314,0.232,0.0,0.0951,0.727,102.627,audio_features,3oGGipilQmZTol8qFTR6u1,spotify:track:3oGGipilQmZTol8qFTR6u1,https://api.spotify.com/v1/tracks/3oGGipilQmZTol8qFTR6u1,https://api.spotify.com/v1/audio-analysis/3oGGipilQmZTol8qFTR6u1,220045,4
329,All You Need Is Love - Remastered 2009,The Beatles 1967 - 1970 (Remastered),The Beatles,38,6tzFM08UuwxhuftjfUqaQA,False,0.389,0.436,7,-9.7,1,0.0295,0.343,3.2e-05,0.258,0.692,100.371,audio_features,6tzFM08UuwxhuftjfUqaQA,spotify:track:6tzFM08UuwxhuftjfUqaQA,https://api.spotify.com/v1/tracks/6tzFM08UuwxhuftjfUqaQA,https://api.spotify.com/v1/audio-analysis/6tzFM08UuwxhuftjfUqaQA,228653,4
330,The Letter,The Letter/Neon Rainbow,The Box Tops,63,6RJK553YhstRzyKA4mug09,False,0.638,0.428,9,-12.156,0,0.0687,0.252,0.0,0.132,0.901,139.434,audio_features,6RJK553YhstRzyKA4mug09,spotify:track:6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/tracks/6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/audio-analysis/6RJK553YhstRzyKA4mug09,112800,4
331,To Sir With Love,Greatest Hits,Lulu,40,5ox7YOS0Tovw2OIp1T4Ste,False,0.509,0.476,4,-8.251,1,0.0238,0.0819,2.54e-05,0.0989,0.438,98.235,audio_features,5ox7YOS0Tovw2OIp1T4Ste,spotify:track:5ox7YOS0Tovw2OIp1T4Ste,https://api.spotify.com/v1/tracks/5ox7YOS0Tovw2OIp1T4Ste,https://api.spotify.com/v1/audio-analysis/5ox7YOS0Tovw2OIp1T4Ste,163107,4
332,To Sir With Love - 2002 Remastered Version,Most Of Lulu / Lulu's Album,Lulu,15,61QYBPXTP6VofjdINPEzmn,False,0.558,0.343,4,-11.432,1,0.0275,0.291,0.0,0.134,0.284,97.592,audio_features,61QYBPXTP6VofjdINPEzmn,spotify:track:61QYBPXTP6VofjdINPEzmn,https://api.spotify.com/v1/tracks/61QYBPXTP6VofjdINPEzmn,https://api.spotify.com/v1/audio-analysis/61QYBPXTP6VofjdINPEzmn,167027,4
333,Daydream Believer,"The Birds, The Bees, & The Monkees",The Monkees,68,7uEcCGtM1FBBGIhPozhJjv,False,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,audio_features,7uEcCGtM1FBBGIhPozhJjv,spotify:track:7uEcCGtM1FBBGIhPozhJjv,https://api.spotify.com/v1/tracks/7uEcCGtM1FBBGIhPozhJjv,https://api.spotify.com/v1/audio-analysis/7uEcCGtM1FBBGIhPozhJjv,179613,4
334,Daydream Believer,The Best of The Monkees,The Monkees,41,1LTgbCS6YUFi5ge1ctZZc0,False,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,audio_features,1LTgbCS6YUFi5ge1ctZZc0,spotify:track:1LTgbCS6YUFi5ge1ctZZc0,https://api.spotify.com/v1/tracks/1LTgbCS6YUFi5ge1ctZZc0,https://api.spotify.com/v1/audio-analysis/1LTgbCS6YUFi5ge1ctZZc0,179613,4
335,Daydream Believer - 2010 Remaster,The Monkees 50,The Monkees,28,4CNYjUXykqF9VdnwM7SPNR,False,0.532,0.593,7,-7.254,1,0.031,0.575,0.000111,0.117,0.73,125.704,audio_features,4CNYjUXykqF9VdnwM7SPNR,spotify:track:4CNYjUXykqF9VdnwM7SPNR,https://api.spotify.com/v1/tracks/4CNYjUXykqF9VdnwM7SPNR,https://api.spotify.com/v1/audio-analysis/4CNYjUXykqF9VdnwM7SPNR,180747,4
336,Daydream Believer,Forever,The Monkees,24,2egjT9FWueHhHI6OFZRh8C,False,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,audio_features,2egjT9FWueHhHI6OFZRh8C,spotify:track:2egjT9FWueHhHI6OFZRh8C,https://api.spotify.com/v1/tracks/2egjT9FWueHhHI6OFZRh8C,https://api.spotify.com/v1/audio-analysis/2egjT9FWueHhHI6OFZRh8C,179613,4
337,Daydream Believer - Live,The Monkees Live - The Mike & Micky Show,The Monkees,15,3uJCVjEksj1JXyJgqL3SxT,False,0.415,0.668,7,-6.994,1,0.0411,0.108,0.000414,0.858,0.405,117.693,audio_features,3uJCVjEksj1JXyJgqL3SxT,spotify:track:3uJCVjEksj1JXyJgqL3SxT,https://api.spotify.com/v1/tracks/3uJCVjEksj1JXyJgqL3SxT,https://api.spotify.com/v1/audio-analysis/3uJCVjEksj1JXyJgqL3SxT,216507,4
338,Daydream Believer,Music Box (The Monkees),The Monkees,11,0pSKGTCkvVzrQ5koBlVXdF,False,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,audio_features,0pSKGTCkvVzrQ5koBlVXdF,spotify:track:0pSKGTCkvVzrQ5koBlVXdF,https://api.spotify.com/v1/tracks/0pSKGTCkvVzrQ5koBlVXdF,https://api.spotify.com/v1/audio-analysis/0pSKGTCkvVzrQ5koBlVXdF,179613,4
339,"Hello, Goodbye - Remastered 2009",Magical Mystery Tour (Remastered),The Beatles,63,0vZ97gHhemKm6c64hTfJNA,False,0.479,0.733,0,-8.753,1,0.0256,0.306,2.4e-05,0.414,0.806,99.307,audio_features,0vZ97gHhemKm6c64hTfJNA,spotify:track:0vZ97gHhemKm6c64hTfJNA,https://api.spotify.com/v1/tracks/0vZ97gHhemKm6c64hTfJNA,https://api.spotify.com/v1/audio-analysis/0vZ97gHhemKm6c64hTfJNA,208840,4
340,"Hello, Goodbye - Remastered 2015",1 (Remastered),The Beatles,53,0hqjsgWRfMBf2s8xsvRq1M,False,0.498,0.806,0,-5.284,1,0.0265,0.402,5.74e-06,0.525,0.664,99.396,audio_features,0hqjsgWRfMBf2s8xsvRq1M,spotify:track:0hqjsgWRfMBf2s8xsvRq1M,https://api.spotify.com/v1/tracks/0hqjsgWRfMBf2s8xsvRq1M,https://api.spotify.com/v1/audio-analysis/0hqjsgWRfMBf2s8xsvRq1M,207787,4
341,"Hello, Goodbye - Remastered 2009",The Beatles 1967 - 1970 (Remastered),The Beatles,39,2IWBUE3nED9Apuqhdov9O6,False,0.475,0.693,0,-9.905,1,0.0252,0.302,2.86e-05,0.148,0.827,99.313,audio_features,2IWBUE3nED9Apuqhdov9O6,spotify:track:2IWBUE3nED9Apuqhdov9O6,https://api.spotify.com/v1/tracks/2IWBUE3nED9Apuqhdov9O6,https://api.spotify.com/v1/audio-analysis/2IWBUE3nED9Apuqhdov9O6,209893,4
342,Green Tambourine,Green Tambourine,The Lemon Pipers,44,240FNg8tSGXr9OGswVMuO6,False,0.509,0.627,7,-7.392,1,0.0284,0.321,0.00254,0.24,0.423,111.006,audio_features,240FNg8tSGXr9OGswVMuO6,spotify:track:240FNg8tSGXr9OGswVMuO6,https://api.spotify.com/v1/tracks/240FNg8tSGXr9OGswVMuO6,https://api.spotify.com/v1/audio-analysis/240FNg8tSGXr9OGswVMuO6,146427,4
343,Green Tambourine,The Best of the Lemon Pipers,The Lemon Pipers,43,70jnaGaj1rtpyABfUURpvr,False,0.503,0.614,7,-7.814,1,0.0283,0.123,0.023,0.17,0.313,111.148,audio_features,70jnaGaj1rtpyABfUURpvr,spotify:track:70jnaGaj1rtpyABfUURpvr,https://api.spotify.com/v1/tracks/70jnaGaj1rtpyABfUURpvr,https://api.spotify.com/v1/audio-analysis/70jnaGaj1rtpyABfUURpvr,147000,4
344,Green Tambourine,Best of the Lemon Pipers,The Lemon Pipers,0,7dduUTtboi5sADiF1VvEsJ,False,0.55,0.518,7,-11.445,1,0.026,0.311,0.00025,0.131,0.328,110.747,audio_features,7dduUTtboi5sADiF1VvEsJ,spotify:track:7dduUTtboi5sADiF1VvEsJ,https://api.spotify.com/v1/tracks/7dduUTtboi5sADiF1VvEsJ,https://api.spotify.com/v1/audio-analysis/7dduUTtboi5sADiF1VvEsJ,146960,4
345,Love is Blue,Paul Mauriat. Grandes Exitos,Paul Mauriat,50,0tS7Mli5NtOcpeCqC25GWd,False,0.482,0.499,7,-10.549,1,0.0268,0.164,0.899,0.151,0.281,104.361,audio_features,0tS7Mli5NtOcpeCqC25GWd,spotify:track:0tS7Mli5NtOcpeCqC25GWd,https://api.spotify.com/v1/tracks/0tS7Mli5NtOcpeCqC25GWd,https://api.spotify.com/v1/audio-analysis/0tS7Mli5NtOcpeCqC25GWd,156520,4
346,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Bookends,Simon & Garfunkel,74,0iOZM63lendWRTTeKhZBSC,False,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,audio_features,0iOZM63lendWRTTeKhZBSC,spotify:track:0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/tracks/0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/audio-analysis/0iOZM63lendWRTTeKhZBSC,244027,4
347,Mrs. Robinson - Single Mix,Greatest Hits,Simon & Garfunkel,37,0gFvkiT2afIcJwNxXQ7W51,False,0.602,0.456,6,-13.784,0,0.0489,0.721,2e-05,0.103,0.787,91.995,audio_features,0gFvkiT2afIcJwNxXQ7W51,spotify:track:0gFvkiT2afIcJwNxXQ7W51,https://api.spotify.com/v1/tracks/0gFvkiT2afIcJwNxXQ7W51,https://api.spotify.com/v1/audio-analysis/0gFvkiT2afIcJwNxXQ7W51,234347,4
348,"Mrs. Robinson - Live at Central Park, New York, NY - September 19, 1981",The Concert in Central Park (Live),Simon & Garfunkel,39,7H6Js93n0e96ljRB5orHmZ,False,0.514,0.792,11,-15.082,1,0.151,0.363,8.71e-06,0.991,0.358,102.676,audio_features,7H6Js93n0e96ljRB5orHmZ,spotify:track:7H6Js93n0e96ljRB5orHmZ,https://api.spotify.com/v1/tracks/7H6Js93n0e96ljRB5orHmZ,https://api.spotify.com/v1/audio-analysis/7H6Js93n0e96ljRB5orHmZ,243507,4
349,Mrs. Robinson - Version 2,The Graduate,Simon & Garfunkel,33,0Z8bVp8wkMa9OfL3buCdwC,False,0.557,0.308,0,-14.709,1,0.0492,0.738,0.000117,0.11,0.812,94.404,audio_features,0Z8bVp8wkMa9OfL3buCdwC,spotify:track:0Z8bVp8wkMa9OfL3buCdwC,https://api.spotify.com/v1/tracks/0Z8bVp8wkMa9OfL3buCdwC,https://api.spotify.com/v1/audio-analysis/0Z8bVp8wkMa9OfL3buCdwC,71013,4
350,Mrs. Robinson - Version 1,The Graduate,Simon & Garfunkel,27,2Aa7a2Fr6IAVzngTSoAUNx,False,0.62,0.306,0,-13.96,1,0.0278,0.897,0.521,0.116,0.456,92.533,audio_features,2Aa7a2Fr6IAVzngTSoAUNx,spotify:track:2Aa7a2Fr6IAVzngTSoAUNx,https://api.spotify.com/v1/tracks/2Aa7a2Fr6IAVzngTSoAUNx,https://api.spotify.com/v1/audio-analysis/2Aa7a2Fr6IAVzngTSoAUNx,73613,4
351,"Mrs. Robinson - Live at Southern Illinois University, Carbondale, IL - November 1969",Live 1969,Simon & Garfunkel,30,1yl142pb20kRLhwuj6GQDb,False,0.543,0.638,10,-15.195,1,0.546,0.779,2.74e-06,0.806,0.299,104.758,audio_features,1yl142pb20kRLhwuj6GQDb,spotify:track:1yl142pb20kRLhwuj6GQDb,https://api.spotify.com/v1/tracks/1yl142pb20kRLhwuj6GQDb,https://api.spotify.com/v1/audio-analysis/1yl142pb20kRLhwuj6GQDb,284920,4
352,"Mrs. Robinson - From ""The Graduate"" Soundtrack",The Best Of Simon & Garfunkel,Simon & Garfunkel,27,4WkWVWK7bDgpRQG2gBywNp,False,0.614,0.479,6,-12.815,0,0.044,0.775,1.52e-05,0.095,0.822,91.933,audio_features,4WkWVWK7bDgpRQG2gBywNp,spotify:track:4WkWVWK7bDgpRQG2gBywNp,https://api.spotify.com/v1/tracks/4WkWVWK7bDgpRQG2gBywNp,https://api.spotify.com/v1/audio-analysis/4WkWVWK7bDgpRQG2gBywNp,242573,4
353,"Mrs. Robinson - From ""The Graduate"" Soundtrack",The Essential Simon & Garfunkel,Simon & Garfunkel,25,0S7Ux03KYWTdKEdcPRWMSz,False,0.605,0.465,6,-13.377,0,0.0452,0.806,2.85e-05,0.0941,0.825,91.865,audio_features,0S7Ux03KYWTdKEdcPRWMSz,spotify:track:0S7Ux03KYWTdKEdcPRWMSz,https://api.spotify.com/v1/tracks/0S7Ux03KYWTdKEdcPRWMSz,https://api.spotify.com/v1/audio-analysis/0S7Ux03KYWTdKEdcPRWMSz,243293,4
354,"Hello, I Love You",Waiting for the Sun,The Doors,61,3bWGaqVeYKMlLss40mPgNn,False,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,audio_features,3bWGaqVeYKMlLss40mPgNn,spotify:track:3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/tracks/3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/audio-analysis/3bWGaqVeYKMlLss40mPgNn,133200,4
355,"Hello, I Love You - 2018 Remaster",Hello I Love You,The Doors,43,73uTAbsl0iwA2Aj0d4oCPp,False,0.63,0.524,2,-13.34,1,0.0391,0.00921,0.0,0.0933,0.961,118.187,audio_features,73uTAbsl0iwA2Aj0d4oCPp,spotify:track:73uTAbsl0iwA2Aj0d4oCPp,https://api.spotify.com/v1/tracks/73uTAbsl0iwA2Aj0d4oCPp,https://api.spotify.com/v1/audio-analysis/73uTAbsl0iwA2Aj0d4oCPp,136173,4
356,"Hello, I Love You - New Stereo Mix",The Future Starts Here: The Essential Doors Hits,The Doors,43,4uROF3wTMMIFsZbLGyR1AG,False,0.473,0.732,2,-9.181,1,0.069,0.000752,0.0,0.833,0.902,117.203,audio_features,4uROF3wTMMIFsZbLGyR1AG,spotify:track:4uROF3wTMMIFsZbLGyR1AG,https://api.spotify.com/v1/tracks/4uROF3wTMMIFsZbLGyR1AG,https://api.spotify.com/v1/audio-analysis/4uROF3wTMMIFsZbLGyR1AG,159373,4
357,"Hello, I Love You - New Stereo Mix",The Very Best of the Doors,The Doors,33,76Jl2Pcd7MPVptEpWvJUzW,False,0.473,0.732,2,-9.181,1,0.069,0.000752,0.0,0.833,0.902,117.203,audio_features,76Jl2Pcd7MPVptEpWvJUzW,spotify:track:76Jl2Pcd7MPVptEpWvJUzW,https://api.spotify.com/v1/tracks/76Jl2Pcd7MPVptEpWvJUzW,https://api.spotify.com/v1/audio-analysis/76Jl2Pcd7MPVptEpWvJUzW,159373,4
358,"Hello, I Love You - 2018 Remaster",Waiting for the Sun (50th Anniversary Deluxe Edition),The Doors,33,3l5R0ltI7UufbrjK6Kj0Nv,False,0.63,0.524,2,-13.34,1,0.0391,0.00921,0.0,0.0933,0.961,118.187,audio_features,3l5R0ltI7UufbrjK6Kj0Nv,spotify:track:3l5R0ltI7UufbrjK6Kj0Nv,https://api.spotify.com/v1/tracks/3l5R0ltI7UufbrjK6Kj0Nv,https://api.spotify.com/v1/audio-analysis/3l5R0ltI7UufbrjK6Kj0Nv,136173,4
359,"Hello, I Love You - Adam Freeland Fabric Mix",The Very Best of the Doors,The Doors,27,6n7hW6sgeSxwwcSiTAYpFo,False,0.55,0.91,2,-7.829,1,0.0296,0.00546,0.398,0.183,0.693,129.997,audio_features,6n7hW6sgeSxwwcSiTAYpFo,spotify:track:6n7hW6sgeSxwwcSiTAYpFo,https://api.spotify.com/v1/tracks/6n7hW6sgeSxwwcSiTAYpFo,https://api.spotify.com/v1/audio-analysis/6n7hW6sgeSxwwcSiTAYpFo,455400,4
360,"Hello, I Love You - Rough Mix",Waiting for the Sun (50th Anniversary Deluxe Edition),The Doors,24,3J9QYkR8sVZurrhaQUoWra,False,0.528,0.642,9,-11.427,0,0.0693,0.0366,0.0,0.0827,0.87,118.208,audio_features,3J9QYkR8sVZurrhaQUoWra,spotify:track:3J9QYkR8sVZurrhaQUoWra,https://api.spotify.com/v1/tracks/3J9QYkR8sVZurrhaQUoWra,https://api.spotify.com/v1/audio-analysis/3J9QYkR8sVZurrhaQUoWra,143040,4
361,"Hello, I Love You",The Complete Studio Albums,The Doors,22,4dmOKl6aYjArPhR0RBSaxU,False,0.622,0.592,2,-11.634,1,0.0428,0.0125,0.0,0.214,0.942,117.99,audio_features,4dmOKl6aYjArPhR0RBSaxU,spotify:track:4dmOKl6aYjArPhR0RBSaxU,https://api.spotify.com/v1/tracks/4dmOKl6aYjArPhR0RBSaxU,https://api.spotify.com/v1/audio-analysis/4dmOKl6aYjArPhR0RBSaxU,136093,4
362,"Hello, I Love You - Live at the Hollywood Bowl, 1968",Live at the Bowl '68,The Doors,18,2FiFGnzxP9vALFm9E5HmyV,False,0.605,0.663,7,-12.731,1,0.0343,0.0734,0.0,0.705,0.95,120.212,audio_features,2FiFGnzxP9vALFm9E5HmyV,spotify:track:2FiFGnzxP9vALFm9E5HmyV,https://api.spotify.com/v1/tracks/2FiFGnzxP9vALFm9E5HmyV,https://api.spotify.com/v1/audio-analysis/2FiFGnzxP9vALFm9E5HmyV,134240,4
363,People Got to Be Free,Freedom Suite,The Rascals,43,5tUEIByLWg1sYWajZ2x5zx,False,0.685,0.696,10,-8.137,1,0.0364,0.466,0.0,0.195,0.96,126.019,audio_features,5tUEIByLWg1sYWajZ2x5zx,spotify:track:5tUEIByLWg1sYWajZ2x5zx,https://api.spotify.com/v1/tracks/5tUEIByLWg1sYWajZ2x5zx,https://api.spotify.com/v1/audio-analysis/5tUEIByLWg1sYWajZ2x5zx,181787,4
